source_code,source_name,target_concept_id,rxnorm_id,target_name
L01XX43,vismodegib,42709321,1242987,vismodegib
D08AH30,clioquinol,980867,5942,Clioquinol
N05BA02,chlordiazepoxide,990678,2356,Chlordiazepoxide
C01EB03,indometacin,1178663,5781,Indomethacin
N07AX03,cevimeline,954819,44281,cevimeline
G04BX11,collagen,19069049,2714,Collagen
M02AA05,benzydamine,19019620,1425,Benzydamine
L04AA34,alemtuzumab,1312706,117055,alemtuzumab
D08AC03,propamidine,19029108,34633,propamidine
D07AA03,prednisolone,1550557,8638,prednisolone
H02AB06,prednisolone,1550557,8638,prednisolone
C07AB03,atenolol,1314002,1202,Atenolol
D08AE02,policresulen,19075109,54908,POLICRESULEN
J01MA07,lomefloxacin,1707800,28872,lomefloxacin
S01AE04,lomefloxacin,1707800,28872,lomefloxacin
J01XE01,nitrofurantoin,920293,7454,Nitrofurantoin
A03BB01,butylscopolamine,40234201,1085787,butylscopolamine
B02BX05,eltrombopag,19012346,711942,eltrombopag
N01BB07,etidocaine,19050484,4171,Etidocaine
V04CE02,sulfobromophthalein,19000826,10212,Sulfobromophthalein
A14AA09,norethandrolone,19128219,7513,Norethandrolone
D08AK30,mercuric iodide,43532441,1426941,mercuric iodide
G03AC09,desogestrel,1588000,22656,Desogestrel
M01AB09,lonazolac,19071933,28876,lonazolac
N02BB04,propyphenazone,19029322,34710,propyphenazone
N03AC01,paramethadione,19021932,32894,paramethadione
R03DA02,choline theophyllinate,19049816,20976,oxtriphylline
R06AB03,dimetindene,19028947,3449,Dimethindene
R06AB02,dexchlorpheniramine,1188114,22697,dexchlorpheniramine
A06AD15,macrogol,948515,8516,Polyethylene Glycols
B05BC01,mannitol,994058,6628,Mannitol
C05AA08,fluocortolone,19055344,4463,Fluocortolone
R03DX05,omalizumab,1110942,302379,omalizumab
J01DD09,cefodizime,19028286,20485,cefodizime
L01AA08,prednimustine,19135793,8637,Prednimustine
M01AX18,feprazone,19135796,8673,Feprazone
N05BA23,tofisopam,19100773,38365,tofisopam
V08AD04,iofendylate,19081269,5968,Iophendylate
S01AB01,sulfamethizole,1036425,10179,Sulfamethizole
A16AX05,zinc acetate,979096,58295,Zinc Acetate
N04BC05,pramipexole,720810,746741,Pramipexole
N07BC06,diamorphine,19022417,3304,Heroin
A03FA03,domperidone,19037833,3626,Domperidone
B01AC10,indobufen,19069107,27518,indobufen
D11AX13,monobenzone,929983,17145,monobenzone
S01FB02,ephedrine,1143374,3966,Ephedrine
D06BB12,sinecatechins,921956,753346,Sinecatechins
R05CB03,carbocisteine,19041843,2023,Carbocysteine
A01AB03,chlorhexidine,1790812,2358,Chlorhexidine
C01CX07,xamoterol,19043833,39801,Xamoterol
J01XX09,daptomycin,1786617,22299,Daptomycin
V08CA09,gadobutrol,19048493,84990,gadobutrol
D10AX02,resorcinol,935390,35382,resorcinol
R06AC06,thonzylamine,43012162,1360721,thonzylamine
S01GA01,naphazoline,914533,7247,Naphazoline
D04AB02,cinchocaine,923840,3339,Dibucaine
D10AA02,methylprednisolone,1506270,6902,Methylprednisolone
J01DD07,ceftizoxime,1777254,2192,Ceftizoxime
A12CC03,magnesium gluconate,19067971,52358,MAGNESIUM GLUCONATE
R03AC04,fenoterol,19053979,4333,Fenoterol
J05AE03,ritonavir,1748921,85762,Ritonavir
C04AB01,phentolamine,1335539,8153,Phentolamine
M01AH05,etoricoxib,19011355,307296,etoricoxib
R03CC02,salbutamol,1154343,435,Albuterol
D01AC09,sulconazole,940535,37319,sulconazole
C03BA05,mefruside,19000556,6696,Mefruside
C03BA02,quinethazone,19081320,59743,quinethazone
G04BE08,tadalafil,1336926,358263,tadalafil
D04AB01,lidocaine,989878,6387,Lidocaine
C07AA02,oxprenolol,19024904,7801,Oxprenolol
P01AC01,diloxanide,19001305,67182,Diloxanide
R03AB03,orciprenaline,1123995,7688,metaproterenol
N05CA10,cyclobarbital,19072082,2978,cyclobarbital
R02AA05,chlorhexidine,1790812,2358,Chlorhexidine
A10AE01,insulin (human),1596977,253182,"Regular Insulin, Human"
J01CE05,pheneticillin,19088795,33277,phenethicillin
A03BA03,hyoscyamine,923672,153970,Hyoscyamine
N03AX15,zonisamide,744798,39998,zonisamide
D08AJ02,cetrimonium,19049284,20614,cetrimonium
A10AD03,insulin (pork),42899447,1309342,"Insulin, Pork"
J01FA11,miocamycin,19009138,6985,Miocamycin
N02BB03,aminophenazone,19125628,695,Aminopyrine
C09AA04,perindopril,1373225,54552,Perindopril
N05AB06,trifluoperazine,704984,10800,Trifluoperazine
B05CB02,sodium citrate,977968,56466,sodium citrate
N06BA09,atomoxetine,742185,38400,atomoxetine
M02AA23,indometacin,1178663,5781,Indomethacin
C01CA23,theodrenaline,19015536,31958,theodrenaline
D06BB07,lysozyme,43532424,1426865,lysozyme
L01XE21,regorafenib,42903460,1312397,regorafenib
C07AA23,penbutolol,1327978,7973,Penbutolol
A03AX10,isometheptene,1103518,27946,isometheptene
M01AB01,indometacin,1178663,5781,Indomethacin
R05CA13,cineole,19050346,21116,Eucalyptol
J01XB01,colistin,901845,2709,Colistin
R05CA03,guaifenesin,1163944,5032,Guaifenesin
C10AC02,colestipol,1501617,2685,Colestipol
A10AE04,insulin glargine,1502905,274783,Insulin Glargine
C02CC04,debrisoquine,19011951,3118,Debrisoquin
N01BC01,cocaine,1001419,2653,Cocaine
S01GX04,nedocromil,1114620,31563,Nedocromil
C01BB03,tocainide,1351447,42359,Tocainide
D08AJ04,cetrimide,19007748,288088,Cetrimide
P01CB01,meglumine antimonate,19082764,319866,meglumine antimoniate
V03AF01,mesna,1354698,44,Mesna
D05BB02,acitretin,929638,16818,Acitretin
S01EA03,apraclonidine,919986,14845,apraclonidine
G01AA10,clindamycin,997881,2582,Clindamycin
R05CB05,mesna,1354698,44,Mesna
D08AL01,silver nitrate,966913,9789,Silver Nitrate
C02AA05,deserpidine,1387219,62174,deserpidine
A06AX03,lubiprostone,987366,623033,lubiprostone
H01CA01,gonadorelin,19089810,6384,Gonadorelin
N06AG03,toloxatone,19100775,38382,toloxatone
A10BX09,dapagliflozin,44785829,1488564,dapagliflozin
N01AF01,methohexital,19005015,6847,Methohexital
L04AC11,siltuximab,44818461,1535218,siltuximab
N06BA03,metamfetamine,704053,6816,Methamphetamine
A02BX13,alginic acid,19030059,17305,alginic acid
L03AA09,sargramostim,1308432,69634,sargramostim
G03DB03,medrogestone,19000207,6690,Medrogestone
J01XA01,vancomycin,1707687,11124,Vancomycin
R03AC08,pirbuterol,1125449,33767,pirbuterol
G04BE10,avanafil,42800040,1291301,avanafil
D10AF06,sulfacetamide,1036252,10169,Sulfacetamide
P02CA05,flubendazole,19096506,25096,flubendazole
L01XC02,rituximab,1314273,121191,rituximab
A01AB13,tetracycline,1836948,10395,Tetracycline
C02DA01,diazoxide,1523280,3327,Diazoxide
D05AX02,calcipotriol,908921,29365,calcipotriene
A11HA32,pantethine,19019317,32863,pantethine
D06AA03,oxytetracycline,925952,7821,Oxytetracycline
S01EC04,brinzolamide,938044,194881,brinzolamide
J01GB08,sisomicin,19136044,9806,Sisomicin
G03AC02,lynestrenol,19092358,6529,Lynestrenol
C07AA16,tertatolol,19100451,37840,tertatolol
R05DA08,pholcodine,19024213,33431,pholcodine
R01AB05,ephedrine,1143374,3966,Ephedrine
A06AD21,sodium tartrate,19117078,56524,Sodium tartrate
S01EE04,travoprost,904501,283809,travoprost
J01GB03,gentamicin,919345,142438,Gentamicin Sulfate (USP)
A07EC02,mesalazine,968426,52582,mesalamine
A16AA06,betaine,1520218,1512,Betaine
D07AB03,flumetasone,19055156,4458,Flumethasone
B01AC07,dipyridamole,1331270,3521,Dipyridamole
A02BX05,bismuth subcitrate,958134,47181,bismuth subcitrate
S01JA01,fluorescein,996625,25138,Fluorescein
R05DB04,isoaminile,19003416,27866,isoaminile
C01EB09,ubidecarenone,1351115,21406,coenzyme Q10
J01DB01,cefalexin,1786621,2231,Cephalexin
C07AB07,bisoprolol,1338005,19484,Bisoprolol
C05AD02,tetracaine,1036884,10391,Tetracaine
A06AG01,sodium phosphate,939871,36709,sodium phosphate
P01AB01,metronidazole,1707164,6922,Metronidazole
S01FA06,tropicamide,906072,10869,Tropicamide
C05AE02,isosorbide dinitrate,1383925,6058,Isosorbide Dinitrate
C03DB01,amiloride,991382,644,Amiloride
L02BG06,exemestane,1398399,258494,exemestane
N05CD08,midazolam,708298,6960,Midazolam
H01BB02,oxytocin,1326115,7824,Oxytocin
A09AB04,citric acid,950435,21183,Citric Acid
D11AE01,metandienone,19004098,6818,Methandrostenolone
D09AA12,chlorhexidine,1790812,2358,Chlorhexidine
L02BX02,degarelix,19058410,475230,degarelix
R01AX08,framycetin,19056694,4556,Framycetin
J02AX05,micafungin,19018013,325887,micafungin
A02BX02,sucralfate,1036228,10156,Sucralfate
C05BB02,polidocanol,40175900,968170,polidocanol
D08AK03,mercuric chloride,42899414,1311634,Mercuric chloride
A10BB08,gliquidone,19097821,25793,gliquidone
V08CA04,gadoteridol,19097463,25483,gadoteridol
C01BD07,dronedarone,40163615,233698,dronedarone
D04AA22,isothipendyl,19003593,28012,isothipendyl
J01AA11,clomocycline,19047265,21272,clomocycline
S01ED03,levobunolol,932815,1813,Levobunolol
C01EB16,ibuprofen,1177480,5640,Ibuprofen
C04AX20,buflomedil,19039639,19836,buflomedil
N01AH05,anileridine,19032662,17933,anileridine
G03CB01,dienestrol,925102,3368,Dienestrol
P01AR02,difetarsone,19102309,402587,DIFETARSONE
G03CC02,dienestrol,925102,3368,Dienestrol
A07AB02,phthalylsulfathiazole,19024873,33632,phthalylsulfathiazole
L01AX01,mitobronitol,19125635,6996,Mitobronitol
P02BA01,praziquantel,1750461,8628,Praziquantel
M01AB07,bumadizone,19039703,19847,bumadizone
G03CA04,estriol,19049038,4094,Estriol
S01BC06,piroxicam,1146810,8356,Piroxicam
N07CA03,flunarizine,19055183,4459,Flunarizine
C07AA01,alprenolol,19081284,597,Alprenolol
J01AA08,minocycline,1708880,6980,Minocycline
J05AG03,efavirenz,1738135,195085,efavirenz
N02CA02,ergotamine,1145379,4025,Ergotamine
V09FX02,sodium iodide (123I),19135933,91531,Sodium iodide I123
M02AA21,tolmetin,1102917,10636,Tolmetin
V08CA11,gadofosveset,43012718,1364290,gadofosveset
B03AB02,saccharated iron oxide,1395773,24909,"ferric oxide, saccharated"
M01AX24,oxaceprol,19003691,28068,oxaceprol
B03AA09,ferrous aspartate,1391575,236617,FERROUS ASPARTATE
A14AB02,ethylestrenol,19050387,4162,Ethylestrenol
M01AE09,flurbiprofen,1156378,4502,Flurbiprofen
N03AG04,vigabatrin,19020002,14851,Vigabatrin
S01AA19,ampicillin,1717327,733,Ampicillin
A01AC03,hydrocortisone,975125,5492,Hydrocortisone
J07AM01,tetanus toxoid,529411,798306,"tetanus toxoid vaccine, inactivated"
A07EA02,hydrocortisone,975125,5492,Hydrocortisone
B01AD04,urokinase,1307515,11055,Urokinase
A01AB07,oxyquinoline,906874,110,Oxyquinoline
A03AB11,poldine,19026134,33926,poldine
D10AF02,erythromycin,1746940,4053,Erythromycin
A09AA04,tilactase,950183,41397,Lactase
L01XX02,asparaginase,19012585,1156,ASPARAGINASE
R03CC07,pirbuterol,1125449,33767,pirbuterol
R01AD09,mometasone,905233,108118,Mometasone
A03BA01,atropine,914335,1223,Atropine
J05AE14,simeprevir,44785086,1482790,simeprevir
J05AX09,maraviroc,1787101,620216,maraviroc
C03XA02,conivaptan,19010927,302285,conivaptan
B01AD11,tenecteplase,19098548,259280,Tenecteplase
P01BB01,proguanil,1792429,2382,Proguanil
R03DX03,fenspiride,19107829,4335,fenspiride
G03GA06,follitropin beta,1597235,25357,follitropin beta
C01BA02,procainamide,1351461,8700,Procainamide
N05CH01,melatonin,1301152,6711,Melatonin
A06AD19,magnesium citrate,967861,52356,magnesium citrate
C09CA02,eprosartan,1346686,83515,eprosartan
L04AA31,teriflunomide,42900584,1310520,teriflunomide
P01BA03,primaquine,1751310,8687,Primaquine
C03XA01,tolvaptan,19036797,358257,tolvaptan
B05XA03,sodium chloride,967823,9863,Sodium Chloride
C01BD01,amiodarone,1309944,703,Amiodarone
A12CC05,magnesium aspartate,19019131,142131,Magnesium Aspartate
H01CC01,ganirelix,1536743,35825,ganirelix
R05CB07,sobrerol,19039512,36669,sobrerol
R03AC02,salbutamol,1154343,435,Albuterol
C04AX10,moxisylyte,19007422,10561,Moxisylyte
J05AF03,zalcitabine,1724827,3363,Zalcitabine
C03AA06,trichlormethiazide,904639,10772,Trichlormethiazide
B05XA01,potassium chloride,19049105,8591,Potassium Chloride
J01ED02,sulfalene,19136423,10175,Sulfalene
B05XB03,lysine,19092377,6536,Lysine
J04AC01,isoniazid,1782521,6038,isoniazid
R03AC07,isoetarine,1181809,6023,Isoetharine
L02BX03,abiraterone,40239056,1100072,abiraterone
B05BA01,amino acids,19124969,658,Amino Acids
J01XX07,nitroxoline,19015464,31901,nitroxoline
J05AX12,dolutegravir,43560385,1433868,dolutegravir
G04BD09,trospium,991825,236778,Trospium
R01AX06,mupirocin,951511,42372,Mupirocin
N05CA08,vinylbital,19021512,19928,butylvinal
R06AB05,pheniramine,933952,8132,Pheniramine
L04AB06,golimumab,19041065,819300,golimumab
R01BA03,phenylephrine,1135766,8163,Phenylephrine
A10AD01,insulin (human),1596977,253182,"Regular Insulin, Human"
J01FA10,azithromycin,1734104,18631,Azithromycin
R01AA12,fenoxazoline,19095724,24856,fenoxazoline
N06AA09,amitriptyline,710062,704,Amitriptyline
S01AE07,moxifloxacin,1716903,139462,moxifloxacin
A02BA03,famotidine,953076,4278,Famotidine
C08CA08,nitrendipine,19020061,7441,Nitrendipine
B02AA01,aminocaproic acid,1369939,99,6-Aminocaproic Acid
C01AA03,digitalis leaves,19054998,235219,Digitalis leaf extract
L04AA02,muromonab-CD3,19051865,42405,Muromonab-CD3
N02AX05,meptazinol,19003010,6761,Meptazinol
A10AC03,insulin (pork),42899447,1309342,"Insulin, Pork"
J05AE01,saquinavir,1746244,83395,Saquinavir
L04AC05,ustekinumab,40161532,847083,ustekinumab
N06AX16,venlafaxine,743670,39786,venlafaxine
M01AB11,acemetacin,19029398,16695,acemetacin
G03CX01,tibolone,19041933,38260,tibolone
B02BX02,carbazochrome,19024535,2011,carbazochrome
R05DB11,pipazetate,19025258,33740,pipazethate
H01AC05,mecasermin rinfabate,1586449,616877,mecasermin rinfabate
D02BA01,aminobenzoic acid,19018384,74,4-Aminobenzoic Acid
R06AE06,oxatomide,19071314,54236,oxatomide
N05CD10,quazepam,731188,35185,quazepam
C05AD03,benzocaine,917006,1399,Benzocaine
N02BG09,methoxyflurane,19005257,6857,Methoxyflurane
A08AB01,orlistat,741530,37925,orlistat
R03DA08,bamifylline,19018518,18752,bamifylline
B01AX05,fondaparinux,1315865,321208,fondaparinux
M01AX17,nimesulide,19069425,53694,nimesulide
N05CF01,zopiclone,19044883,40001,zopiclone
J01DC06,cefonicid,19072857,2183,Cefonicid
S02BA07,betamethasone,920458,1514,Betamethasone
N05AH01,loxapine,792263,6475,Loxapine
H02CA01,trilostane,19042801,38668,trilostane
H01CB05,pasireotide,43012417,1364105,pasireotide
D07XA02,prednisolone,1550557,8638,prednisolone
J05AB15,brivudine,19122130,59161,brivudine
J01DE01,cefepime,1748975,20481,cefepime
N01AX04,propanidid,19135802,8758,Propanidid
C10AB02,bezafibrate,19022956,1525,Bezafibrate
A04AA04,dolasetron,903459,68091,Dolasetron
H02AB13,deflazacort,19086888,22396,deflazacort
J05AX11,elvitegravir,42874212,1306286,elvitegravir
B06AC02,icatibant,40242044,1148138,icatibant
N04BC08,piribedil,19134000,8353,Piribedil
R06AD04,methdilazine,19009250,29648,methdilazine
J05AE12,boceprevir,40238770,1102129,boceprevir
G01AC01,diiodohydroxyquinoline,928006,3435,Iodoquinol
N06AX18,reboxetine,19084693,60842,reboxetine
V03AB25,flumazenil,19055153,4457,Flumazenil
B01AC16,eptifibatide,1322199,75635,eptifibatide
C10AX11,mipomersen,43014182,1367839,mipomersen
J01DD16,cefditoren,1747005,83682,cefditoren
S01EB09,acetylcholine,19037624,194,Acetylcholine
G03DA04,progesterone,1552310,8727,Progesterone
C01BD04,dofetilide,1362979,49247,dofetilide
S01AA09,tetracycline,1836948,10395,Tetracycline
M03CA01,dantrolene,711714,3105,Dantrolene
N02AC01,dextromoramide,19021940,3290,Dextromoramide
C09AA16,imidapril,19122327,60245,imidapril
N05AA05,triflupromazine,19005104,10805,Triflupromazine
L03AB02,interferon beta natural,19109079,4381,Interferon-beta
G01AX11,povidone-iodine,1750087,8611,Povidone-Iodine
C04AC01,nicotinic acid,1517824,7393,Niacin
G03HA01,cyproterone,19010792,3014,Cyproterone
A01AB19,sodium perborate,19039877,36702,sodium perborate
A12CC09,magnesium orotate,19016889,139233,magnesium orotate
M01AA01,phenylbutazone,1135710,8160,Phenylbutazone
D06BA04,sulfamethizole,1036425,10179,Sulfamethizole
A03AB15,diphemanil,19135822,89782,Diphemanil
N05CC04,dichloralphenazone,1189490,22892,dichloralphenazone
B06AA10,desoxyribonuclease,915841,3210,Deoxyribonucleases
M01AE03,ketoprofen,1185922,6142,Ketoprofen
N05CM06,propiomazine,19053610,8770,propiomazine
G04BA01,ammonium chloride,912362,712,Ammonium Chloride
R03AC15,reproterol,19035396,35373,reproterol
N02BG08,ziconotide,19005061,68503,ziconotide
D07AB07,fluprednidene,19056447,236650,FLUPREDNIDENE
N06AF03,phenelzine,733896,8123,Phenelzine
C01CA06,phenylephrine,1135766,8163,Phenylephrine
D03BA03,bromelains,19030387,1752,Bromelains
J01XD01,metronidazole,1707164,6922,Metronidazole
V08AC04,adipiodone,19080817,5936,Iodipamide
N06DA04,galantamine,757627,4637,Galantamine
C10AA07,rosuvastatin,1510813,301542,rosuvastatin
J01EC03,sulfamoxole,19136481,10183,Sulfamoxole
A10BA01,phenformin,19033909,8129,Phenformin
R06AX27,desloratadine,1103006,275635,desloratadine
A06AD18,sorbitol,970011,9945,Sorbitol
R03AC17,bitolterol,1138050,19499,bitolterol
V03AB09,dimercaprol,1728903,3445,Dimercaprol
A10AF01,insulin (human),1596977,253182,"Regular Insulin, Human"
R06AX04,phenindamine,1123534,33283,phenindamine
V08AC07,iocetamic acid,19033638,183830,iocetamic acid
D07AC17,fluticasone,1149380,41126,fluticasone
C02KC01,pargyline,19027413,7930,Pargyline
R06AD01,alimemazine,19005570,10825,Trimeprazine
L01XX45,carfilzomib,42873638,1302966,carfilzomib
J07BJ01,"rubella, live attenuated",19136026,9486,Rubella virus vaccine
R05DB03,clobutinol,19050863,21247,clobutinol
C01CA19,fenoldopam,19095721,24853,Fenoldopam
A10AC04,insulin lispro,1550023,86009,Insulin Lispro
A01AB02,hydrogen peroxide,1776430,5499,Hydrogen Peroxide
C07AA05,propranolol,1353766,8787,Propranolol
D01AE16,amorolfine,19032619,17804,Amorolfine
N03AF03,rufinamide,19006586,69036,rufinamide
C05BA03,heparin,1367571,5224,Heparin
A03AB05,propantheline,953391,8761,Propantheline
A06AX06,tegaserod,916943,139778,tegaserod
L03AA10,lenograstim,19009705,70167,lenograstim
D07AB01,clobetasone,19005129,108074,Clobetasone
V04CJ01,thyrotropin,19007721,10579,Thyrotropin
C09AA03,lisinopril,1308216,29046,Lisinopril
G04BA03,calcium chloride,19036781,1901,Calcium Chloride
A05BA01,arginine glutamate,19011039,114464,arginine glutamate
L03AB09,interferon alfacon-1,1781314,59744,interferon alfacon-1
C08EX01,lidoflazine,19124331,6390,Lidoflazine
G04BE09,vardenafil,1311276,306674,vardenafil
M03BX08,cyclobenzaprine,778711,21949,cyclobenzaprine
N02AC03,piritramide,19134009,8354,Pirinitramide
L01BB02,mercaptopurine,1436650,103,mercaptopurine
C01AA08,metildigoxin,19094483,6686,Medigoxin
M01AC02,tenoxicam,19041220,37790,tenoxicam
R02AD03,cocaine,1001419,2653,Cocaine
R05CA04,ipecacuanha,1781321,5975,Ipecac
A10BB31,acetohexamide,1530014,173,Acetohexamide
V04CE01,galactose,19112526,4626,Galactose
R05DB27,levodropropizine,19067412,52014,"dipropizine, (S)-isomer"
A02BX03,pirenzepine,19046724,8352,Pirenzepine
D01AE15,terbinafine,1741309,37801,terbinafine
V03AE05,sucroferric oxyhydroxide,44785066,1484283,sucroferric oxyhydroxide
N06BX12,acetylcarnitine,19037596,193,Acetylcarnitine
J01EC01,sulfamethoxazole,1836430,10180,Sulfamethoxazole
S01AA10,natamycin,915392,7268,Natamycin
V03AB17,methylthioninium chloride,905518,6878,Methylene blue
C08DA01,verapamil,1307863,11170,Verapamil
N05AA03,promazine,19052903,8742,Promazine
V03AB14,protamine,19054245,8826,Protamines
M04AA01,allopurinol,1167322,519,Allopurinol
D11AH01,tacrolimus,950637,42316,Tacrolimus
C09CA06,candesartan,1351557,214354,candesartan
J01FG01,pristinamycin,19125201,66958,Pristinamycin
R06AX09,azatadine,1133993,18600,azatadine
N01BA02,procaine,751698,8701,Procaine
S02BA01,hydrocortisone,975125,5492,Hydrocortisone
L04AC08,canakinumab,40161669,853491,canakinumab
N06AB05,paroxetine,722031,32937,Paroxetine
G03XC02,bazedoxifene,44506794,1441386,bazedoxifene
D08AK06,thiomersal,19137377,10472,Thimerosal
R06AB04,chlorphenamine,1192710,2400,Chlorpheniramine
A06AC03,sterculia,19084915,6111,Karaya Gum
V09AA01,technetium (99mTc) exametazime,43533114,1431726,Technetium Tc 99m Exametazime
C04AA31,bamethan,19015342,1321,bamethan
J04AB30,capreomycin,19026710,78903,Capreomycin
R03DA03,proxyphylline,19029547,34906,proxyphylline
L03AX17,sipuleucel-T,40224095,997261,sipuleucel-T
D09AA09,povidone-iodine,1750087,8611,Povidone-Iodine
S01AX18,povidone-iodine,1750087,8611,Povidone-Iodine
N06BX01,meclofenoxate,19052682,2228,Meclofenoxate
N02BA01,acetylsalicylic acid,1112807,1191,Aspirin
B01AB05,enoxaparin,1301025,67108,Enoxaparin
D01AC14,sertaconazole,939134,36435,sertaconazole
D01AC03,econazole,940864,3743,Econazole
V03AE02,sevelamer,952004,214824,sevelamer
B02BC05,adrenalone,19018407,17073,adrenalone
B03AA06,ferrous succinate,19096133,24946,ferrous succinate
G02CA01,ritodrine,1563413,9392,Ritodrine
R03BX01,fenspiride,19107829,4335,fenspiride
A02AA03,magnesium peroxide,46287505,1666106,magnesium peroxide
N06AA15,butriptyline,19039883,19895,butriptyline
S01AD07,famciclovir,1703603,68099,famciclovir
D07XC04,diflucortolone,19026096,3392,Diflucortolone
J01MA09,sparfloxacin,1733765,18469,sparfloxacin
A02AD04,hydrotalcite,19002230,27221,hydrotalcite
N05AE04,ziprasidone,712615,115698,ziprasidone
N06AF04,tranylcypromine,703470,10734,Tranylcypromine
A06AD17,sodium phosphate,939871,36709,sodium phosphate
N06AB08,fluvoxamine,751412,42355,Fluvoxamine
C02DG01,pinacidil,19093166,33717,Pinacidil
R03CC06,isoetarine,1181809,6023,Isoetharine
M01AE05,fenbufen,19095703,24830,fenbufen
L02AE04,triptorelin,1343039,38782,Triptorelin
C05AA09,dexamethasone,1518254,3264,Dexamethasone
V03AB26,methionine,19004724,6837,Methionine
D06AX05,bacitracin,915175,1291,Bacitracin
N05AL01,sulpiride,19136626,10239,Sulpiride
C09AA10,trandolapril,1342439,38454,trandolapril
S01AA27,cefuroxime,1778162,2194,Cefuroxime
B02AA03,aminomethylbenzoic acid,19012200,14852,4-aminomethylbenzoic acid
J01DH03,ertapenem,1717963,325642,ertapenem
L03AA13,pegfilgrastim,1325608,338036,pegfilgrastim
S01BA03,cortisone,1507705,2878,Cortisone
S01CB01,dexamethasone,1518254,3264,Dexamethasone
A12AA05,calcium lactate,19058896,47622,calcium lactate
N03AA01,methylphenobarbital,702685,6758,Mephobarbital
S02DA04,cinchocaine,923840,3339,Dibucaine
A16AB11,taliglucerase alfa,42800246,1291609,taliglucerase alfa
S01AX06,resorcinol,935390,35382,resorcinol
A04AD01,scopolamine,965748,9601,Scopolamine
J01FF02,lincomycin,1790692,6398,Lincomycin
S01AA07,framycetin,19056694,4556,Framycetin
R03CB02,methoxyphenamine,19009365,29704,methoxyphenamine
N01AX03,ketamine,785649,6130,Ketamine
M01AX02,niflumic acid,19019023,7418,Niflumic Acid
R01AX02,retinol,19008339,11246,Vitamin A
R06AE01,buclizine,19081195,59636,buclizine
N05AB10,perazine,19131663,8042,Perazine
N02AE01,buprenorphine,1133201,1819,Buprenorphine
J05AE08,atazanavir,1727223,343047,Atazanavir
R05DB01,benzonatate,1136601,18993,benzonatate
V08CA05,mangafodipir,19092105,236987,MANGAFODIPIR
J05AE15,asunaprevir,46233931,1652103,asunaprevir
H02AB15,meprednisone,19009116,29523,meprednisone
V03AN04,nitrogen,19020477,7456,Nitrogen
R02AD01,benzocaine,917006,1399,Benzocaine
N06AA08,dibenzepin,19023846,3332,dibenzepin
L01AD01,carmustine,1350066,2105,Carmustine
S01EB06,neostigmine,717136,7315,Neostigmine
D11AX06,mequinol,920113,15080,mequinol
A02BA01,cimetidine,997276,2541,Cimetidine
P03AA03,mesulfen,19072051,29584,mesulfen
B01AE06,bivalirudin,19084670,60819,bivalirudin
J01DB09,cefradine,1786842,2239,Cephradine
J01MA06,norfloxacin,1721543,7517,Norfloxacin
B01AC25,cangrelor,46275677,1656052,cangrelor
R03BA02,budesonide,939259,19831,Budesonide
N05AB03,perphenazine,733008,8076,Perphenazine
L02AE03,goserelin,1366310,50610,Goserelin
S02AA07,neomycin,915981,7299,Neomycin
M09AB02,collagenase clostridium histolyticum,40172153,898492,collagenase Clostridium histolyticum
A01AB08,neomycin,915981,7299,Neomycin
D05BA03,bergapten,19018285,15842,5-methoxypsoralen
M03BB02,chlormezanone,19092290,2373,Chlormezanone
A01AB06,domiphen,19091239,23623,domiphen
D07AC21,ulobetasol,949759,41208,halobetasol
V09DA01,technetium (99mTc) disofenin,19100437,37665,Technetium Tc 99m Disofenin
D01AA02,natamycin,915392,7268,Natamycin
N06AX14,tianeptine,19041910,38252,tianeptine
R03AA01,epinephrine,1343916,3992,Epinephrine
S01EA01,epinephrine,1343916,3992,Epinephrine
C01AA05,digoxin,1326303,3407,Digoxin
B05XA12,zinc chloride,19044317,39937,zinc chloride
D04AA13,dimetindene,19028947,3449,Dimethindene
M01AC05,lornoxicam,19049709,20890,lornoxicam
J01FA07,josamycin,19123240,6084,Josamycin
N05AC02,thioridazine,700299,10502,Thioridazine
A02BA06,roxatidine,19011685,114817,roxatidine
J01EB04,sulfapyridine,19136493,10188,Sulfapyridine
S02AA04,aluminium acetotartrate,19112524,46239,aluminum acetotartrate
D08AC05,polihexanide,43525903,1373041,Polyhexanide
C10AB01,clofibrate,1598658,2594,Clofibrate
L03AB08,interferon beta-1b,713196,72257,interferon beta-1b
N05CA09,vinbarbital,19135827,89811,Vinbarbital
C08CA03,isradipine,1326012,33910,Isradipine
A05AX01,piprozolin,19093365,33761,piprozoline
M02AX02,tolazoline,19002829,10634,Tolazoline
L01AA02,chlorambucil,1390051,2346,Chlorambucil
S01FA01,atropine,914335,1223,Atropine
S03AA07,ciprofloxacin,1797513,2551,Ciprofloxacin
N06AX11,mirtazapine,725131,15996,Mirtazapine
V03AB33,hydroxocobalamin,1377023,5514,Hydroxocobalamin
B01AC17,tirofiban,19017067,73137,tirofiban
J01EB07,sulfathiazole,1036487,10193,sulfathiazole
N07XX08,tafamidis,45774701,1545063,tafamidis
A10BX05,pramlintide,1517998,139953,Pramlintide
H01BA03,lypressin,19092373,6531,lypressin
C03BX03,cicletanine,19051444,21914,cicletanine
G02CX01,atosiban,19122136,59639,Atosiban
J04AA01,4-aminosalicylic acid,1726228,7833,aminosalicylic acid
R01AA07,xylometazoline,943852,39841,xylometazoline
