atc_concept_code,atc_concept_name,atc_concept_id,ingredient_concept_code,ingredient_concept_name,ingredient_concept_id,standard_concept,relationship_ids,n_relationships
C05AD05,procaine,21601622,8701,Procaine,751698,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01CE09,procaine benzylpenicillin,21602849,7983,penicillin G procaine,19130403,,ATC - RxNorm,1
J01CE09,procaine benzylpenicillin,21602849,7980,Penicillin G,1728416,S,Inferred class of,1
L01XB01,procarbazine,21603753,8702,Procarbazine,1351779,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03CC08,procaterol,21603318,34530,Procaterol,19028950,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03AC16,procaterol,21603270,34530,Procaterol,19028950,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05AB04,prochlorperazine,21604503,8704,Prochlorperazine,752061,S,"ATC - RxNorm,Inferred class of,Maps to",3
N04AA04,procyclidine,21604449,8718,Procyclidine,752276,S,"ATC - RxNorm,Inferred class of,Maps to",3
N04AA05,profenamine,21604450,4134,profenamine,19050123,S,"ATC - RxNorm,Inferred class of,Maps to",3
N03AG05,progabide,21604426,34568,progabide,19095776,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03DA04,progesterone,21602542,8727,Progesterone,1552310,S,"ATC - RxNorm,Inferred class of,Maps to",3
M01AB14,proglumetacin,21603954,34769,proglumetacin,19029327,S,"ATC - RxNorm,Inferred class of,Maps to",3
A02BX06,proglumide,21600115,8730,Proglumide,19052734,S,"ATC - RxNorm,Inferred class of,Maps to",3
P01BB01,proguanil,21604893,2382,Proguanil,1792429,S,"ATC - RxNorm,Inferred class of,Maps to",3
P01BB51,"proguanil, combinations",21604895,2382,Proguanil,1792429,S,Inferred class of,1
N06BX14,prolintane,21604782,34604,prolintane,19029018,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05AA03,promazine,21604494,8742,Promazine,19052903,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03DB07,promegestone,21602550,8744,Promegestone,19052987,S,"ATC - RxNorm,Inferred class of,Maps to",3
G03CA09,promestriene,21602521,34625,promestriene,19029079,S,"ATC - RxNorm,Inferred class of,Maps to",3
D04AA10,promethazine,21602010,8745,Promethazine,1153013,S,"ATC - RxNorm,Inferred class of,Maps to",3
R06AD02,promethazine,21603481,8745,Promethazine,1153013,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01BC03,propafenone,21600265,8754,Propafenone,1353256,S,"ATC - RxNorm,Inferred class of,Maps to",3
D08AC03,propamidine,21602205,34633,propamidine,19029108,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01AX15,propamidine,21603609,34633,propamidine,19029108,S,"ATC - RxNorm,Inferred class of,Maps to",3
N01AX04,propanidid,21604211,8758,Propanidid,19135802,S,"ATC - RxNorm,Inferred class of,Maps to",3
D08AX03,propanol,21602254,1362872,1-Propanol,43012215,S,"ATC - RxNorm,Maps to",2
A03AB05,propantheline,21600144,8761,Propantheline,953391,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06BC02,propentofylline,21604767,34644,propentofylline,19096031,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01CE03,propicillin,21602843,34649,propicillin,19096054,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05CM06,propiomazine,21604667,8770,propiomazine,19053610,S,"ATC - RxNorm,Inferred class of,Maps to",3
G04BD06,propiverine,21602639,55175,propiverine,19077093,S,"ATC - RxNorm,Inferred class of,Maps to",3
N01AX10,propofol,21604214,8782,Propofol,753626,S,"ATC - RxNorm,Inferred class of,Maps to",3
N01AX10,propofol,21604214,828682,fospropofol,19044273,S,Inferred class of,1
C07AA05,propranolol,21601670,8787,Propranolol,1353766,S,"ATC - RxNorm,Inferred class of,Maps to",3
V08AD03,propyliodone,21605412,8793,Propyliodone,19054048,S,"ATC - RxNorm,Inferred class of,Maps to",3
H03BA02,propylthiouracil,21602762,8794,Propylthiouracil,1554072,S,"ATC - RxNorm,Inferred class of,Maps to",3
N02BB04,propyphenazone,21604333,34710,propyphenazone,19029322,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01AB01,proscillaridin,21600241,8795,Proscillaridin,19135808,S,"ATC - RxNorm,Inferred class of,Maps to",3
V03AB14,protamine,21605239,8826,Protamines,19054245,S,"ATC - RxNorm,Inferred class of,Maps to",3
V03AB14,protamine,21605239,8825,Protamine Sulfate (USP),19054242,S,Inferred class of,1
B01AD12,protein C,21601018,8834,Protein C,42801108,S,"ATC - RxNorm,Inferred class of,Maps to",3
B01AD12,protein C,21601018,723868,"protein C, human",19014221,,Inferred class of,1
N05AX07,prothipendyl,21604558,55244,prothipendyl,19115044,S,"ATC - RxNorm,Inferred class of,Maps to",3
J04AD01,protionamide,21603106,8871,Prothionamide,19135812,S,"ATC - RxNorm,Maps to",2
V04CJ02,protirelin,21605333,10580,Thyrotropin-Releasing Hormone,19001701,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06AA11,protriptyline,21604698,8886,Protriptyline,754270,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05CA22,proxibarbal,21604625,83885,proxibarbal,19134133,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01HA04,proxymetacaine,21605101,34905,proparacaine,929504,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03DA03,proxyphylline,21603331,34906,proxyphylline,19029547,S,"ATC - RxNorm,Inferred class of,Maps to",3
V03AB31,prussian blue,21605254,705707,Insoluble berlin blue stain,19011393,S,Inferred class of,1
V03AB31,prussian blue,21605254,24902,Prussian blue,19095769,S,"ATC - RxNorm,Inferred class of,Maps to",3
R01BA02,pseudoephedrine,21603210,8896,Pseudoephedrine,1154332,S,"ATC - RxNorm,Inferred class of,Maps to",3
R01BA52,"pseudoephedrine, combinations",21603213,19959,acrivastine,1140123,S,Inferred class of,1
P02CC01,pyrantel,21604952,8984,Pyrantel,1759270,S,"ATC - RxNorm,Inferred class of,Maps to",3
J04AK01,pyrazinamide,21603110,8987,Pyrazinamide,1759455,S,"ATC - RxNorm,Inferred class of,Maps to",3
P03AC01,pyrethrum,21604981,8991,Pyrethrins,959665,S,Inferred class of,1
P03AC01,pyrethrum,21604981,1232405,Pyrethrum extract,42709314,S,"ATC - RxNorm,Maps to",2
N07AA02,pyridostigmine,21604805,9000,Pyridostigmine,759740,S,"ATC - RxNorm,Inferred class of,Maps to",3
A11HA06,pyridoxal phosphate,21600847,9004,Pyridoxal Phosphate,19135838,,ATC - RxNorm,1
A11HA06,pyridoxal phosphate,21600847,9002,Pyridoxal,19059817,S,Inferred class of,1
A11HA02,pyridoxine (vit B6),21600843,684879,pyridoxine,19005046,S,"ATC - RxNorm,Maps to",2
A11HA02,pyridoxine (vit B6),21600843,42954,Vitamin B6,1353228,S,Inferred class of,1
P01BD01,pyrimethamine,21604900,9010,Pyrimethamine,1760039,S,"ATC - RxNorm,Inferred class of,Maps to",3
D11AX12,pyrithione zinc,21602352,39952,zinc pyrithione,944360,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06BX02,pyritinol,21604770,9020,Pyrithioxin,19060358,S,"ATC - RxNorm,Maps to",2
P02CX01,pyrvinium,21604959,35163,pyrvinium,19031165,S,"ATC - RxNorm,Inferred class of,Maps to",3
P03AX04,quassia,21604993,1310168,Quassia amara wood extract,42899832,S,"ATC - RxNorm,Maps to",2
N05CD10,quazepam,21604645,35185,quazepam,731188,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05AH04,quetiapine,21604544,51272,quetiapine,766814,S,"ATC - RxNorm,Inferred class of,Maps to",3
G02CB04,quinagolide,21602461,76887,quinagolide,19024140,S,"ATC - RxNorm,Inferred class of,Maps to",3
C09AA06,quinapril,21601790,35208,quinapril,1331235,S,"ATC - RxNorm,Inferred class of,Maps to",3
C03BA02,quinethazone,21601491,59743,quinethazone,19081320,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01BA01,quinidine,21600250,9068,Quinidine,1360421,S,"ATC - RxNorm,Inferred class of,Maps to",3
P01BC01,quinine,21604897,9071,Quinine,1760616,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06AA23,quinupramine,21604708,35242,quinupramine,19098514,S,"ATC - RxNorm,Maps to",2
A02BC04,rabeprazole,21600099,114979,rabeprazole,911735,S,"ATC - RxNorm,Inferred class of,Maps to",3
J06BB05,rabies immunoglobulin,21601263,89886,"rabies immune globulin, human",19135830,S,"ATC - RxNorm,Maps to",2
J06BB05,rabies immunoglobulin,21601263,830471,"rabies immune globulin, (human) vaccine",544509,,Inferred class of,1
J06AA06,rabies serum,21601253,830471,"rabies immune globulin, (human) vaccine",544509,,Inferred class of,1
J07BG01,"rabies, inactivated, whole virus",21601354,830457,rabies virus vaccine flury-lep strain,544411,S,Inferred class of,1
J07BG01,"rabies, inactivated, whole virus",21601354,830464,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated",544505,S,Inferred class of,1
A07XA04,racecadotril,21600677,16738,racecadotril,19018403,S,"ATC - RxNorm,Maps to",2
V10XX03,radium (223Ra) dichloride,43534873,1424174,RADIUM CHLORIDE RA-223,43526934,S,Inferred class of,1
G03XC01,raloxifene,21602625,72143,Raloxifene,1513103,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AX08,raltegravir,21603194,719872,raltegravir,1712889,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01BA03,raltitrexed,21601424,196239,raltitrexed,19038536,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05CH02,ramelteon,21604660,596205,ramelteon,781182,S,"ATC - RxNorm,Inferred class of,Maps to",3
C09AA05,ramipril,21601789,35296,Ramipril,1334456,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01LA04,ranibizumab,21605124,595060,ranibizumab,19080982,S,"ATC - RxNorm,Inferred class of,Maps to",3
A02BA02,ranitidine,21600083,9143,Ranitidine,961047,S,"ATC - RxNorm,Inferred class of,Maps to",3
A02BA07,ranitidine bismuth citrate,21600088,9143,Ranitidine,961047,S,Inferred class of,1
A02BA07,ranitidine bismuth citrate,21600088,55471,ranitidine bismuth citrate,19115048,,ATC - RxNorm,1
C01EB18,ranolazine,21600377,35829,ranolazine,1337107,S,"ATC - RxNorm,Inferred class of,Maps to",3
N04BD02,rasagiline,21604484,134748,rasagiline,715710,S,"ATC - RxNorm,Inferred class of,Maps to",3
V03AF07,rasburicase,21605275,283821,Rasburicase,1304565,S,"ATC - RxNorm,Inferred class of,Maps to",3
C02AA04,"rauwolfia alkaloids, whole root",21600387,78678,Rauwolfia preparation,1326378,S,Inferred class of,1
J06BB18,raxibacumab,45893477,1366567,raxibacumab,43013193,S,"ATC - RxNorm,Maps to",2
N06AX18,reboxetine,21604747,60842,reboxetine,19084693,S,"ATC - RxNorm,Inferred class of,Maps to",3
C01EB21,regadenoson,21600379,640062,regadenoson,19090761,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01XE21,regorafenib,43534810,1312397,regorafenib,42903460,S,"ATC - RxNorm,Inferred class of,Maps to",3
N01AH06,remifentanil,21604206,73032,remifentanil,19016749,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05AL04,remoxipride,21604551,35350,Remoxipride,19035226,S,"ATC - RxNorm,Inferred class of,Maps to",3
A10BX02,repaglinide,21600790,73044,repaglinide,1516766,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03CC14,reproterol,21603324,35373,reproterol,19035396,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03AC15,reproterol,21603269,35373,reproterol,19035396,S,"ATC - RxNorm,Inferred class of,Maps to",3
C02AA01,rescinnamine,21600384,9259,rescinnamine,19062195,S,"ATC - RxNorm,Inferred class of,Maps to",3
C02AA02,reserpine,21600385,9260,Reserpine,1362225,S,"ATC - RxNorm,Inferred class of,Maps to",3
C02LA01,reserpine and diuretics,21600453,19008,benzthiazide,19036731,S,Inferred class of,1
S01AX06,resorcinol,21603600,35382,resorcinol,935390,S,"ATC - RxNorm,Inferred class of,Maps to",3
D10AX02,resorcinol,21602313,35382,resorcinol,935390,S,"ATC - RxNorm,Inferred class of,Maps to",3
D06AX13,retapamulin,21602072,642274,retapamulin,991003,S,"ATC - RxNorm,Inferred class of,Maps to",3
B01AD07,reteplase,21601013,76895,Reteplase,19024191,S,"ATC - RxNorm,Inferred class of,Maps to",3
N03AX21,retigabine,40255957,1112990,ezogabine,40239995,S,"ATC - RxNorm,Inferred class of,Maps to",3
D10AD02,retinol,21602294,11246,Vitamin A,19008339,S,"ATC - RxNorm,Maps to",2
S01XA02,retinol,21605128,11246,Vitamin A,19008339,S,"ATC - RxNorm,Maps to",2
R01AX02,retinol,21603198,11246,Vitamin A,19008339,S,"ATC - RxNorm,Maps to",2
A11CA01,retinol (vit A),21600812,11246,Vitamin A,19008339,S,"ATC - RxNorm,Inferred class of,Maps to",3
B01AB08,reviparin,21600979,75960,reviparin,19129274,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AB04,ribavirin,21603134,9344,Ribavirin,1762711,S,"ATC - RxNorm,Inferred class of,Maps to",3
A11HA04,riboflavin (vit B2),21600845,4509,Flavin Mononucleotide,19056500,S,Inferred class of,1
A11HA04,riboflavin (vit B2),21600845,9346,Riboflavin,19062817,S,"ATC - RxNorm,Inferred class of,Maps to",3
J04AB04,rifabutin,21603099,55672,Rifabutin,1777417,S,"ATC - RxNorm,Inferred class of,Maps to",3
J04AB02,rifampicin,21603097,9384,Rifampin,1763204,S,"ATC - RxNorm,Inferred class of,Maps to",3
S02AA12,rifamycin,21605158,35616,rifamycin SV,19035924,S,"ATC - RxNorm,Maps to",2
S01AA16,rifamycin,21603567,35616,rifamycin SV,19035924,S,"ATC - RxNorm,Maps to",2
J04AB03,rifamycin,21603098,35616,rifamycin SV,19035924,S,"ATC - RxNorm,Maps to",2
J04AB05,rifapentine,21603100,35617,rifapentine,19035953,S,"ATC - RxNorm,Inferred class of,Maps to",3
A07AA11,rifaximin,21600613,35619,rifaximin,1735947,S,"ATC - RxNorm,Inferred class of,Maps to",3
D06AX11,rifaximin,21602070,35619,rifaximin,1735947,S,"ATC - RxNorm,Inferred class of,Maps to",3
C02AC06,rilmenidine,21600402,55679,rilmenidine,19115050,S,"ATC - RxNorm,Inferred class of,Maps to",3
L04AC04,rilonacept,21603918,763450,rilonacept,19023450,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AG05,rilpivirine,40252128,1102270,Rilpivirine,40238930,S,"ATC - RxNorm,Inferred class of,Maps to",3
N07XX02,riluzole,21604842,35623,Riluzole,735951,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AC02,rimantadine,21603143,9386,Rimantadine,1763339,S,"ATC - RxNorm,Inferred class of,Maps to",3
H02AB12,rimexolone,21602740,55681,rimexolone,977421,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01BA13,rimexolone,21603630,55681,rimexolone,977421,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03AC05,rimiterol,21603259,9388,rimiterol,19063387,S,"ATC - RxNorm,Inferred class of,Maps to",3
C02KX05,riociguat,45893474,1439816,riociguat,44506752,S,"ATC - RxNorm,Maps to",2
M05BA07,risedronic acid,21604155,73056,Risedronate,1516800,S,Inferred class of,1
M05BA07,risedronic acid,21604155,55685,risedronic acid,19115051,S,"ATC - RxNorm,Maps to",2
N05AX08,risperidone,21604559,35636,Risperidone,735979,S,"ATC - RxNorm,Inferred class of,Maps to",3
G02CA01,ritodrine,21602454,9392,Ritodrine,1563413,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AE03,ritonavir,21603151,85762,Ritonavir,1748921,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01XC02,rituximab,21603756,121191,rituximab,1314273,S,"ATC - RxNorm,Inferred class of,Maps to",3
B01AF01,rivaroxaban,43534761,1114195,rivaroxaban,40241331,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06DA03,rivastigmine,21604796,183379,rivastigmine,733523,S,"ATC - RxNorm,Inferred class of,Maps to",3
N02CC04,rizatriptan,21604379,88014,rizatriptan,1154077,S,"ATC - RxNorm,Inferred class of,Maps to",3
M03AC09,rocuronium bromide,21604086,68139,Rocuronium,19003953,S,Inferred class of,1
M03AC09,rocuronium bromide,21604086,32521,rocuronium bromide,19082873,,ATC - RxNorm,1
M01AH02,rofecoxib,21603993,232158,rofecoxib,1189754,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03DX07,roflumilast,21603364,1091836,Roflumilast,40236897,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01AA09,rolitetracycline,21602807,9462,Rolitetracycline,19136024,S,"ATC - RxNorm,Maps to",2
L01XX39,romidepsin,21603810,877510,romidepsin,40168385,S,"ATC - RxNorm,Inferred class of,Maps to",3
B02BX04,romiplostim,21601075,805452,romiplostim,19032407,S,"ATC - RxNorm,Inferred class of,Maps to",3
N04BC04,ropinirole,21604476,72302,ropinirole,713823,S,"ATC - RxNorm,Inferred class of,Maps to",3
N01BB09,ropivacaine,21604237,35780,ropivacaine,1136487,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01JA02,rose bengal sodium,21605109,1362690,rose bengal sodium,46274602,,ATC - RxNorm,1
S01JA02,rose bengal sodium,21605109,9471,Rose Bengal,19063871,S,Inferred class of,1
A10BG02,rosiglitazone,21600781,84108,rosiglitazone,1547504,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01MB01,rosoxacin,21603028,35797,rosoxacin,19036545,S,"ATC - RxNorm,Inferred class of,Maps to",3
C10AA07,rosuvastatin,21601862,301542,rosuvastatin,1510813,S,"ATC - RxNorm,Inferred class of,Maps to",3
J07BH01,"rota virus, live attenuated",21601356,805573,"Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain",19032599,S,Inferred class of,1
N04BC09,rotigotine,21604481,616739,Rotigotine,786426,S,"ATC - RxNorm,Inferred class of,Maps to",3
A02BA06,roxatidine,21600087,114817,roxatidine,19011685,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01FA06,roxithromycin,21602974,9478,Roxithromycin,19063874,S,"ATC - RxNorm,Inferred class of,Maps to",3
J07BJ01,"rubella, live attenuated",21601359,762817,Rubella Virus Vaccine Live (Wistar RA 27-3 Strain),523212,S,Inferred class of,1
J07BJ01,"rubella, live attenuated",21601359,9486,Rubella virus vaccine,19136026,S,"ATC - RxNorm,Maps to",2
N03AF03,rufinamide,21604419,69036,rufinamide,19006586,S,"ATC - RxNorm,Inferred class of,Maps to",3
C05CA01,rutoside,21601654,9500,Rutin,19063981,S,"ATC - RxNorm,Inferred class of,Maps to",3
L01XE18,ruxolitinib,40253400,1193326,ruxolitinib,40244464,S,"ATC - RxNorm,Inferred class of,Maps to",3
B03AB02,saccharated iron oxide,21601093,24909,"ferric oxide, saccharated",1395773,S,"ATC - RxNorm,Maps to",2
B03AB02,saccharated iron oxide,21601093,105669,Polysaccharide iron complex,1300751,S,Inferred class of,1
A07FA02,saccharomyces boulardii,21600670,602738,Saccharomyces boulardii lyo,982105,S,Inferred class of,1
A07FA02,saccharomyces boulardii,21600670,236782,Saccharomyces boulardii,991855,S,"ATC - RxNorm,Inferred class of,Maps to",3
A16AB06,sacrosidase,21600947,214817,Sacrosidase,951980,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03CC02,salbutamol,21603312,435,Albuterol,1154343,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03AC02,salbutamol,21603256,435,Albuterol,1154343,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03AC02,salbutamol,21603256,237159,Levalbuterol,1192218,S,Inferred class of,1
N02BA05,salicylamide,21604309,9518,salicylamide,1164108,S,"ATC - RxNorm,Inferred class of,Maps to",3
D01AE12,salicylic acid,21601951,9525,Salicylic Acid,964407,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01BC08,salicylic acid,21603646,9525,Salicylic Acid,964407,S,"ATC - RxNorm,Inferred class of,Maps to",3
R03AC12,salmeterol,21603266,36117,salmeterol,1137529,S,"ATC - RxNorm,Inferred class of,Maps to",3
N02BA06,salsalate,21604310,36108,Salsalate,1137460,S,"ATC - RxNorm,Inferred class of,Maps to",3
V10BX02,samarium (153Sm) lexidronam,21605583,177906,Samarium SM 153 lexidronam,19018483,S,"ATC - RxNorm,Maps to",2
V10BX02,samarium (153Sm) lexidronam,21605583,1910,calcium hydroxide,1337191,S,Inferred class of,1
A16AX07,sapropterin,21600958,753340,Sapropterin,19021959,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AE01,saquinavir,21603149,83395,Saquinavir,1746244,S,"ATC - RxNorm,Inferred class of,Maps to",3
L03AA09,sargramostim,21603853,69634,sargramostim,1308432,S,"ATC - RxNorm,Inferred class of,Maps to",3
A10BH03,saxagliptin,21600786,857974,saxagliptin,40166035,S,"ATC - RxNorm,Inferred class of,Maps to",3
A04AD01,scopolamine,21600499,9601,Scopolamine,965748,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05CM05,scopolamine,21604666,9601,Scopolamine,965748,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01FA02,scopolamine,21605061,9601,Scopolamine,965748,S,"ATC - RxNorm,Inferred class of,Maps to",3
P01AB07,secnidazole,21604863,36314,secnidazole,19037983,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05CA06,secobarbital,21604613,9624,Secobarbital,766067,S,"ATC - RxNorm,Inferred class of,Maps to",3
V04CK01,secretin,21605335,606396,Human Secretin,19084212,S,Inferred class of,1
V04CK01,secretin,21605335,9627,Secretin,19066188,S,"ATC - RxNorm,Inferred class of,Maps to",3
L04AC10,secukinumab,40253794,1599788,secukinumab,45892883,S,"ATC - RxNorm,Maps to",2
N04BD01,selegiline,21604483,9639,Selegiline,766209,S,"ATC - RxNorm,Inferred class of,Maps to",3
D11AC03,selenium compounds,21602329,36345,selenium sulfide,938061,S,Inferred class of,1
D01AE13,selenium sulfide,21601952,36345,selenium sulfide,938061,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AB06,senna glycosides,21600543,36387,"sennosides, USP",938268,S,"ATC - RxNorm,Inferred class of,Maps to",3
A06AB06,senna glycosides,21600543,237929,Senna Leaves,992409,S,Inferred class of,1
H01AC04,sermorelin,21602693,56188,Sermorelin,19077457,S,"ATC - RxNorm,Inferred class of,Maps to",3
V04CD03,sermorelin,21605310,56188,Sermorelin,19077457,S,"ATC - RxNorm,Inferred class of,Maps to",3
G01AF19,sertaconazole,45893524,36435,sertaconazole,939134,S,"ATC - RxNorm,Maps to",2
D01AC14,sertaconazole,21601933,36435,sertaconazole,939134,S,"ATC - RxNorm,Inferred class of,Maps to",3
N05AE03,sertindole,21604528,41996,sertindole,19050633,S,"ATC - RxNorm,Inferred class of,Maps to",3
N06AB06,sertraline,21604714,36437,Sertraline,739138,S,"ATC - RxNorm,Inferred class of,Maps to",3
V03AE02,sevelamer,21605265,214824,sevelamer,952004,S,"ATC - RxNorm,Inferred class of,Maps to",3
N01AB08,sevoflurane,21604193,36453,sevoflurane,19039298,S,"ATC - RxNorm,Inferred class of,Maps to",3
A08AA10,sibutramine,21600691,36514,sibutramine,739363,S,"ATC - RxNorm,Inferred class of,Maps to",3
G04BE03,sildenafil,21602648,136411,sildenafil,1316262,S,"ATC - RxNorm,Inferred class of,Maps to",3
A03AX13,silicones,21600187,9796,Simethicone,966991,S,Inferred class of,1
A03AX13,silicones,21600187,9778,Silicones,19066894,S,"ATC - RxNorm,Inferred class of,Maps to",3
G04CA04,silodosin,21602671,720825,silodosin,19012925,S,"ATC - RxNorm,Inferred class of,Maps to",3
L04AC11,siltuximab,45893188,1535218,siltuximab,44818461,S,"ATC - RxNorm,Maps to",2
D08AL01,silver nitrate,21602249,9789,Silver Nitrate,966913,S,"ATC - RxNorm,Inferred class of,Maps to",3
D06BA01,silver sulfadiazine,21602075,9793,silver sulfadiazine,966956,S,"ATC - RxNorm,Inferred class of,Maps to",3
A05BA03,silymarin,21600524,9794,Silymarin,19066992,S,"ATC - RxNorm,Inferred class of,Maps to",3
J05AE14,simeprevir,45893264,1482790,simeprevir,44785086,S,"ATC - RxNorm,Maps to",2
C10AA01,simvastatin,21601856,36567,Simvastatin,1539403,S,"ATC - RxNorm,Inferred class of,Maps to",3
V04CC03,sincalide,21605306,9800,Sincalide,19067803,S,"ATC - RxNorm,Inferred class of,Maps to",3
D06BB12,sinecatechins,40252395,753346,Sinecatechins,921956,S,"ATC - RxNorm,Inferred class of,Maps to",3
L03AX17,sipuleucel-T,40253756,997261,sipuleucel-T,40224095,S,"ATC - RxNorm,Inferred class of,Maps to",3
L04AA10,sirolimus,21603897,35302,Sirolimus,19034726,S,"ATC - RxNorm,Inferred class of,Maps to",3
J01GB08,sisomicin,21603001,9806,Sisomicin,19136044,S,"ATC - RxNorm,Inferred class of,Maps to",3
A10BH01,sitagliptin,21600784,593411,sitagliptin,1580747,S,"ATC - RxNorm,Inferred class of,Maps to",3
J06AA03,snake venom antiserum,21601250,89887,Latrodectus mactans antivenin,19059518,S,Inferred class of,1
J06AA03,snake venom antiserum,21601250,979384,North American coral snake antivenin,40187702,S,Inferred class of,1
R05CB07,sobrerol,21603386,36669,sobrerol,19039512,S,"ATC - RxNorm,Inferred class of,Maps to",3
B05XA08,sodium acetate,21601203,56443,Sodium Acetate,19077884,S,"ATC - RxNorm,Inferred class of,Maps to",3
J04AA02,sodium aminosalicylate,21603093,113374,aminosalicylate,19010337,S,Inferred class of,1
J04AA02,sodium aminosalicylate,21603093,7833,aminosalicylic acid,1726228,S,Inferred class of,1
J04AA02,sodium aminosalicylate,21603093,89753,Aminosalicylic sodium,19135821,,ATC - RxNorm,1
C05BA02,sodium apolate,21601637,52259,poly(sodium vinyl sulfonate),19113044,,ATC - RxNorm,1
M01CB01,sodium aurothiomalate,21604025,4981,Gold Sodium Thiomalate,19113006,,ATC - RxNorm,1
M01CB01,sodium aurothiomalate,21604025,42547,Aurothiomalate,1152134,S,Inferred class of,1
M01CB02,sodium aurotiosulfate,21604026,9876,Gold Sodium Thiosulfate,19136054,S,"ATC - RxNorm,Maps to",2
B05XA02,sodium bicarbonate,21601197,36676,Sodium Bicarbonate,939506,S,"ATC - RxNorm,Inferred class of,Maps to",3
B05CB04,sodium bicarbonate,21601183,36676,Sodium Bicarbonate,939506,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01AX07,sodium borate,21603601,36680,sodium borate,19100392,,ATC - RxNorm,1
V03AG01,sodium cellulose phosphate,21605280,342965,Cellulose sodium phosphate,19095075,,ATC - RxNorm,1
B05CB01,sodium chloride,21601180,9863,Sodium Chloride,967823,S,"ATC - RxNorm,Inferred class of,Maps to",3
A12CA01,sodium chloride,21600886,9863,Sodium Chloride,967823,S,"ATC - RxNorm,Inferred class of,Maps to",3
B05XA03,sodium chloride,21601198,9863,Sodium Chloride,967823,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01XA03,"sodium chloride, hypertonic",21605129,9528,"Saline Solution, Hypertonic",19136030,S,"ATC - RxNorm,Maps to",2
S01XA03,"sodium chloride, hypertonic",21605129,9863,Sodium Chloride,967823,S,Inferred class of,1
D03AX11,sodium chlorite,40252055,992920,Sodium chlorite,40180818,S,"ATC - RxNorm,Maps to",2
B05CB02,sodium citrate,21601181,56466,sodium citrate,977968,S,"ATC - RxNorm,Inferred class of,Maps to",3
S01XA05,sodium edetate,21605131,3539,"Edetic Acid, Disodium Salt",19098973,,ATC - RxNorm,1
B03AB03,sodium feredetate,21601094,105673,Sodium ironedetate,19001131,S,"ATC - RxNorm,Maps to",2
A01AA01,sodium fluoride,21600005,9873,Sodium Fluoride,19069022,S,"ATC - RxNorm,Inferred class of,Maps to",3
A12CD01,sodium fluoride,21600905,9873,Sodium Fluoride,19069022,S,"ATC - RxNorm,Inferred class of,Maps to",3
