vnr,Danish name,Active Substance,frequency,drugid,atccode,rxnorm_id,ingredient_concept_id,ingredient_concept_name
468029,TOVIAZ,Fesoterodinfumarat,33,28103924506,G04BD11,797195,19027958,fesoterodine
11215,Tadol,TRAMADOLHYDROCHLORID,222,28103297201,N02AX02,10689,1103314,Tramadol
11209,Tadol,TRAMADOLHYDROCHLORID,216,28103297201,N02AX02,10689,1103314,Tramadol
11261,Tadol,TRAMADOLHYDROCHLORID,79,28103297201,N02AX02,10689,1103314,Tramadol
73833,Tafil,ALPRAZOLAM,34,28101040380,N05BA12,596,781039,Alprazolam
134352,Taflotan,Tafluprost,90,28104323008,S01EE05,1244607,42709325,tafluprost
92676,Tagamet,,35,28100913476,,,,
184572,Tambocor,FLECAINIDACETAT,83,28101475191,C01BC04,4441,1354860,Flecainide
68445,Tambocor,FLECAINIDACETAT,157,28101139683,C01BC04,4441,1354860,Flecainide
412924,"Tamoxifen ""Mylan""",TAMOXIFEN,45,28101255986,L02BA01,10324,1436678,Tamoxifen
40423,Tamsin,,72,28103833405,,,,
37052,Tamsulogen,,26,28103802005,,,,
572617,"Tamsulosin ""Teva""",TAMSULOSINHYDROCHLORID,25,28103807705,G04CA02,77492,924566,tamsulosin
38325,"Tamsulosinhydrochlorid ""Actavis""",TAMSULOSINHYDROCHLORID,95,28103802605,G04CA02,77492,924566,tamsulosin
38370,"Tamsulosinhydrochlorid ""Actavis""",TAMSULOSINHYDROCHLORID,306,28103802605,G04CA02,77492,924566,tamsulosin
40996,Tamsunova,,41,28103802505,,,,
177022,Tarivid,,40,28101234385,,,,
412932,Tarivid,,28,28101234385,,,,
458331,Tedolan,,42,28101333188,,,,
455352,Tedolan,,51,28101309987,,,,
458323,Tedolan,,50,28101333188,,,,
455345,Tedolan,,39,28101309987,,,,
179754,Tegretol,,51,28101427791,,,,
119198,Tegretol,CARBAMAZEPIN,418,28101045080,N03AF01,2002,740275,Carbamazepine
152165,Tegretol,CARBAMAZEPIN,37,28100454364,N03AF01,2002,740275,Carbamazepine
157863,Tegretol,CARBAMAZEPIN,187,28100454364,N03AF01,2002,740275,Carbamazepine
158287,Tegretol,CARBAMAZEPIN,175,28100454364,N03AF01,2002,740275,Carbamazepine
40287,Tegretol,CARBAMAZEPIN,361,28100454364,N03AF01,2002,740275,Carbamazepine
75696,Tegretol Retard,,44,28104024506,,,,
180448,Tegretol Retard,,67,28101427991,,,,
384123,Tegretol Retard,,75,28101737594,,,,
180125,Tegretol Retard,,115,28101427891,,,,
168716,Tegretol Retard,CARBAMAZEPIN,92,28101257386,N03AF01,2002,740275,Carbamazepine
168740,Tegretol Retard,CARBAMAZEPIN,707,28101257386,N03AF01,2002,740275,Carbamazepine
168971,Tegretol Retard,CARBAMAZEPIN,190,28101257486,N03AF01,2002,740275,Carbamazepine
81752,Teldanex,,30,28101142883,,,,
431650,Teldanex,,30,28101142883,,,,
431288,Teldanex,,28,28101142883,,,,
488262,Teldanex,,28,28101345288,,,,
81760,Teldanex,,26,28101142883,,,,
100000,Telefonreceptgebyr,,33,,,,,
171000,Telfast,FEXOFENADINHYDROCHLORID,61,28101891697,R06AX26,87636,1153428,fexofenadine
33781,Telfast,FEXOFENADINHYDROCHLORID,34,28101891697,R06AX26,87636,1153428,fexofenadine
75069,Telfast,FEXOFENADINHYDROCHLORID,476,28101891797,R06AX26,87636,1153428,fexofenadine
86108,Telfast,FEXOFENADINHYDROCHLORID,116,28101891797,R06AX26,87636,1153428,fexofenadine
74922,Telfast,FEXOFENADINHYDROCHLORID,377,28101891697,R06AX26,87636,1153428,fexofenadine
85969,Telfast,FEXOFENADINHYDROCHLORID,41,28101891697,R06AX26,87636,1153428,fexofenadine
4955,Telfast,FEXOFENADINHYDROCHLORID,63,28101891697,R06AX26,87636,1153428,fexofenadine
4981,Telfast,FEXOFENADINHYDROCHLORID,174,28101891797,R06AX26,87636,1153428,fexofenadine
1628,Temgesic,BUPRENORPHINHYDROCHLORID,260,28101362889,N02AE01,1819,1133201,Buprenorphine
522441,Temgesic,BUPRENORPHINHYDROCHLORID,122,28101065881,N02AE01,1819,1133201,Buprenorphine
65466,Temgesic,BUPRENORPHINHYDROCHLORID,254,28101065881,N02AE01,1819,1133201,Buprenorphine
432930,Temgesic,BUPRENORPHINHYDROCHLORID,61,28103673404,N02AE01,1819,1133201,Buprenorphine
46292,Tenidon,"ATENOLOL, CHLORTALIDON",33,28101334988,C07CB03,,,
25848,Tenidon Mite,"ATENOLOL, CHLORTALIDON",35,28101335088,C07CB03,,,
514,Tenoretic,"ATENOLOL, CHLORTALIDON",65,28101027479,C07CB03,,,
118976,Tenoretic,"ATENOLOL, CHLORTALIDON",35,28101027479,C07CB03,,,
525,Tenoretic Mite,"ATENOLOL, CHLORTALIDON",54,28101195584,C07CB03,,,
64642,Tenoretic Mite,,46,28101413790,,,,
609,Tenormin,ATENOLOL,39,28100690976,C07AB03,1202,1314002,Atenolol
3137,Tenormin,ATENOLOL,84,28100691076,C07AB03,1202,1314002,Atenolol
675,Tenormin,ATENOLOL,80,28100690976,C07AB03,1202,1314002,Atenolol
459974,Tenormin,ATENOLOL,72,28101337988,C07AB03,1202,1314002,Atenolol
664,Tenormin,ATENOLOL,73,28101337988,C07AB03,1202,1314002,Atenolol
622,Tenormin,ATENOLOL,34,28100691076,C07AB03,1202,1314002,Atenolol
524744,Tenormin,ATENOLOL,100,28100690976,C07AB03,1202,1314002,Atenolol
3129,Tenormin,ATENOLOL,44,28100691076,C07AB03,1202,1314002,Atenolol
524736,Tenormin,ATENOLOL,75,28100690976,C07AB03,1202,1314002,Atenolol
388850,Terbasmin,,81,28101928797,,,,
17523,Terbasmin,,55,28103606303,,,,
194696,Terbasmin,,171,28103033898,,,,
388892,Terbasmin Turbuhaler,,419,28101502692,,,,
17387,Terbasmin Turbuhaler,,190,28103599503,,,,
6215,Terbasmin Turbuhaler,,251,28103205700,,,,
490466,Terbasmin Turbuhaler,TERBUTALINSULFAT,1359,28101879497,R03AC03,10368,1236744,Terbutaline
21198,"Terbinafin ""1A Farma""",,38,28103718404,,,,
21231,"Terbinafin ""1A Farma""",,36,28103718404,,,,
21263,"Terbinafin ""1A Farma""",,40,28103718404,,,,
23772,"Terbinafin ""Actavis""",TERBINAFINHYDROCHLORID,37,28103704104,D01BA02,37801,1741309,terbinafine
23723,"Terbinafin ""Actavis""",TERBINAFINHYDROCHLORID,68,28103704104,D01BA02,37801,1741309,terbinafine
23668,"Terbinafin ""Actavis""",TERBINAFINHYDROCHLORID,47,28103704104,D01BA02,37801,1741309,terbinafine
125973,"Terbinafin ""BMM Pharma""",TERBINAFINHYDROCHLORID,25,28104025506,D01BA02,37801,1741309,terbinafine
16842,"Terbinafin ""Hexal""",TERBINAFINHYDROCHLORID,60,28103718304,D01BA02,37801,1741309,terbinafine
21158,"Terbinafin ""Hexal""",TERBINAFINHYDROCHLORID,73,28103718304,D01BA02,37801,1741309,terbinafine
21110,"Terbinafin ""Hexal""",TERBINAFINHYDROCHLORID,38,28103718304,D01BA02,37801,1741309,terbinafine
24128,"Terbinafin ""Orifarm""",TERBINAFINHYDROCHLORID,44,28103748004,D01BA02,37801,1741309,terbinafine
99260,"Terbinafin ""Orifarm""",TERBINAFINHYDROCHLORID,33,28103748004,D01BA02,37801,1741309,terbinafine
99271,"Terbinafin ""Orifarm""",TERBINAFINHYDROCHLORID,72,28103748004,D01BA02,37801,1741309,terbinafine
2393,"Terbutalin ""Cross Pharma""",,29,28103030198,,,,
58843,"Terbutalinsulfat ""Paranova""",TERBUTALINSULFAT,61,28104612809,R03AC03,10368,1236744,Terbutaline
449934,Terfluzin,,39,28100342960,,,,
38498,Tertensif Retard,,43,28103884906,,,,
12953,Testogel,TESTOSTERON,44,28103356502,G03BA03,10379,1636780,Testosterone
157644,Testoviron-depot,,27,28100995055,,,,
156992,Tetralysal,Lymecyclin,51,28100552969,J01AA04,6513,19092353,Lymecycline
149294,Tetralysal,Lymecyclin,25,28100552969,J01AA04,6513,19092353,Lymecycline
1213,Teveten,,74,28103106799,,,,
1324,Teveten,,33,28103106799,,,,
5837,Teveten Comp,,55,28103611203,,,,
5771,Teveten Comp,,49,28103611203,,,,
56481,Theo-dur,THEOPHYLLIN,137,28101004578,R03DA04,10438,1237049,Theophylline
186742,Theo-dur,THEOPHYLLIN,450,28101004578,R03DA04,10438,1237049,Theophylline
55889,Theo-dur,THEOPHYLLIN,110,28101004478,R03DA04,10438,1237049,Theophylline
184309,Theo-dur,THEOPHYLLIN,204,28101004478,R03DA04,10438,1237049,Theophylline
45015,"Thiamazol ""1A Farma""",,148,28103550203,,,,
78013,"Thiamazol ""2care4""",THIAMAZOL,130,28104580109,H03BB02,6835,1504620,Methimazole
521561,"Thiamazol ""Copyfarm""",THIAMAZOL,29,28105198612,H03BB02,6835,1504620,Methimazole
595985,"Thiamazol ""EuroPharma""",THIAMAZOL,38,28105149812,H03BB02,6835,1504620,Methimazole
57215,Thycapzol,THIAMAZOL,742,28103550303,H03BB02,6835,1504620,Methimazole
156810,Thycapzol,,1044,28100106255,,,,
4813,"Tiamazol ""1A Farma""",,104,28103208600,,,,
66639,Tilade,,25,28101242285,,,,
490029,Tilavist,NATRIUMNEDOKROMIL,272,28101575293,S01GX04,31563,1114620,Nedocromil
588152,Tilavist,NATRIUMNEDOKROMIL,31,28101575293,S01GX04,31563,1114620,Nedocromil
36145,Tilcotil,TENOXICAM,140,28101250185,M01AC02,37790,19041220,tenoxicam
385187,Tilcotil,,27,28101738994,,,,
173641,Tilcotil,TENOXICAM,86,28101250185,M01AC02,37790,19041220,tenoxicam
173658,Tilcotil,TENOXICAM,99,28101250185,M01AC02,37790,19041220,tenoxicam
397380,Tilker,,109,28101417590,,,,
567693,Timacar,,124,28100628473,,,,
135244,Timacar,,135,28100962977,,,,
581850,Timacar Depot,TIMOLOLMALEAT,297,28101534592,S01ED01,10600,902427,Timolol
121046,Timacar Depot,TIMOLOLMALEAT,329,28101534592,S01ED01,10600,902427,Timolol
177337,Timacar Ukonserveret,,110,28101234785,,,,
474064,"Timolol ""Alcon""",,46,28101872797,,,,
7290,Timosan Depot,TIMOLOLMALEAT,67,28103134600,S01ED01,10600,902427,Timolol
2830,Timosan Depot,TIMOLOLMALEAT,519,28103134600,S01ED01,10600,902427,Timolol
448761,Timpilo,,68,28101298587,,,,
448779,Timpilo Forte,,85,28101298687,,,,
427328,Timpilo Forte,,34,28101810996,,,,
121118,"Tizanidin ""Teva""",TIZANIDINHYDROCHLORID,31,28104132007,M03BX02,57258,778474,tizanidine
79768,Tobradex,,51,28104572009,,,,
162541,Tobradex,"DEXAMETHASON, TOBRAMYCIN",198,28104382908,S01CA01,,,
588644,Tobradex,"DEXAMETHASON, TOBRAMYCIN",37,28105160212,S01CA01,,,
93521,Tobradex,"DEXAMETHASON, TOBRAMYCIN",307,28104636310,S01CA01,,,
33251,Tobradex,"DEXAMETHASON, TOBRAMYCIN",406,28103794805,S01CA01,,,
43448,Todolac,ETODOLAC,302,28101744995,M01AB08,24605,1195492,Etodolac
42952,Todolac,ETODOLAC,826,28101745095,M01AB08,24605,1195492,Etodolac
14595,Todolac,ETODOLAC,129,28101745095,M01AB08,24605,1195492,Etodolac
43703,Todolac,ETODOLAC,663,28101744995,M01AB08,24605,1195492,Etodolac
42572,Todolac,ETODOLAC,613,28101745095,M01AB08,24605,1195492,Etodolac
14584,Todolac,ETODOLAC,98,28101744995,M01AB08,24605,1195492,Etodolac
517953,"Tolbutamid ""DAK""",,172,28100754976,,,,
517938,"Tolbutamid ""DAK""",,193,28100754976,,,,
578799,Tolmin,MIANSERINHYDROCHLORID,165,28101468191,N06AX03,6929,19007737,Mianserin
578823,Tolmin,MIANSERINHYDROCHLORID,273,28101468291,N06AX03,6929,19007737,Mianserin
578815,Tolmin,MIANSERINHYDROCHLORID,301,28101468291,N06AX03,6929,19007737,Mianserin
578807,Tolmin,MIANSERINHYDROCHLORID,413,28101468191,N06AX03,6929,19007737,Mianserin
420868,"Tolterodin ""Pfizer""",TOLTERODINTARTRAT,34,28104810710,G04BD07,119565,913782,tolterodine
384019,"Tolterodin ""Pfizer""",TOLTERODINTARTRAT,25,28104810710,G04BD07,119565,913782,tolterodine
406204,"Tolterodintartrat ""Actavis""",TOLTERODINTARTRAT,71,28104892211,G04BD07,119565,913782,tolterodine
530972,Tolvon,,80,28101029779,,,,
185249,Tolvon,,32,28101029779,,,,
478727,Tolvon,,119,28100673275,,,,
35170,Topimax,TOPIRAMAT,93,28101726894,N03AX11,38404,742267,topiramate
35154,Topimax,TOPIRAMAT,93,28101726794,N03AX11,38404,742267,topiramate
25496,Torvast,,119,28103803905,,,,
399510,Tradolan,TRAMADOLHYDROCHLORID,238,28101823396,N02AX02,10689,1103314,Tramadol
522771,Tradolan,TRAMADOLHYDROCHLORID,500,28101823396,N02AX02,10689,1103314,Tramadol
481534,Tradolan,TRAMADOLHYDROCHLORID,184,28101823396,N02AX02,10689,1103314,Tramadol
522730,Tradolan,TRAMADOLHYDROCHLORID,757,28101823396,N02AX02,10689,1103314,Tramadol
7362,Tradolan Retard,TRAMADOLHYDROCHLORID,36,28103251801,N02AX02,10689,1103314,Tramadol
509868,Tradolan Retard,TRAMADOLHYDROCHLORID,106,28103251601,N02AX02,10689,1103314,Tramadol
148575,Tradolan Retard,TRAMADOLHYDROCHLORID,30,28103251601,N02AX02,10689,1103314,Tramadol
7264,Tradolan Retard,TRAMADOLHYDROCHLORID,55,28103251601,N02AX02,10689,1103314,Tramadol
7298,Tradolan Retard,TRAMADOLHYDROCHLORID,193,28103251601,N02AX02,10689,1103314,Tramadol
5577,"Tramadol ""1A Farma""",,195,28103181200,,,,
94314,"Tramadol ""Actavis""",TRAMADOLHYDROCHLORID,225,28103182900,N02AX02,10689,1103314,Tramadol
94332,"Tramadol ""Actavis""",TRAMADOLHYDROCHLORID,546,28103182900,N02AX02,10689,1103314,Tramadol
15597,"Tramadol ""Actavis""",,42,28103311401,,,,
94323,"Tramadol ""Actavis""",TRAMADOLHYDROCHLORID,173,28103182900,N02AX02,10689,1103314,Tramadol
91842,"Tramadol Retard ""Actavis""",TRAMADOLHYDROCHLORID,156,28104015206,N02AX02,10689,1103314,Tramadol
91878,"Tramadol Retard ""Actavis""",TRAMADOLHYDROCHLORID,31,28104015406,N02AX02,10689,1103314,Tramadol
22110,"Tramadol Retard ""Hexal""",TRAMADOLHYDROCHLORID,249,28103683704,N02AX02,10689,1103314,Tramadol
22051,"Tramadol Retard ""Hexal""",TRAMADOLHYDROCHLORID,78,28103683704,N02AX02,10689,1103314,Tramadol
22018,"Tramadol Retard ""Hexal""",TRAMADOLHYDROCHLORID,47,28103683804,N02AX02,10689,1103314,Tramadol
496554,Trandate,LABETALOLHYDROCHLORID,67,28100699976,C07AG01,6185,1386957,Labetalol
124675,"Trandolapril ""Actavis""",TRANDOLAPRIL,228,28104046506,C09AA10,38454,1342439,trandolapril
124653,"Trandolapril ""Actavis""",TRANDOLAPRIL,46,28104046306,C09AA10,38454,1342439,trandolapril
75751,"Trandolapril ""Arrow""",,45,28103961806,,,,
552951,"Trandolapril ""Aurobindo""",TRANDOLAPRIL,29,28104400208,C09AA10,38454,1342439,trandolapril
77397,"Trandolapril ""Orifarm""",TRANDOLAPRIL,89,28103970706,C09AA10,38454,1342439,trandolapril
148122,Trasicor,,29,28100638673,,,,
85013,Travatan,Travoprost,48,28103206800,S01EE04,283809,904501,travoprost
7952,Travatan,Travoprost,145,28103206800,S01EE04,283809,904501,travoprost
7920,Travatan,Travoprost,121,28103206800,S01EE04,283809,904501,travoprost
59904,Travatan,Travoprost,38,28103206800,S01EE04,283809,904501,travoprost
85002,Travatan,Travoprost,28,28103206800,S01EE04,283809,904501,travoprost
128850,Trental,,82,28101133383,,,,
1512,Trental,PENTOXIFYLLIN,26,28103168300,C04AD03,8013,1331247,Pentoxifylline
569509,Trevina,"ESTRADIOLVALERAT, MEDROXYPROGESTERONACE",143,28101477691,G03FB06,,,
405316,Triatec,,26,28101792895,,,,
116749,Triatec,RAMIPRIL,416,28101440191,C09AA05,35296,1334456,Ramipril
116384,Triatec,RAMIPRIL,59,28101439991,C09AA05,35296,1334456,Ramipril
116434,Triatec,RAMIPRIL,95,28101440091,C09AA05,35296,1334456,Ramipril
427534,Triatec,,109,28101814096,,,,
427526,Triatec,,53,28101814196,,,,
143057,Triatec,,25,28101772995,,,,
427484,Triatec,,45,28101814096,,,,
116509,Triatec,RAMIPRIL,319,28101440091,C09AA05,35296,1334456,Ramipril
115998,Triatec,RAMIPRIL,53,28101439991,C09AA05,35296,1334456,Ramipril
116731,Triatec,RAMIPRIL,101,28101440191,C09AA05,35296,1334456,Ramipril
427542,Triatec,,55,28101814196,,,,
96958,Triatec,,99,28103028898,,,,
593855,Triatec Comp.,,27,28101464191,,,,
593871,Triatec Comp.,,49,28101464191,,,,
137455,Trilafon,,73,28100225056,,,,
137364,Trilafon,,310,28100948956,,,,
568519,Trilafon,,123,28100949056,,,,
385278,Trilafon,,33,28101740394,,,,
385260,Trilafon,,70,28101740294,,,,
180695,Trilafon,,206,28101428291,,,,
181099,Trilafon,,126,28101428391,,,,
562736,Trilafon,,32,28101523692,,,,
79269,Trilafon Dekanoat,PERPHENAZINDECANOAT,61,28101125283,N05AB03,8076,733008,Perphenazine
479725,Trileptal,,26,28101353789,,,,
556936,Trileptal,OXCARBAZEPIN,96,28103041498,N03AF02,32624,718122,oxcarbazepine
479741,Trileptal,,85,28101353789,,,,
93588,Trileptal,OXCARBAZEPIN,35,28104640510,N03AF02,32624,718122,oxcarbazepine
556951,Trileptal,OXCARBAZEPIN,31,28103041598,N03AF02,32624,718122,oxcarbazepine
479766,Trileptal,,76,28101353889,,,,
479758,Trileptal,,42,28101353889,,,,
4823,"Trimethoprim ""1A Farma""",,30,28103208400,,,,
5266,"Trimethoprim ""1A Farma""",,48,28103208400,,,,
493775,Trimonil Retard,CARBAMAZEPIN,500,28103090599,N03AF01,2002,740275,Carbamazepine
493908,Trimonil Retard,CARBAMAZEPIN,148,28103090699,N03AF01,2002,740275,Carbamazepine
493403,Trimonil Retard,CARBAMAZEPIN,44,28103090599,N03AF01,2002,740275,Carbamazepine
91553,Trimonil Retard,CARBAMAZEPIN,88,28101199484,N03AF01,2002,740275,Carbamazepine
580100,Trimopan,TRIMETHOPRIM,660,28100920477,J01EA01,10829,1705674,Trimethoprim
580092,Trimopan,TRIMETHOPRIM,393,28100920477,J01EA01,10829,1705674,Trimethoprim
468546,Trimopan,TRIMETHOPRIM,39,28101022079,J01EA01,10829,1705674,Trimethoprim
511303,Trisekvens,"ESTRADIOLHEMIHYDRAT, NORETHISTERONACETA",822,28100669975,G03FB05,,,
511329,Trisekvens Forte,,120,28100670075,,,,
100586,Trisequens,"ESTRADIOLHEMIHYDRAT, NORETHISTERONACETA",27,28103134499,G03FB05,,,
14540,Trisequens,,106,28101894497,,,,
47910,Trisequens,,36,28101894497,,,,
16526,Trisequens,"ESTRADIOLHEMIHYDRAT, NORETHISTERONACETA",95,28103134499,G03FB05,,,
115642,Trusopt,DORZOLAMIDHYDROCHLORID,814,28101591094,S01EC03,60207,981709,dorzolamide
181883,Truxal,,36,28101428591,,,,
155432,Truxal,CHLORPROTHIXENHYDROCHLORID,990,28103114899,N05AF03,2406,19095002,Chlorprothixene
155390,Truxal,CHLORPROTHIXENHYDROCHLORID,259,28103115099,N05AF03,2406,19095002,Chlorprothixene
155408,Truxal,CHLORPROTHIXENHYDROCHLORID,34,28103115099,N05AF03,2406,19095002,Chlorprothixene
155465,Truxal,,150,28103114799,,,,
149815,Truxal,CHLORPROTHIXENHYDROCHLORID,981,28103114999,N05AF03,2406,19095002,Chlorprothixene
413088,Tryptizol,,31,28101013460,,,,
100030,Udbringningsgebyr,,172,,,,,
100015,Udligning af for meget eller for lidt udbetalt tilskud (CTR),,134,,,,,
485006,Ultracortenol,PREDNISOLONPIVALAT,60,28100230857,S01BA04,8638,1550557,prednisolone
440123,Ultracortenol,,238,28100610072,,,,
143412,Ultracortenol,PREDNISOLONPIVALAT,278,28100230857,S01BA04,8638,1550557,prednisolone
1321,Uniderm,,51,28101024979,,,,
167577,Uniloc,ATENOLOL,261,28101288386,C07AB03,1202,1314002,Atenolol
167734,Uniloc,ATENOLOL,63,28101288486,C07AB03,1202,1314002,Atenolol
5793,Uniloc,ATENOLOL,70,28101397890,C07AB03,1202,1314002,Atenolol
456871,Uno-lin,,61,28101331588,,,,
456939,Uno-lin,,76,28101331688,,,,
156220,Uraplex,TROSPIUMCHLORID,37,28104344608,G04BD09,236778,991825,Trospium
567834,Urispadol,FLAVOXATHYDROCHLORID,95,28100602871,G04BD02,4440,954853,Flavoxate
13889,Vagifem,,86,28103450202,,,,
382333,Vagifem,ESTRADIOLHEMIHYDRAT,277,28103791605,G03CA03,4083,1548195,Estradiol
498485,Vagifem,ESTRADIOL,795,28101886997,G03CA03,4083,1548195,Estradiol
92655,Vagifem,ESTRADIOLHEMIHYDRAT,487,28104427908,G03CA03,4083,1548195,Estradiol
415679,Vagifem,ESTRADIOLHEMIHYDRAT,3007,28101304887,G03CA03,4083,1548195,Estradiol
156154,Vagifem,,58,28104346408,,,,
515314,Valdoxan,Agomelatin,48,28104219507,N06AX22,,,
29078,Valdoxan,Agomelatin,154,28104219507,N06AX22,,,
29100,Valdoxan,Agomelatin,51,28104219507,N06AX22,,,
7029,Vandral Retard,,79,28103183700,,,,
410323,"Venlafaxin ""2care4""",VENLAFAXINHYDROCHLORID,27,28105216413,N06AX16,39786,743670,venlafaxine
405711,"Venlafaxin ""2care4""",VENLAFAXINHYDROCHLORID,33,28105216313,N06AX16,39786,743670,venlafaxine
154750,"Venlafaxin ""Actavis""",VENLAFAXINHYDROCHLORID,34,28104272108,N06AX16,39786,743670,venlafaxine
154739,"Venlafaxin ""Actavis""",VENLAFAXINHYDROCHLORID,76,28104272008,N06AX16,39786,743670,venlafaxine
154761,"Venlafaxin ""Actavis""",VENLAFAXINHYDROCHLORID,59,28104272108,N06AX16,39786,743670,venlafaxine
154728,"Venlafaxin ""Actavis""",VENLAFAXINHYDROCHLORID,81,28104272008,N06AX16,39786,743670,venlafaxine
63181,"Venlafaxin ""Bluefish""",VENLAFAXINHYDROCHLORID,55,28104305608,N06AX16,39786,743670,venlafaxine
134085,"Venlafaxin ""Bluefish""",VENLAFAXINHYDROCHLORID,80,28104305708,N06AX16,39786,743670,venlafaxine
63192,"Venlafaxin ""Bluefish""",VENLAFAXINHYDROCHLORID,29,28104305708,N06AX16,39786,743670,venlafaxine
134019,"Venlafaxin ""Bluefish""",VENLAFAXINHYDROCHLORID,179,28104305608,N06AX16,39786,743670,venlafaxine
499204,"Venlafaxin ""Hexal""",VENLAFAXINHYDROCHLORID,26,28104272608,N06AX16,39786,743670,venlafaxine
584791,"Venlafaxin ""Hexal""",VENLAFAXINHYDROCHLORID,28,28104272508,N06AX16,39786,743670,venlafaxine
152517,"Venlafaxin ""Hexal""",VENLAFAXINHYDROCHLORID,80,28104272708,N06AX16,39786,743670,venlafaxine
77455,"Venlafaxin ""Hexal""",VENLAFAXINHYDROCHLORID,172,28104272608,N06AX16,39786,743670,venlafaxine
91015,"Venlafaxin ""Krka""",VENLAFAXINHYDROCHLORID,115,28103904106,N06AX16,39786,743670,venlafaxine
90997,"Venlafaxin ""Krka""",VENLAFAXINHYDROCHLORID,95,28103904306,N06AX16,39786,743670,venlafaxine
164661,"Venlafaxin ""Krka""",VENLAFAXINHYDROCHLORID,36,28103904106,N06AX16,39786,743670,venlafaxine
91043,"Venlafaxin ""Krka""",VENLAFAXINHYDROCHLORID,373,28103904206,N06AX16,39786,743670,venlafaxine
91034,"Venlafaxin ""Krka""",VENLAFAXINHYDROCHLORID,114,28103904206,N06AX16,39786,743670,venlafaxine
91006,"Venlafaxin ""Krka""",VENLAFAXINHYDROCHLORID,536,28103904306,N06AX16,39786,743670,venlafaxine
142986,"Venlafaxin ""Orifarm""",,109,28104135407,,,,
143009,"Venlafaxin ""Orifarm""",,62,28104135507,,,,
142975,"Venlafaxin ""Orifarm""",,37,28104135407,,,,
66196,"Venlafaxin ""Sandoz""",,50,28104191407,,,,
66150,"Venlafaxin ""Sandoz""",,36,28104191307,,,,
27942,"Venlafaxin ""Sandoz""",,63,28104191307,,,,
66187,"Venlafaxin ""Sandoz""",,99,28104191407,,,,
137451,"Venlafaxin ""Stada""",VENLAFAXINHYDROCHLORID,62,28104272308,N06AX16,39786,743670,venlafaxine
137473,"Venlafaxin ""Stada""",VENLAFAXINHYDROCHLORID,75,28104272408,N06AX16,39786,743670,venlafaxine
167282,Ventolin,SALBUTAMOLSULFAT,117,28104962011,R03AC02,237159,1192218,Levalbuterol
115206,Ventolin,,35,28105205513,,,,
88189,Ventolin,SALBUTAMOLSULFAT,48,28105168612,R03AC02,435,1154343,Albuterol
167282,Ventolin,SALBUTAMOLSULFAT,117,28104962011,R03AC02,435,1154343,Albuterol
88189,Ventolin,SALBUTAMOLSULFAT,48,28105168612,R03AC02,237159,1192218,Levalbuterol
536896,Ventoline,SALBUTAMOLSULFAT,220,28101066381,R03AC02,237159,1192218,Levalbuterol
507962,Ventoline,SALBUTAMOLSULFAT,199,28100615372,R03CC02,435,1154343,Albuterol
586065,Ventoline,SALBUTAMOLSULFAT,324,28100657975,R03CC02,435,1154343,Albuterol
536896,Ventoline,SALBUTAMOLSULFAT,220,28101066381,R03AC02,435,1154343,Albuterol
149203,Ventoline,SALBUTAMOLSULFAT,4367,28100559669,R03AC02,237159,1192218,Levalbuterol
149203,Ventoline,SALBUTAMOLSULFAT,4367,28100559669,R03AC02,435,1154343,Albuterol
184267,Ventoline,,94,28101428791,,,,
59378,Ventoline,SALBUTAMOLSULFAT,49,28100600571,R03AC02,435,1154343,Albuterol
59378,Ventoline,SALBUTAMOLSULFAT,49,28100600571,R03AC02,237159,1192218,Levalbuterol
85407,Ventoline,SALBUTAMOLSULFAT,89,28101066381,R03AC02,237159,1192218,Levalbuterol
85407,Ventoline,SALBUTAMOLSULFAT,89,28101066381,R03AC02,435,1154343,Albuterol
10926,Ventoline,,71,28101277486,,,,
124347,Ventoline,SALBUTAMOLSULFAT,3328,28101785695,R03AC02,435,1154343,Albuterol
575191,Ventoline,,147,28100590471,,,,
124347,Ventoline,SALBUTAMOLSULFAT,3328,28101785695,R03AC02,237159,1192218,Levalbuterol
415885,Ventoline,SALBUTAMOLSULFAT,141,28100615372,R03CC02,435,1154343,Albuterol
10983,Ventoline,,104,28101277486,,,,
512855,"Vepicombin ""DAK""",,1534,28101375989,,,,
518340,"Vepicombin ""DAK""",,27,28100756676,,,,
108514,"Vepicombin ""DAK""",,72,28101375989,,,,
108522,"Vepicombin ""DAK""",,95,28101375989,,,,
108571,"Vepicombin ""DAK""",,61,28100756476,,,,
40972,"Vepicombin ""DAK""",,43,28101035479,,,,
23879,"Vepicombin ""DAK""",,39,28101035479,,,,
512012,"Vepicombin ""DAK""",,50,28100756376,,,,
512467,"Vepicombin ""DAK""",,105,28100756476,,,,
512491,"Vepicombin ""DAK""",,187,28101375989,,,,
512863,"Vepicombin ""DAK""",,622,28101375989,,,,
11198,Vepicombin Novum,Phenoxymethylpenicillinkalium,111,28103217200,J01CE02,7984,1729720,Penicillin V
11222,Vepicombin Novum,Phenoxymethylpenicillinkalium,117,28103217000,J01CE02,7984,1729720,Penicillin V
11187,Vepicombin Novum,Phenoxymethylpenicillinkalium,27,28103217100,J01CE02,7984,1729720,Penicillin V
11018,Vepicombin Novum,Phenoxymethylpenicillinkalium,1529,28103217100,J01CE02,7984,1729720,Penicillin V
