vnr,drug_concept_id,concept_class_id,pname,frequency,strnum,strunut,dosf_lt,concept_name,note
118616,19121303,Clinical Drug,Nevanac,29,1,MGM,"øjendråber, suspension",nepafenac 1 MG/ML Ophthalmic Suspension,""
132507,916006,Clinical Drug,Vesicare,28,5,MG,filmovertrukne tabletter,solifenacin succinate 5 MG Oral Tablet,""
431288,1150837,Clinical Drug,Teldanex,28,60,MG,tabletter,Terfenadine 60 MG Oral Tablet,""
434643,929889,Clinical Drug,Zolt,28,30,MG,"enterokapsler, hårde",lansoprazole 30 MG Delayed Release Oral Capsule,""
90100,,Not Mapped*,Sparkal Mite,28,,,tabletter,,C03EA01
493353,19019072,Clinical Drug,"Ibuprofen ""Actavis""",28,400,MG,filmovertrukne tabletter,Ibuprofen 400 MG Oral Tablet,""
81627,1140650,Clinical Drug,"Sumatriptan ""Actavis""",28,50,MG,overtrukne tabletter,Sumatriptan 50 MG Oral Tablet,""
6031,40163326,Clinical Drug,Inderal Retard,28,160,MG,"depotkapsler, hårde",Propranolol Hydrochloride 160 MG Extended Release Oral Capsule,""
186783,19077241,Clinical Drug,Pepcidin,28,20,MG,tabletter,Famotidine 20 MG Oral Tablet,""
513195,1539411,Clinical Drug,"Simvastatin ""Bluefish""",28,20,MG,filmovertrukne tabletter,Simvastatin 20 MG Oral Tablet,""
80861,,Not Mapped*,Novaluzid,28,,,oral suspension,,A02AD01
131938,,Not Mapped*,Brentacort,28,,,creme,,D01AC20
15898,1334492,Clinical Drug,"Ramipril ""1A Farma""",28,5,MG,tabletter,Ramipril 5 MG Oral Tablet,""
438374,40166362,Clinical Drug,"Metadon ""DAK""",28,5,MG,tabletter,Methadone Hydrochloride 5 MG Oral Tablet,""
130849,19019484,Clinical Drug,Oxapax,28,15,MG,tabletter,Oxazepam 15 MG Oral Tablet,""
45376,40185276,Clinical Drug,Ancozan,28,100,MG,filmovertrukne tabletter,Losartan Potassium 100 MG Oral Tablet,""
439018,19023636,Clinical Drug,Ciprex,28,20,MG,tabletter,Citalopram 20 MG Oral Tablet,""
45427,718128,Clinical Drug,Apydan,28,300,MG,tabletter,oxcarbazepine 300 MG Oral Tablet,""
130563,40167216,Clinical Drug,Metoratio,28,50,MG,depottabletter,metoprolol succinate 50 MG Extended Release Oral Tablet,""
87388,,Not Mapped*,Coversyl Comp Novum,28,,,filmovertrukne tabletter,,C09BA04
45478,40164024,Clinical Drug,"Alfuzosin ""Winthrop""",28,10,MG,depottabletter,Alfuzosin hydrochloride 10 MG Extended Release Oral Tablet,""
586826,19062730,Clinical Drug,Brufen Retard,28,800,MG,depottabletter,Ibuprofen 800 MG Extended Release Oral Tablet,""
501460,40075734,Clinical Drug Form,Kaliumklorid Duretter,28,1,G,depottabletter,Potassium Chloride Extended Release Oral Tablet,""
10007,19023636,Clinical Drug,Citadur,28,20,MG,filmovertrukne tabletter,Citalopram 20 MG Oral Tablet,""
10766,904457,Clinical Drug,Nexium,28,20,MG,enterotabletter,Esomeprazole 20 MG Delayed Release Oral Tablet,""
445481,,Not Mapped*,Viscotears,28,2,MGG,øjengel,,S01XA20
445700,19080097,Clinical Drug,Oruvail,28,200,MG,depotkapsler,Ketoprofen 200 MG Extended Release Oral Capsule,""
501460,40011851,Clinical Drug Form,Kaliumklorid Duretter,28,1,G,depottabletter,Bendroflumethiazide / Potassium Chloride Extended Release Oral Tablet,""
539817,40026847,Clinical Drug Form,Profasi,28,5000,IU,"pulver og solvens til injektionsvæske, opløsning",Chorionic Gonadotropin Injectable Solution,""
17619,19079498,Clinical Drug,Viagra,28,50,MG,filmovertrukne tabletter,sildenafil 50 MG Oral Tablet,""
121798,978557,Clinical Drug,Fludex,28,2.5,MG,tabletter,Indapamide 2.5 MG Oral Tablet,""
501460,40020345,Clinical Drug Form,Kaliumklorid Duretter,28,1,G,depottabletter,Bumetanide / Potassium Chloride Extended Release Oral Tablet,""
25495,40019974,Clinical Drug Form,Oxis Turbuhaler,28,9,RGD,inhalationspulver,Budesonide / formoterol Inhalant Powder,""
7659,1539463,Clinical Drug,"Simvastatin ""Alpharma""",28,10,MG,filmovertrukne tabletter,Simvastatin 10 MG Oral Tablet,""
25495,40124439,Clinical Drug Form,Oxis Turbuhaler,28,9,RGD,inhalationspulver,formoterol Inhalant Powder,""
121039,929889,Clinical Drug,"Lansoprazol ""Teva""",28,30,MG,"enterokapsler, hårde",lansoprazole 30 MG Delayed Release Oral Capsule,""
77196,19075394,Clinical Drug,"Citalopram ""1A Farma""",28,40,MG,filmovertrukne tabletter,Citalopram 40 MG Oral Tablet,""
542991,785815,Clinical Drug,"Olanzapin ""Teva""",28,20,MG,filmovertrukne tabletter,olanzapine 20 MG Oral Tablet,""
85002,40099457,Clinical Drug Form,Travatan,28,40,RGM,"øjendråber, opløsning",travoprost Ophthalmic Solution,""
501460,40039677,Clinical Drug Form,Kaliumklorid Duretter,28,1,G,depottabletter,Furosemide / Potassium Chloride Extended Release Oral Tablet,""
529172,40086856,Clinical Drug Form,Delepsine,28,300,MG,enterotabletter,Valproic Acid Enteric Coated Tablet,""
8176,40019139,Clinical Drug Form,Diprosalic,28,,,salve,Betamethasone Topical Ointment,""
8176,40018146,Clinical Drug Form,Diprosalic,28,,,salve,Betamethasone / Gentamicin Sulfate (USP) Topical Ointment,""
372151,,Not Mapped*,Madopar Quick 125,28,,,dispergible tabletter,,N04BA02
51232,1351583,Clinical Drug,Amias,28,16,MG,tabletter,candesartan cilexetil 16 MG Oral Tablet,""
158185,766931,Clinical Drug,Seroquel Prolong,28,150,MG,depottabletter,quetiapine 150 MG Extended Release Oral Tablet,""
8176,40018164,Clinical Drug Form,Diprosalic,28,,,salve,Betamethasone / calcipotriene Topical Ointment,""
8176,40018158,Clinical Drug Form,Diprosalic,28,,,salve,Betamethasone / Salicylic Acid Topical Ointment,""
8176,40018130,Clinical Drug Form,Diprosalic,28,,,salve,Betamethasone / Clioquinol Topical Ointment,""
453027,19019273,Clinical Drug,Daprox,28,500,MG,tabletter,Naproxen 500 MG Oral Tablet,""
190702,1178758,Clinical Drug Comp,Confortid,28,100,MG,suppositorier,Indomethacin 100 MG,""
194672,904458,Clinical Drug,"Esomeprazol ""Actavis""",28,40,MG,enterotabletter,Esomeprazole 40 MG Delayed Release Oral Tablet,""
503862,920458,Ingredient,Celestonvalerat,28,0.1,PC,kutanemulsion,Betamethasone,""
504902,19030356,Clinical Drug,Lexotan,28,6,MG,tabletter,Bromazepam 6 MG Oral Tablet,""
453503,1334492,Clinical Drug,"Ramipril ""Teva""",28,5,MG,tabletter,Ramipril 5 MG Oral Tablet,""
530608,766819,Clinical Drug,"Quetiapin ""Accord""",28,100,MG,filmovertrukne tabletter,quetiapine 100 MG Oral Tablet,""
488262,19022345,Clinical Drug,Teldanex,28,120,MG,tabletter,Terfenadine 120 MG Oral Tablet,""
17354,1332419,Clinical Drug,Amlokamman,28,5,MG,tabletter,Amlodipine 5 MG Oral Tablet,""
8176,40018135,Clinical Drug Form,Diprosalic,28,,,salve,Betamethasone / Clotrimazole Topical Ointment,""
72630,916006,Clinical Drug,Vesicare,28,5,MG,filmovertrukne tabletter,solifenacin succinate 5 MG Oral Tablet,""
148528,19074673,Clinical Drug,Capoten,28,50,MG,tabletter,Captopril 50 MG Oral Tablet,""
95410,40006791,Clinical Drug Form,Buventol Easyhaler,28,200,RGD,inhalationspulver,Albuterol / Beclomethasone Inhalant Powder,""
38243,797433,Clinical Drug Comp,Gebipeneurin,28,400,MG,"kapsler, hårde",gabapentin 400 MG,""
110105,19079711,Clinical Drug,"Sumatriptan ""BMM Pharma""",28,100,MG,filmovertrukne tabletter,Sumatriptan 100 MG Oral Tablet,""
72957,40058407,Clinical Drug Form,"Fluticasonpropionat ""Teva""",28,50,RGD,"næsespray, suspension",fluticasone Nasal Suspension,""
95410,40006965,Clinical Drug Form,Buventol Easyhaler,28,200,RGD,inhalationspulver,Albuterol Inhalant Powder,""
21324,40223768,Clinical Drug,Aricept,28,10,MG,filmovertrukne tabletter,Donepezil hydrochloride 10 MG Oral Tablet,""
94897,1332419,Clinical Drug,"Amlodipin ""BMM Pharma""",28,5,MG,tabletter,Amlodipine 5 MG Oral Tablet,""
578492,19022781,Clinical Drug,Dimitone,28,25,MG,tabletter,carvedilol 25 MG Oral Tablet,""
153858,745826,Clinical Drug,Orap,28,1,MG,tabletter,Pimozide 1 MG Oral Tablet,""
76080,40167211,Clinical Drug,"Metoprololsuccinat ""Orion""",28,25,MG,depottabletter,metoprolol succinate 25 MG Extended Release Oral Tablet,""
69496,904458,Clinical Drug,Inexium,28,40,MG,enterotabletter,Esomeprazole 40 MG Delayed Release Oral Tablet,""
412932,19019415,Clinical Drug,Tarivid,28,200,MG,filmovertrukne tabletter,Ofloxacin 200 MG Oral Tablet,""
8916,19073093,Clinical Drug,Norvadipin,28,10,MG,tabletter,Amlodipine 10 MG Oral Tablet,""
405571,755763,Clinical Drug Comp,Fontex,28,20,MG,"kapsler, hårde",Fluoxetine 20 MG,""
15109,40058182,Clinical Drug Form,Xalatan,28,50,RGM,"øjendråber, opløsning",latanoprost / Timolol Ophthalmic Solution,""
549599,40236648,Clinical Drug,Pergotime,28,50,MG,tabletter,Clomiphene Citrate 50 MG Oral Tablet,""
4344,736053,Clinical Drug,Risperdal,28,2,MG,filmovertrukne tabletter,Risperidone 2 MG Oral Tablet,""
15109,40058188,Clinical Drug Form,Xalatan,28,50,RGM,"øjendråber, opløsning",latanoprost Ophthalmic Solution,""
96057,40167200,Clinical Drug,Selo-zok,28,100,MG,depottabletter,metoprolol succinate 100 MG Extended Release Oral Tablet,""
494836,19062730,Clinical Drug,Brufen Retard,28,800,MG,depottabletter,Ibuprofen 800 MG Extended Release Oral Tablet,""
8878,40228214,Clinical Drug,"Cetirizin ""Mylan""",28,10,MG,filmovertrukne tabletter,cetirizine hydrochloride 10 MG Oral Tablet,""
8692,722071,Clinical Drug,Oxetine,28,20,MG,filmovertrukne tabletter,Paroxetine 20 MG Oral Tablet,""
135319,40171917,Clinical Drug,"Verapamil ""Mylan""",28,80,MG,filmovertrukne tabletter,Verapamil hydrochloride 80 MG Oral Tablet,""
516856,40124439,Clinical Drug Form,Oxis Turbuhaler,28,9,RGD,inhalationspulver,formoterol Inhalant Powder,""
516856,40019974,Clinical Drug Form,Oxis Turbuhaler,28,9,RGD,inhalationspulver,Budesonide / formoterol Inhalant Powder,""
573883,40164024,Clinical Drug,Danafusin,28,10,MG,depottabletter,Alfuzosin hydrochloride 10 MG Extended Release Oral Tablet,""
4839,755763,Clinical Drug Comp,Caflutin,28,20,MG,"kapsler, hårde",Fluoxetine 20 MG,""
584791,19134632,Clinical Drug,"Venlafaxin ""Hexal""",28,37.5,MG,"depotkapsler, hårde",venlafaxine 37.5 MG Extended Release Oral Capsule,""
8176,40018156,Clinical Drug Form,Diprosalic,28,,,salve,Betamethasone / Neomycin Topical Ointment,""
420497,40141000,Clinical Drug Form,Fragmin,28,25000,XAM,"injektionsvæske, opløsning, fyldt injektionssprøjte",Dalteparin Prefilled Syringe,""
30766,904458,Clinical Drug,"Esomeprazol ""Sandoz""",28,40,MG,enterotabletter,Esomeprazole 40 MG Delayed Release Oral Tablet,""
557231,,Not Mapped*,Link,28,300,MGM,oral suspension,,A02AD01
30755,904458,Clinical Drug,"Esomeprazol ""Sandoz""",28,40,MG,enterotabletter,Esomeprazole 40 MG Delayed Release Oral Tablet,""
41996,,Not Mapped*,Microlax,28,,,"rektalvæske, opløsning, enkeltdosisbeholder",,A06AG11
515536,19079186,Clinical Drug,"Oxytetracyklin ""DAK""",28,250,MG,tabletter,Oxytetracycline 250 MG Oral Tablet,""
83550,19064800,Clinical Drug,Kestine,27,10,MG,filmovertrukne tabletter,ebastine 10 MG Oral Tablet,""
20533,,Not Mapped*,Protelos,27,2,G,granulat til oral suspension,,M05BX03
478321,40162878,Clinical Drug,Monocor,27,5,MG,tabletter,Bisoprolol Fumarate 5 MG Oral Tablet,""
477385,766821,Clinical Drug,"Quetiapin ""Sandoz""",27,300,MG,filmovertrukne tabletter,quetiapine 300 MG Oral Tablet,""
21070,939393,Clinical Drug Comp,Entocord,27,3,MG,"depotkapsler, hårde",Budesonide 3 MG,""
21218,19063073,Clinical Drug,"Moxonidin ""Alpharma""",27,0.2,MG,filmovertrukne tabletter,moxonidine 0.2 MG Oral Tablet,""
469973,40173979,Clinical Drug,"Sotalol ""Actavis""",27,160,MG,tabletter,Sotalol Hydrochloride 160 MG Oral Tablet,""
469155,1353780,Clinical Drug,Plendil,27,2.5,MG,depottabletter,Felodipine 2.5 MG Extended Release Oral Tablet,""
467560,40162878,Clinical Drug,"Bisoprolol ""Orion""",27,5,MG,tabletter,Bisoprolol Fumarate 5 MG Oral Tablet,""
21709,,Not Mapped*,Alk (503) Dermatophagoides Pteronyssinus,27,100000,SQM,"injektionsvæske, suspension",,V01AA03
22196,797432,Clinical Drug Comp,"Gabapentin ""Orifarm""",27,300,MG,"kapsler, hårde",gabapentin 300 MG,""
465047,1189760,Clinical Drug,Vioxx,27,12.5,MG,tabletter,rofecoxib 12.5 MG Oral Tablet,""
22196,44785040,Clinical Drug Comp,"Gabapentin ""Orifarm""",27,300,MG,"kapsler, hårde",gabapentin enacarbil 300 MG,""
460708,40165762,Clinical Drug,"Enalapril ""Sandoz""",27,10,MG,tabletter,Enalapril Maleate 10 MG Oral Tablet,""
109819,40164091,Clinical Drug Comp,Allergodil,27,0.14,MGD,"næsespray, opløsning",Azelastine hydrochloride 0.137 MG/ACTUAT,""
23368,1734134,Clinical Drug,"Azithromycin ""Mylan""",27,500,MG,filmovertrukne tabletter,Azithromycin 500 MG Oral Tablet,""
23650,40165773,Clinical Drug,"Enalapril ""Krka""",27,20,MG,tabletter,Enalapril Maleate 20 MG Oral Tablet,""
6293,1115572,Ingredient,Beconase,27,50,RGD,"næsespray, suspension",Beclomethasone,""
24495,40162362,Clinical Drug,Fenacop Retard,27,75,MG,depottabletter,Diclofenac Sodium 75 MG Extended Release Oral Tablet,""
448217,19055344,Ingredient,Doloproct,27,,,suppositorier,Fluocortolone,""
16735,40019974,Clinical Drug Form,Pulmicort Turbohaler,27,200,RGD,inhalationspulver,Budesonide / formoterol Inhalant Powder,""
16735,40020306,Clinical Drug Form,Pulmicort Turbohaler,27,200,RGD,inhalationspulver,Budesonide Inhalant Powder,""
442129,,Not Mapped*,Lipobay,27,100,RG,filmovertrukne tabletter,,C10AA06
28645,1332419,Clinical Drug,"Amlodipin ""Pfizer""",27,5,MG,tabletter,Amlodipine 5 MG Oral Tablet,""
15923,40090867,Clinical Drug Form,Protopic,27,0.1,PC,salve,Tacrolimus Topical Ointment,""
435578,19023301,Clinical Drug,Zomig,27,2.5,MG,filmovertrukne tabletter,zolmitriptan 2.5 MG Oral Tablet,""
513523,40166310,Clinical Drug,"Metadon ""DAK""",27,1,MGM,oral opløsning,Methadone Hydrochloride 1 MG/ML Oral Solution,""
29855,800881,Clinical Drug,"Clozapin ""2care4""",27,100,MG,tabletter,Clozapine 100 MG Oral Tablet,""
30710,904457,Clinical Drug,"Esomeprazol ""Sandoz""",27,20,MG,enterotabletter,Esomeprazole 20 MG Delayed Release Oral Tablet,""
32378,904457,Clinical Drug,Esopral,27,20,MG,enterotabletter,Esomeprazole 20 MG Delayed Release Oral Tablet,""
32510,19102097,Ingredient,Spiriva,27,18,RG,inhalationspulver i kapsler,tiotropium bromide,""
516310,19077577,Clinical Drug,Lopid,27,600,MG,filmovertrukne tabletter,Gemfibrozil 600 MG Oral Tablet,""
517177,19019820,Clinical Drug,"Sulfametizol ""Actavis""",27,500,MG,tabletter,Sulfamethizole 500 MG Oral Tablet,""
1295,957136,Clinical Drug,Lasix,27,40,MG,tabletter,Furosemide 40 MG Oral Tablet,""
416206,19029394,Clinical Drug,Barcan,27,100,MG,tabletter,aceclofenac 100 MG Oral Tablet,""
518340,1729720,Ingredient,"Vepicombin ""DAK""",27,30000,IUM,mikstur,Penicillin V,""
520165,19022781,Clinical Drug,"Carvedilol ""Aurobindo""",27,25,MG,filmovertrukne tabletter,carvedilol 25 MG Oral Tablet,""
410323,19103820,Clinical Drug,"Venlafaxin ""2care4""",27,150,MG,"depotkapsler, hårde",venlafaxine 150 MG Extended Release Oral Capsule,""
521518,19100355,Clinical Drug Comp,Salbuvent,27,0.1,MGD,inhalationsaerosol,Albuterol 0.095 MG/ACTUAT,""
521518,1154496,Clinical Drug Comp,Salbuvent,27,0.1,MGD,inhalationsaerosol,Albuterol 0.1 MG/ACTUAT,""
38653,19037834,Clinical Drug,Motilium,27,10,MG,filmovertrukne tabletter,Domperidone 10 MG Oral Tablet,""
407403,1717265,Clinical Drug,Fungizone,27,10,MG,sugetabletter,Amphotericin B 10 MG Oral Lozenge,""
406124,19019272,Clinical Drug,Naprosyn,27,250,MG,tabletter,Naproxen 250 MG Oral Tablet,""
405456,40162326,Clinical Drug,Vostar Retard,27,100,MG,depottabletter,Diclofenac Sodium 100 MG Extended Release Oral Tablet,""
14668,1539463,Clinical Drug,Statinacop,27,10,MG,filmovertrukne tabletter,Simvastatin 10 MG Oral Tablet,""
397240,44818321,Clinical Drug,Zantac,27,150,MG,brusetabletter,Ranitidine 150 MG Effervescent Oral Tablet,""
5766,40093008,Clinical Drug Form,Cetrotide,27,0.25,MG,"pulver og solvens til injektionsvæske, opløsning",cetrorelix Injectable Solution,""
385187,19008188,Clinical Drug,Tilcotil,27,20,MG,filmovertrukne tabletter,tenoxicam 20 MG Oral Tablet,""
45336,40167218,Clinical Drug,Mepolol,27,50,MG,tabletter,Metoprolol Tartrate 50 MG Oral Tablet,""
47967,19079711,Clinical Drug,"Sumatriptan ""Actavis""",27,100,MG,overtrukne tabletter,Sumatriptan 100 MG Oral Tablet,""
13945,1596977,Ingredient,Mixtard 10 NovoLet,27,100,IUM,"injektionsvæske, suspension, fyldt pen","Regular Insulin, Human",""
51060,19107369,Clinical Drug,Mucomyst Retard,27,300,MG,depottabletter,Acetylcysteine 300 MG Extended Release Oral Tablet,""
194860,40171917,Clinical Drug,Hexasoptin,27,80,MG,overtrukne tabletter,Verapamil hydrochloride 80 MG Oral Tablet,""
52633,40038371,Clinical Drug Form,Matrifen,27,25,RGT,depotplastre,Fentanyl Transdermal Patch,""
531228,19129639,Ingredient,Norflex,27,100,MG,tabletter,Orphenadrine Citrate,""
534750,19079718,Clinical Drug,Sinalfa,27,5,MG,tabletter,Terazosin 5 MG Oral Tablet,""
190629,40139916,Clinical Drug Form,Spirocort,27,200,RGD,"inhalationsspray, suspension",Budesonide / formoterol Inhalant Solution,""
190629,40020308,Clinical Drug Form,Spirocort,27,200,RGD,"inhalationsspray, suspension",Budesonide Inhalant Solution,""
55906,19096758,Clinical Drug,Aerius,27,5,MG,filmovertrukne tabletter,desloratadine 5 MG Oral Tablet,""
187054,907879,Ingredient,Brentan Baby,27,2.5,MGG,kutanpasta,Miconazole,""
12718,1558493,Clinical Drug,Cabaser,27,2,MG,tabletter,cabergoline 2 MG Oral Tablet,""
179176,19019418,Clinical Drug,Losec,27,20,MG,enterokapsler,Omeprazole 20 MG Delayed Release Oral Capsule,""
59858,916008,Clinical Drug,Vesicare,27,10,MG,filmovertrukne tabletter,solifenacin succinate 10 MG Oral Tablet,""
542803,40171884,Clinical Drug,Isoptin Retard,27,240,MG,depottabletter,Verapamil hydrochloride 240 MG Extended Release Oral Tablet,""
176319,42873446,Clinical Drug,Betmiga,27,50,MG,depottabletter,mirabegron 50 MG Extended Release Oral Tablet,""
544161,19102097,Ingredient,Spiriva,27,18,RG,inhalationspulver i kapsler,tiotropium bromide,""
65341,1000632,Ingredient,Canesten,27,,,vaginaltabletter og creme,Clotrimazole,""
169874,1545997,Clinical Drug,Lipitor,27,10,MG,filmovertrukne tabletter,atorvastatin 10 MG Oral Tablet,""
169378,19007332,Clinical Drug,"Methotrexat ""2care4""",27,2.5,MG,tabletter,Methotrexate 2.5 MG Oral Tablet,""
69385,19106974,Clinical Drug,Euglucon,27,3.5,MG,tabletter,Glyburide 3.5 MG Oral Tablet,""
69487,904458,Clinical Drug,Inexium,27,40,MG,enterotabletter,Esomeprazole 40 MG Delayed Release Oral Tablet,""
162852,40164946,Clinical Drug,"Metformin ""Bluefish""",27,850,MG,filmovertrukne tabletter,Metformin hydrochloride 850 MG Oral Tablet,""
11187,40067083,Clinical Drug Form,Vepicombin Novum,27,1,MIU,filmovertrukne tabletter,Penicillin V Oral Tablet,""
11187,40016517,Clinical Drug Form,Vepicombin Novum,27,1,MIU,filmovertrukne tabletter,Bromhexine / Penicillin V Oral Tablet,""
162675,1154080,Clinical Drug,Maxalt Melt,27,10,MG,smeltetabletter,rizatriptan 10 MG Disintegrating Oral Tablet,""
72769,40126805,Clinical Drug Form,Elocom,27,0.1,PC,kutanopløsning,Mometasone Topical Solution,""
73525,40165253,Clinical Drug,Crestor,27,20,MG,filmovertrukne tabletter,Rosuvastatin calcium 20 MG Oral Tablet,""
160739,40162346,Clinical Drug,"Diklofenak ""Mylan""",27,50,MG,enterotabletter,Diclofenac Sodium 50 MG Delayed Release Oral Tablet,""
74042,,Not Mapped*,Exforge,27,,,filmovertrukne tabletter,,C09DB01
74577,19080217,Clinical Drug,"Pantoprazol ""Bluefish""",27,40,MG,enterotabletter,pantoprazole 40 MG Delayed Release Oral Tablet,""
158685,984236,Clinical Drug,"Isotretinoin ""Orifarm""",27,20,MG,"kapsler, bløde",Isotretinoin 20 MG Oral Capsule,""
75709,40223815,Clinical Drug,Alterfast,27,180,MG,filmovertrukne tabletter,Fexofenadine hydrochloride 180 MG Oral Tablet,""
157644,40042044,Clinical Drug Form,Testoviron-depot,27,135,MGM,"injektionsvæske, opløsning",Estradiol / Testosterone Injectable Solution,""
157644,40086566,Clinical Drug Form,Testoviron-depot,27,135,MGM,"injektionsvæske, opløsning",Testosterone Injectable Solution,""
157644,40134145,Clinical Drug Form,Testoviron-depot,27,135,MGM,"injektionsvæske, opløsning",Testosterone / testosterone 17-phenylpropionate Injectable Solution,""
10851,,Not Mapped*,Feminil mite,27,,,overtrukne tabletter,,G03HB01
111504,1755074,Clinical Drug Comp,"Fluconazol ""Accord""",27,150,MG,"kapsler, hårde",Fluconazole 150 MG,""
151076,19010380,Clinical Drug,Suprecur,27,0.15,MGD,"næsespray, opløsning",Buserelin 0.15 MG/ACTUAT Nasal Spray,""
149706,1755077,Clinical Drug Comp,"Fluconazol ""HEXAL""",27,50,MG,"kapsler, hårde",Fluconazole 50 MG,""
80851,19070748,Clinical Drug,"Mirtazapin ""Actavis""",27,30,MG,smeltetabletter,Mirtazapine 30 MG Disintegrating Oral Tablet,""
81669,1552387,Clinical Drug Comp,Lutinus,27,100,MG,vaginaltabletter,Progesterone 100 MG,""
10109,725180,Clinical Drug,Remeron,27,30,MG,filmovertrukne tabletter,Mirtazapine 30 MG Oral Tablet,""
10098,,Not Mapped*,Seretide,27,,,"inhalationspulver, afdelt",,R03AK06
144035,40164054,Clinical Drug,Sycrest,27,10,MG,"resoribletter, sublinguale",Asenapine 10 MG Sublingual Tablet,""
2442,40019974,Clinical Drug Form,"Budesonid ""Cross Pharma""",27,400,RGD,inhalationspulver,Budesonide / formoterol Inhalant Powder,""
2442,40020306,Clinical Drug Form,"Budesonid ""Cross Pharma""",27,400,RGD,inhalationspulver,Budesonide Inhalant Powder,""
86562,929889,Clinical Drug,"Lansoprazol ""Actavis""",27,30,MG,"enterokapsler, hårde",lansoprazole 30 MG Delayed Release Oral Capsule,""
112386,,Not Mapped*,Symbicort Forte Turbohaler,27,,,inhalationspulver,,R03AK07
114157,19063101,Clinical Drug,Xatral,27,5,MG,depottabletter,alfuzosin 5 MG Extended Release Oral Tablet,""
94915,19073093,Clinical Drug,"Amlodipin ""BMM Pharma""",27,10,MG,tabletter,Amlodipine 10 MG Oral Tablet,""
137407,1314006,Clinical Drug,"Atenolol ""Orifarm""",27,100,MG,tabletter,Atenolol 100 MG Oral Tablet,""
4230,1750562,Clinical Drug,Klaricid,27,500,MG,tabletter,Clarithromycin 500 MG Oral Tablet,""
8842,797632,Clinical Drug,"Citalopram ""Sandoz""",27,10,MG,filmovertrukne tabletter,Citalopram 10 MG Oral Tablet,""
135970,19064967,Clinical Drug,Pentasa,27,500,MG,depottabletter,mesalamine 500 MG Extended Release Oral Tablet,""
100586,,Not Mapped*,Trisequens,27,,,filmovertrukne tabletter,,G03FB05
8463,1351558,Clinical Drug,Atacand,27,4,MG,tabletter,candesartan cilexetil 4 MG Oral Tablet,""
125963,,Not Mapped*,Vivazid,27,,,tabletter,,C09BA03
590331,739209,Clinical Drug,Zoloft,27,50,MG,filmovertrukne tabletter,Sertraline 50 MG Oral Tablet,""
107109,40058188,Clinical Drug Form,"Latanoprost ""Pfizer""",27,50,RGM,"øjendråber, opløsning",latanoprost Ophthalmic Solution,""
107109,40058182,Clinical Drug Form,"Latanoprost ""Pfizer""",27,50,RGM,"øjendråber, opløsning",latanoprost / Timolol Ophthalmic Solution,""
118619,40185304,Clinical Drug,Losaprex,27,50,MG,filmovertrukne tabletter,Losartan Potassium 50 MG Oral Tablet,""
108555,,Not Mapped*,Pathozone Vet.,27,250,MG,intramammær emulsion,,QJ51DD12
593855,,Not Mapped*,Triatec Comp.,27,,,tabletter,,C09BA05
495317,19022949,Clinical Drug,Aprovel,27,300,MG,tabletter,irbesartan 300 MG Oral Tablet,""
19091,19077638,Clinical Drug,Mindiab,27,5,MG,tabletter,Glipizide 5 MG Oral Tablet,""
18731,800881,Clinical Drug,"Clozapin ""Hexal""",27,100,MG,tabletter,Clozapine 100 MG Oral Tablet,""
803,40166538,Clinical Drug,Omnic,26,0.4,MG,"depotkapsler, hårde",Tamsulosin hydrochloride 0.4 MG Extended Release Oral Capsule,""
567149,1547510,Clinical Drug,Avandia,26,8,MG,filmovertrukne tabletter,rosiglitazone 8 MG Oral Tablet,""
95798,1140650,Clinical Drug,"Sumatriptan ""Teva""",26,50,MG,filmovertrukne tabletter,Sumatriptan 50 MG Oral Tablet,""
82306,,Not Mapped*,Kreon 10.000,26,10000,EP,"enterokapsler, hårde",,A09AA02
531442,40163455,Clinical Drug,Bricanyl Retard,26,7.5,MG,depottabletter,Terbutaline Sulfate 7.5 MG Extended Release Oral Tablet,""
502278,,Not Mapped*,Roscal,26,25,MG,tabletter,,N05AB01
531095,19107055,Clinical Drug,Antepsin,26,500,MG,tabletter,Sucralfate 500 MG Oral Tablet,""
34058,1308251,Clinical Drug,Zestril,26,5,MG,tabletter,Lisinopril 5 MG Oral Tablet,""
476192,40166521,Clinical Drug,Eldepryl,26,10,MG,tabletter,selegiline hydrochloride 10 MG Oral Tablet,""
96065,40167200,Clinical Drug,Selo-zok,26,100,MG,depottabletter,metoprolol succinate 100 MG Extended Release Oral Tablet,""
7278,1326021,Clinical Drug,Lomir Retard,26,2.5,MG,"depotkapsler, hårde",Isradipine 2.5 MG Extended Release Oral Capsule,""
96324,,Not Mapped*,Asasantin Retard,26,,,"depotkapsler, hårde",,B01AC30
136135,19077375,Clinical Drug,Proscar,26,5,MG,filmovertrukne tabletter,Finasteride 5 MG Oral Tablet,""
19754,,Not Mapped*,CoAprovel,26,,,filmovertrukne tabletter,,C09DA04
135419,40175394,Clinical Drug,"Pravastatin ""Sandoz""",26,20,MG,tabletter,Pravastatin Sodium 20 MG Oral Tablet,""
13305,798877,Clinical Drug,Rivotril,26,2,MG,tabletter,Clonazepam 2 MG Oral Tablet,""
100128,40165261,Clinical Drug,Crestor,26,5,MG,filmovertrukne tabletter,Rosuvastatin calcium 5 MG Oral Tablet,""
7673,19023636,Clinical Drug,"Citalopram ""Alpharma""",26,20,MG,filmovertrukne tabletter,Citalopram 20 MG Oral Tablet,""
