vnr,ingredient_concept_id,drug_concept_id,concept_class_id,ma,pname,frequency,streng,strengtodecimal,dosf_lt,ao,concept_name,ingredient_concept_name,amount_value,numerator_value,denominator_value,dose_concept_id
493353,1177480,1177662,Clinical Drug,|,"Ibuprofen ""Actavis""",28,400 mg,400,filmovertrukne tabletter,|,Ibuprofen 400 MG Oral Capsule,Ibuprofen,400,,,19082168
493353,1177480,19064433,Clinical Drug,|,"Ibuprofen ""Actavis""",28,400 mg,400,filmovertrukne tabletter,|,Ibuprofen 400 MG Oral Suspension,Ibuprofen,400,,,19082191
493353,1177480,19019072,Clinical Drug,|,"Ibuprofen ""Actavis""",28,400 mg,400,filmovertrukne tabletter,|,Ibuprofen 400 MG Oral Tablet,Ibuprofen,400,,,19082573
493353,1177480,1177740,Clinical Drug Comp,|,"Ibuprofen ""Actavis""",28,400 mg,400,filmovertrukne tabletter,|,Ibuprofen 400 MG,Ibuprofen,400,,,
493403,740275,740280,Clinical Drug,|,Trimonil Retard,44,200 mg,200,depottabletter,|,Carbamazepine 200 MG Chewable Tablet,Carbamazepine,200,,,19135866
493403,740275,19134272,Clinical Drug,|,Trimonil Retard,44,200 mg,200,depottabletter,|,Carbamazepine 200 MG Extended Release Oral Capsule,Carbamazepine,200,,,19082077
493403,740275,740302,Clinical Drug,|,Trimonil Retard,44,200 mg,200,depottabletter,|,Carbamazepine 200 MG Extended Release Oral Tablet,Carbamazepine,200,,,19082079
493403,740275,19074697,Clinical Drug,|,Trimonil Retard,44,200 mg,200,depottabletter,|,Carbamazepine 200 MG Oral Tablet,Carbamazepine,200,,,19082573
493403,740275,740349,Clinical Drug Comp,|,Trimonil Retard,44,200 mg,200,depottabletter,|,Carbamazepine 200 MG,Carbamazepine,200,,,
493577,1177480,19107340,Clinical Drug,|,"Ibuprofen ""Actavis""",62,600 mg,600,filmovertrukne tabletter,|,Ibuprofen 600 MG Extended Release Oral Tablet,Ibuprofen,600,,,19082079
493577,1177480,19019073,Clinical Drug,|,"Ibuprofen ""Actavis""",62,600 mg,600,filmovertrukne tabletter,|,Ibuprofen 600 MG Oral Tablet,Ibuprofen,600,,,19082573
493577,1177480,19081499,Clinical Drug Comp,|,"Ibuprofen ""Actavis""",62,600 mg,600,filmovertrukne tabletter,|,Ibuprofen 600 MG,Ibuprofen,600,,,
493684,956874,19103817,Clinical Drug,|,Furix Retard,468,30 mg,30,"depotkapsler, hÃ¥rde",|,Furosemide 30 MG Extended Release Oral Capsule,Furosemide,30,,,19082077
493684,956874,19110023,Clinical Drug Comp,|,Furix Retard,468,30 mg,30,"depotkapsler, hÃ¥rde",|,Furosemide 30 MG,Furosemide,30,,,
493692,956874,19103817,Clinical Drug,|,Furix Retard,798,30 mg,30,"depotkapsler, hÃ¥rde",|,Furosemide 30 MG Extended Release Oral Capsule,Furosemide,30,,,19082077
493692,956874,19110023,Clinical Drug Comp,|,Furix Retard,798,30 mg,30,"depotkapsler, hÃ¥rde",|,Furosemide 30 MG,Furosemide,30,,,
493700,956874,956944,Clinical Drug,|,Furix Retard,303,60 mg,60,"depotkapsler, hÃ¥rde",|,Furosemide 60 MG Extended Release Oral Capsule,Furosemide,60,,,19082077
493700,956874,957204,Clinical Drug Comp,|,Furix Retard,303,60 mg,60,"depotkapsler, hÃ¥rde",|,Furosemide 60 MG,Furosemide,60,,,
493718,956874,956944,Clinical Drug,|,Furix Retard,1595,60 mg,60,"depotkapsler, hÃ¥rde",|,Furosemide 60 MG Extended Release Oral Capsule,Furosemide,60,,,19082077
493718,956874,957204,Clinical Drug Comp,|,Furix Retard,1595,60 mg,60,"depotkapsler, hÃ¥rde",|,Furosemide 60 MG,Furosemide,60,,,
493775,740275,740280,Clinical Drug,|,Trimonil Retard,500,200 mg,200,depottabletter,|,Carbamazepine 200 MG Chewable Tablet,Carbamazepine,200,,,19135866
493775,740275,19134272,Clinical Drug,|,Trimonil Retard,500,200 mg,200,depottabletter,|,Carbamazepine 200 MG Extended Release Oral Capsule,Carbamazepine,200,,,19082077
493775,740275,740302,Clinical Drug,|,Trimonil Retard,500,200 mg,200,depottabletter,|,Carbamazepine 200 MG Extended Release Oral Tablet,Carbamazepine,200,,,19082079
493775,740275,19074697,Clinical Drug,|,Trimonil Retard,500,200 mg,200,depottabletter,|,Carbamazepine 200 MG Oral Tablet,Carbamazepine,200,,,19082573
493775,740275,740349,Clinical Drug Comp,|,Trimonil Retard,500,200 mg,200,depottabletter,|,Carbamazepine 200 MG,Carbamazepine,200,,,
493908,740275,19021711,Clinical Drug,|,Trimonil Retard,148,400 mg,400,depottabletter,|,Carbamazepine 400 MG Extended Release Oral Tablet,Carbamazepine,400,,,19082079
493908,740275,740278,Clinical Drug,|,Trimonil Retard,148,400 mg,400,depottabletter,|,Carbamazepine 400 MG Oral Tablet,Carbamazepine,400,,,19082573
493908,740275,740351,Clinical Drug Comp,|,Trimonil Retard,148,400 mg,400,depottabletter,|,Carbamazepine 400 MG,Carbamazepine,400,,,
494138,19047076,19047077,Clinical Drug,|,Sandomigrin,334,"0,5 mg",0.5,overtrukne tabletter,|,Pizotyline 0.5 MG Oral Tablet,Pizotyline,0.5,,,19082573
494138,19047076,19047080,Clinical Drug Comp,|,Sandomigrin,334,"0,5 mg",0.5,overtrukne tabletter,|,Pizotyline 0.5 MG,Pizotyline,0.5,,,
494542,997881,998014,Clinical Drug,|,Dalacin,42,10 mg/ml,10,kutanemulsion,|,Clindamycin 10 MG/ML Medicated Pad,Clindamycin,,10,,19130307
494542,997881,997961,Clinical Drug,|,Dalacin,42,10 mg/ml,10,kutanemulsion,|,Clindamycin 10 MG/ML Topical Foam,Clindamycin,,10,,19095972
494542,997881,997893,Clinical Drug,|,Dalacin,42,10 mg/ml,10,kutanemulsion,|,Clindamycin 10 MG/ML Topical Lotion,Clindamycin,,10,,19082225
494542,997881,19075428,Clinical Drug,|,Dalacin,42,10 mg/ml,10,kutanemulsion,|,Clindamycin 10 MG/ML Topical Solution,Clindamycin,,10,,19082228
494542,997881,997954,Clinical Drug Comp,|,Dalacin,42,10 mg/ml,10,kutanemulsion,|,Clindamycin 10 MG/ML,Clindamycin,,10,,
494542,997881,45892750,Clinical Drug Comp,|,Dalacin,42,10 mg/ml,10,kutanemulsion,|,clindamycin phosphate 10 MG/ML,Clindamycin,,10,,
494559,997881,998014,Clinical Drug,|,Dalacin,129,10 mg/ml,10,kutanemulsion,|,Clindamycin 10 MG/ML Medicated Pad,Clindamycin,,10,,19130307
494559,997881,997961,Clinical Drug,|,Dalacin,129,10 mg/ml,10,kutanemulsion,|,Clindamycin 10 MG/ML Topical Foam,Clindamycin,,10,,19095972
494559,997881,997893,Clinical Drug,|,Dalacin,129,10 mg/ml,10,kutanemulsion,|,Clindamycin 10 MG/ML Topical Lotion,Clindamycin,,10,,19082225
494559,997881,19075428,Clinical Drug,|,Dalacin,129,10 mg/ml,10,kutanemulsion,|,Clindamycin 10 MG/ML Topical Solution,Clindamycin,,10,,19082228
494559,997881,997954,Clinical Drug Comp,|,Dalacin,129,10 mg/ml,10,kutanemulsion,|,Clindamycin 10 MG/ML,Clindamycin,,10,,
494559,997881,45892750,Clinical Drug Comp,|,Dalacin,129,10 mg/ml,10,kutanemulsion,|,clindamycin phosphate 10 MG/ML,Clindamycin,,10,,
494583,,,,|,Nizax,29,300 mg,300,kapsler,|,,,,,,
494674,,,,|,Asasantin Retard,704,200 + 25 mg,,"depotkapsler, hÃ¥rde",|,,,,,,
494682,1548195,1548199,Clinical Drug,|,Estrofem,190,2 mg,2,filmovertrukne tabletter,|,Estradiol 2 MG Oral Tablet,Estradiol,2,,,19082573
494682,1548195,1548371,Clinical Drug,|,Estrofem,190,2 mg,2,filmovertrukne tabletter,|,Estradiol 2 MG/ML Injectable Solution,Estradiol,,2,,19082103
494682,1548195,1548616,Clinical Drug Comp,|,Estrofem,190,2 mg,2,filmovertrukne tabletter,|,Estradiol 2 MG,Estradiol,2,,,
494682,1548195,1548619,Clinical Drug Comp,|,Estrofem,190,2 mg,2,filmovertrukne tabletter,|,Estradiol 2 MG/ML,Estradiol,,2,,
494682,1548195,40226592,Clinical Drug Comp,|,Estrofem,190,2 mg,2,filmovertrukne tabletter,|,estradiol cypionate 2 MG/ML,Estradiol,,2,,
494682,1548195,40181756,Clinical Drug Comp,|,Estrofem,190,2 mg,2,filmovertrukne tabletter,|,estradiol valerate 2 MG,Estradiol,2,,,
494724,,,,|,Kliogest,531,1+2 mg,,tabletter,|,,,,,,
494732,1331270,1331271,Clinical Drug,|,Persantin Retard,48,200 mg,200,"depotkapsler, hÃ¥rde",|,Dipyridamole 200 MG Extended Release Oral Capsule,Dipyridamole,200,,,19082077
494732,1331270,1331347,Clinical Drug Comp,|,Persantin Retard,48,200 mg,200,"depotkapsler, hÃ¥rde",|,Dipyridamole 200 MG,Dipyridamole,200,,,
494792,956874,956942,Clinical Drug,|,Furix,92,40 mg,40,tabletter,|,Furosemide 40 MG Oral Capsule,Furosemide,40,,,19082168
494792,956874,957136,Clinical Drug,|,Furix,92,40 mg,40,tabletter,|,Furosemide 40 MG Oral Tablet,Furosemide,40,,,19082573
494792,956874,957138,Clinical Drug Comp,|,Furix,92,40 mg,40,tabletter,|,Furosemide 40 MG,Furosemide,40,,,
494831,1331270,1331271,Clinical Drug,|,Persantin Retard,5349,200 mg,200,"depotkapsler, hÃ¥rde",|,Dipyridamole 200 MG Extended Release Oral Capsule,Dipyridamole,200,,,19082077
494831,1331270,1331347,Clinical Drug Comp,|,Persantin Retard,5349,200 mg,200,"depotkapsler, hÃ¥rde",|,Dipyridamole 200 MG,Dipyridamole,200,,,
494836,1177480,19062730,Clinical Drug,|,Brufen Retard,28,800 mg,800,depottabletter,|,Ibuprofen 800 MG Extended Release Oral Tablet,Ibuprofen,800,,,19082079
494836,1177480,19019074,Clinical Drug,|,Brufen Retard,28,800 mg,800,depottabletter,|,Ibuprofen 800 MG Oral Tablet,Ibuprofen,800,,,19082573
494836,1177480,19081500,Clinical Drug Comp,|,Brufen Retard,28,800 mg,800,depottabletter,|,Ibuprofen 800 MG,Ibuprofen,800,,,
495127,1347384,19022948,Clinical Drug,|,Aprovel,125,150 mg,150,tabletter,|,irbesartan 150 MG Oral Tablet,irbesartan,150,,,19082573
495127,1347384,19081558,Clinical Drug Comp,|,Aprovel,125,150 mg,150,tabletter,|,irbesartan 150 MG,irbesartan,150,,,
495168,1347384,19022948,Clinical Drug,|,Aprovel,153,150 mg,150,tabletter,|,irbesartan 150 MG Oral Tablet,irbesartan,150,,,19082573
495168,1347384,19081558,Clinical Drug Comp,|,Aprovel,153,150 mg,150,tabletter,|,irbesartan 150 MG,irbesartan,150,,,
495317,1347384,19022949,Clinical Drug,|,Aprovel,27,300 mg,300,tabletter,|,irbesartan 300 MG Oral Tablet,irbesartan,300,,,19082573
495317,1347384,19081559,Clinical Drug Comp,|,Aprovel,27,300 mg,300,tabletter,|,irbesartan 300 MG,irbesartan,300,,,
495614,,,,|,Proscar,31,5 mg,5,filmovertrukne tabletter,|,,,,,,
496042,,,,|,Accupro,29,10 mg,10,tabletter,|,,,,,,
496190,,,,|,Accupro,64,20 mg,20,tabletter,|,,,,,,
496414,,,,|,Zitromax,40,250 mg,250,kapsler,|,,,,,,
496554,1386957,40169683,Clinical Drug,|,Trandate,67,100 mg,100,filmovertrukne tabletter,|,Labetalol hydrochloride 100 MG Oral Tablet,Labetalol,100,,,19082573
496554,1386957,40169682,Clinical Drug Comp,|,Trandate,67,100 mg,100,filmovertrukne tabletter,|,Labetalol hydrochloride 100 MG,Labetalol,100,,,
496745,,,,|,Ketodur,33,10 mg,10,depotkapsler,|,,,,,,
496794,,,,|,Ketodur,83,10 mg,10,depotkapsler,|,,,,,,
496810,,,,|,Ketodur,156,25 mg,25,depotkapsler,|,,,,,,
496851,,,,|,Ketogan,43,5 + 25 mg/ml,,"injektionsvÃ¦ske, oplÃ¸sning",|,,,,,,
496935,,,,|,Ketogan,104,10 + 50 mg,,suppositorier,|,,,,,,
496950,,,,|,Ketogan,1249,5 + 25 mg,,tabletter,|,,,,,,
496968,,,,|,Ketogan,187,5 + 25 mg,,tabletter,|,,,,,,
497077,797617,19124511,Clinical Drug,|,"Citalopram ""Orifarm""",114,10 mg,10,filmovertrukne tabletter,|,Citalopram 10 MG Disintegrating Oral Tablet,Citalopram,10,,,19082076
497077,797617,19127393,Clinical Drug,|,"Citalopram ""Orifarm""",114,10 mg,10,filmovertrukne tabletter,|,Citalopram 10 MG Oral Capsule,Citalopram,10,,,19082168
497077,797617,797632,Clinical Drug,|,"Citalopram ""Orifarm""",114,10 mg,10,filmovertrukne tabletter,|,Citalopram 10 MG Oral Tablet,Citalopram,10,,,19082573
497077,797617,797639,Clinical Drug Comp,|,"Citalopram ""Orifarm""",114,10 mg,10,filmovertrukne tabletter,|,Citalopram 10 MG,Citalopram,10,,,
497099,,,,|,Ketogan,793,5 + 25 mg,,tabletter,|,,,,,,
497222,1107830,1107883,Clinical Drug,|,Clarityn,35,10 mg,10,tabletter,|,Loratadine 10 MG Disintegrating Oral Tablet,Loratadine,10,,,19082076
497222,1107830,1107966,Clinical Drug,|,Clarityn,35,10 mg,10,tabletter,|,Loratadine 10 MG Oral Capsule,Loratadine,10,,,19082168
497222,1107830,1107882,Clinical Drug,|,Clarityn,35,10 mg,10,tabletter,|,Loratadine 10 MG Oral Tablet,Loratadine,10,,,19082573
497222,1107830,1107885,Clinical Drug Comp,|,Clarityn,35,10 mg,10,tabletter,|,Loratadine 10 MG,Loratadine,10,,,
498048,920458,19104122,Clinical Drug,|,Diprospan,683,7 mg/ml,7,"injektionsvÃ¦ske, suspension",|,Betamethasone acetate 3 MG/ML / betamethasone sodium phosphate 4 MG/ML Injectable Suspension,Betamethasone,,7,,19082104
498048,920458,920627,Clinical Drug,|,Diprospan,683,7 mg/ml,7,"injektionsvÃ¦ske, suspension",|,betamethasone dipropionate 5 MG/ML / betamethasone sodium phosphate 2 MG/ML Injectable Suspension,Betamethasone,,7,,19082104
498204,,,,|,Pravachol,47,20 mg,20,tabletter,|,,,,,,
498220,,,,|,Pravachol,75,20 mg,20,tabletter,|,,,,,,
498485,1548195,19064290,Clinical Drug,|,Vagifem,795,25 mikg,25,vaginaltabletter,|,Estradiol 25 MG Drug Implant,Estradiol,25,,,19124968
498485,1548195,19064290,Clinical Drug,|,Vagifem,795,25 mikg,25,vaginaltabletter,|,Estradiol 25 MG Drug Implant,Estradiol,25,,,40033316
498485,1548195,1548736,Clinical Drug Comp,|,Vagifem,795,25 mikg,25,vaginaltabletter,|,Estradiol 25 MG,Estradiol,25,,,
498709,,,,|,"Insulin ""Cross Cimilar"" Retard Pen",29,100 IE/ml,100,"injektionsvÃ¦ske, suspension",|,,,,,,
498980,712615,712620,Clinical Drug,|,Zeldox,64,40 mg,40,"kapsler, hÃ¥rde",|,ziprasidone 40 MG Oral Capsule,ziprasidone,40,,,19082168
498980,712615,19085165,Clinical Drug Comp,|,Zeldox,64,40 mg,40,"kapsler, hÃ¥rde",|,ziprasidone 40 MG,ziprasidone,40,,,
499020,712615,712642,Clinical Drug,|,Zeldox,122,80 mg,80,"kapsler, hÃ¥rde",|,ziprasidone 80 MG Oral Capsule,ziprasidone,80,,,19082168
499020,712615,19085167,Clinical Drug Comp,|,Zeldox,122,80 mg,80,"kapsler, hÃ¥rde",|,ziprasidone 80 MG,ziprasidone,80,,,
499204,743670,19103819,Clinical Drug,|,"Venlafaxin ""Hexal""",26,75 mg,75,"depotkapsler, hÃ¥rde",|,venlafaxine 75 MG Extended Release Oral Capsule,venlafaxine,75,,,19082077
499204,743670,743792,Clinical Drug,|,"Venlafaxin ""Hexal""",26,75 mg,75,"depotkapsler, hÃ¥rde",|,venlafaxine 75 MG Extended Release Oral Tablet,venlafaxine,75,,,19082079
499204,743670,743752,Clinical Drug,|,"Venlafaxin ""Hexal""",26,75 mg,75,"depotkapsler, hÃ¥rde",|,venlafaxine 75 MG Oral Tablet,venlafaxine,75,,,19082573
499204,743670,19083160,Clinical Drug Comp,|,"Venlafaxin ""Hexal""",26,75 mg,75,"depotkapsler, hÃ¥rde",|,venlafaxine 75 MG,venlafaxine,75,,,
499418,,,,|,Pirkam,25,20 mg,20,kapsler,|,,,,,,
499480,1140643,1140650,Clinical Drug,|,"Sumatriptan ""Aurobindo""",90,50 mg,50,tabletter,|,Sumatriptan 50 MG Oral Tablet,Sumatriptan,50,,,19082573
499480,1140643,19085542,Clinical Drug Comp,|,"Sumatriptan ""Aurobindo""",90,50 mg,50,tabletter,|,Sumatriptan 50 MG,Sumatriptan,50,,,
499772,1506270,1506479,Clinical Drug,|,Medrol,29,16 mg,16,tabletter,|,Methylprednisolone 16 MG Oral Tablet,Methylprednisolone,16,,,19082573
499772,1506270,42902158,Clinical Drug,|,Medrol,29,16 mg,16,tabletter,|,methylprednisolone acetate 16 MG/ML Injectable Suspension,Methylprednisolone,,16,,19082104
499772,1506270,1506476,Clinical Drug Comp,|,Medrol,29,16 mg,16,tabletter,|,Methylprednisolone 16 MG,Methylprednisolone,16,,,
499772,1506270,42901475,Clinical Drug Comp,|,Medrol,29,16 mg,16,tabletter,|,methylprednisolone acetate 16 MG/ML,Methylprednisolone,,16,,
500041,1500211,40224835,Clinical Drug,|,Provera,113,5 mg,5,tabletter,|,medroxyprogesterone acetate 5 MG Oral Tablet,Medroxyprogesterone,5,,,19082573
500041,1500211,1500284,Clinical Drug Comp,|,Provera,113,5 mg,5,tabletter,|,Medroxyprogesterone 5 MG,Medroxyprogesterone,5,,,
500041,1500211,40224834,Clinical Drug Comp,|,Provera,113,5 mg,5,tabletter,|,medroxyprogesterone acetate 5 MG,Medroxyprogesterone,5,,,
500074,1506270,1506316,Clinical Drug,|,Medrol,29,100 mg,100,tabletter,|,Methylprednisolone 100 MG Oral Tablet,Methylprednisolone,100,,,19082573
500074,1506270,1506513,Clinical Drug Comp,|,Medrol,29,100 mg,100,tabletter,|,Methylprednisolone 100 MG,Methylprednisolone,100,,,
500434,1307046,40167218,Clinical Drug,|,"Metoprololsuccinat ""Teva""",96,50 mg,50,depottabletter,|,Metoprolol Tartrate 50 MG Oral Tablet,Metoprolol,50,,,19082573
500434,1307046,40167216,Clinical Drug,|,"Metoprololsuccinat ""Teva""",96,50 mg,50,depottabletter,|,metoprolol succinate 50 MG Extended Release Oral Tablet,Metoprolol,50,,,19082079
500434,1307046,1307123,Clinical Drug Comp,|,"Metoprololsuccinat ""Teva""",96,50 mg,50,depottabletter,|,Metoprolol 50 MG,Metoprolol,50,,,
500434,1307046,40167215,Clinical Drug Comp,|,"Metoprololsuccinat ""Teva""",96,50 mg,50,depottabletter,|,Metoprolol Tartrate 50 MG,Metoprolol,50,,,
500434,1307046,43014173,Clinical Drug Comp,|,"Metoprololsuccinat ""Teva""",96,50 mg,50,depottabletter,|,metoprolol succinate 50 MG,Metoprolol,50,,,
500512,19110714,,,|,Synalar,98,0.03%,0.03,gel,|,,Fluocinolone Acetonide,,,,
500637,710062,710130,Clinical Drug,|,Saroten Retard,78,25 mg,25,depotkapsler,|,Amitriptyline 25 MG Oral Capsule,Amitriptyline,25,,,19082168
500637,710062,19104207,Clinical Drug,|,Saroten Retard,78,25 mg,25,depotkapsler,|,Amitriptyline 25 MG/ML Injectable Solution,Amitriptyline,,25,,19082103
500637,710062,40162716,Clinical Drug,|,Saroten Retard,78,25 mg,25,depotkapsler,|,Amitriptyline Hydrochloride 25 MG Extended Release Oral Capsule,Amitriptyline,25,,,19082077
500637,710062,40162717,Clinical Drug,|,Saroten Retard,78,25 mg,25,depotkapsler,|,Amitriptyline Hydrochloride 25 MG Oral Tablet,Amitriptyline,25,,,19082573
500637,710062,19085723,Clinical Drug Comp,|,Saroten Retard,78,25 mg,25,depotkapsler,|,Amitriptyline 25 MG,Amitriptyline,25,,,
500637,710062,19109084,Clinical Drug Comp,|,Saroten Retard,78,25 mg,25,depotkapsler,|,Amitriptyline 25 MG/ML,Amitriptyline,,25,,
500637,710062,40162700,Clinical Drug Comp,|,Saroten Retard,78,25 mg,25,depotkapsler,|,Amitriptyline Hydrochloride 25 MG,Amitriptyline,25,,,
500645,710062,710130,Clinical Drug,|,Saroten Retard,370,25 mg,25,depotkapsler,|,Amitriptyline 25 MG Oral Capsule,Amitriptyline,25,,,19082168
500645,710062,19104207,Clinical Drug,|,Saroten Retard,370,25 mg,25,depotkapsler,|,Amitriptyline 25 MG/ML Injectable Solution,Amitriptyline,,25,,19082103
500645,710062,40162716,Clinical Drug,|,Saroten Retard,370,25 mg,25,depotkapsler,|,Amitriptyline Hydrochloride 25 MG Extended Release Oral Capsule,Amitriptyline,25,,,19082077
500645,710062,40162717,Clinical Drug,|,Saroten Retard,370,25 mg,25,depotkapsler,|,Amitriptyline Hydrochloride 25 MG Oral Tablet,Amitriptyline,25,,,19082573
500645,710062,19085723,Clinical Drug Comp,|,Saroten Retard,370,25 mg,25,depotkapsler,|,Amitriptyline 25 MG,Amitriptyline,25,,,
500645,710062,19109084,Clinical Drug Comp,|,Saroten Retard,370,25 mg,25,depotkapsler,|,Amitriptyline 25 MG/ML,Amitriptyline,,25,,
500645,710062,40162700,Clinical Drug Comp,|,Saroten Retard,370,25 mg,25,depotkapsler,|,Amitriptyline Hydrochloride 25 MG,Amitriptyline,25,,,
500660,710062,40162728,Clinical Drug,|,Saroten Retard,78,50 mg,50,depotkapsler,|,Amitriptyline Hydrochloride 50 MG Extended Release Oral Capsule,Amitriptyline,50,,,19082077
500660,710062,40162729,Clinical Drug,|,Saroten Retard,78,50 mg,50,depotkapsler,|,Amitriptyline Hydrochloride 50 MG Oral Tablet,Amitriptyline,50,,,19082573
500660,710062,40162724,Clinical Drug Comp,|,Saroten Retard,78,50 mg,50,depotkapsler,|,Amitriptyline Hydrochloride 50 MG,Amitriptyline,50,,,
500678,710062,40162728,Clinical Drug,|,Saroten Retard,790,50 mg,50,depotkapsler,|,Amitriptyline Hydrochloride 50 MG Extended Release Oral Capsule,Amitriptyline,50,,,19082077
500678,710062,40162729,Clinical Drug,|,Saroten Retard,790,50 mg,50,depotkapsler,|,Amitriptyline Hydrochloride 50 MG Oral Tablet,Amitriptyline,50,,,19082573
500678,710062,40162724,Clinical Drug Comp,|,Saroten Retard,790,50 mg,50,depotkapsler,|,Amitriptyline Hydrochloride 50 MG,Amitriptyline,50,,,
500751,,,,|,Confortid,44,50 mg,50,"kapsler, hÃ¥rde",|,,,,,,
500769,,,,|,Confortid,39,50 mg,50,"kapsler, hÃ¥rde",|,,,,,,
501460,,,,|,Kaliumklorid Duretter,28,1 g,1,depottabletter,|,,,,,,
502047,,,,|,"Madopar ""125""",223,100+25 mg,,"kapsler, hÃ¥rde",|,,,,,,
502076,1550557,45776347,Clinical Drug,|,"Prednisolon ""DAK""",31,5 mg,5,tabletter,|,Prednisolone sodium phosphate 5 MG/ML Ophthalmic Solution,prednisolone,,5,,19129634
502076,1550557,19007007,Clinical Drug,|,"Prednisolon ""DAK""",31,5 mg,5,tabletter,|,prednisolone 5 MG Delayed Release Oral Tablet,prednisolone,5,,,19001949
502076,1550557,19007008,Clinical Drug,|,"Prednisolon ""DAK""",31,5 mg,5,tabletter,|,prednisolone 5 MG Disintegrating Oral Tablet,prednisolone,5,,,19082076
502076,1550557,1550560,Clinical Drug,|,"Prednisolon ""DAK""",31,5 mg,5,tabletter,|,prednisolone 5 MG Oral Tablet,prednisolone,5,,,19082573
502076,1550557,19063881,Clinical Drug,|,"Prednisolon ""DAK""",31,5 mg,5,tabletter,|,prednisolone 5 MG Rectal Suppository,prednisolone,5,,,19082200
502076,1550557,1550774,Clinical Drug,|,"Prednisolon ""DAK""",31,5 mg,5,tabletter,|,prednisolone 5 MG/ML Ophthalmic Solution,prednisolone,,5,,19129634
502076,1550557,19022611,Clinical Drug,|,"Prednisolon ""DAK""",31,5 mg,5,tabletter,|,prednisolone 5 MG/ML Ophthalmic Suspension,prednisolone,,5,,19082167
502076,1550557,19061583,Clinical Drug,|,"Prednisolon ""DAK""",31,5 mg,5,tabletter,|,prednisolone 5 MG/ML Oral Solution,prednisolone,,5,,19082170
502076,1550557,19002161,Clinical Drug,|,"Prednisolon ""DAK""",31,5 mg,5,tabletter,|,prednisolone 5 MG/ML Otic Solution,prednisolone,,5,,19082195
502076,1550557,19108522,Clinical Drug,|,"Prednisolon ""DAK""",31,5 mg,5,tabletter,|,prednisolone 5 MG/ML Topical Cream,prednisolone,,5,,19082224
502076,1550557,19040242,Clinical Drug,|,"Prednisolon ""DAK""",31,5 mg,5,tabletter,|,prednisolone acetate 5 MG Oral Tablet,prednisolone,5,,,19082573
502076,1550557,40226258,Clinical Drug Comp,|,"Prednisolon ""DAK""",31,5 mg,5,tabletter,|,Prednisolone sodium phosphate 5 MG/ML,prednisolone,,5,,
502076,1550557,1550777,Clinical Drug Comp,|,"Prednisolon ""DAK""",31,5 mg,5,tabletter,|,prednisolone 5 MG,prednisolone,5,,,
502076,1550557,1550917,Clinical Drug Comp,|,"Prednisolon ""DAK""",31,5 mg,5,tabletter,|,prednisolone 5 MG/ML,prednisolone,,5,,
502076,1550557,19095812,Clinical Drug Comp,|,"Prednisolon ""DAK""",31,5 mg,5,tabletter,|,prednisolone acetate 5 MG,prednisolone,5,,,
502076,1550557,40171296,Clinical Drug Comp,|,"Prednisolon ""DAK""",31,5 mg,5,tabletter,|,prednisolone acetate 5 MG/ML,prednisolone,,5,,
502120,,,,|,Rocilin,36,500.000 IE/ml,500000,"granulat til orale drÃ¥ber, oplÃ¸sning",|,,,,,,
502245,,,,|,Lanzo,36,30 mg,30,granulat til oral suspension,|,,,,,,
502278,,,,|,Roscal,26,25 MG,25,tabletter,|,,,,,,
502526,,,,|,Becotide Nasal,29,50 mikg/dosis,50,nÃ¦seaerosol,|,,,,,,
502633,794147,42800984,Clinical Drug,|,Ludiomil,100,25 mg,25,filmovertrukne tabletter,|,Maprotiline Hydrochloride 25 MG Oral Tablet,Maprotiline,25,,,19082573
502633,794147,42800983,Clinical Drug Comp,|,Ludiomil,100,25 mg,25,filmovertrukne tabletter,|,Maprotiline Hydrochloride 25 MG,Maprotiline,25,,,
502684,,,,|,Xamiol,30,"50 mikrog/g+0,5 mg/g",,gel,|,,,,,,
502690,,,,|,Nirulid,139,5 mg,5,tabletter,|,,,,,,
502802,,,,|,Ancozan Comp,60,100+25 mg,,filmovertrukne tabletter,|,,,,,,
503096,1334456,1334494,Clinical Drug,|,"Ramipril ""Krka""",47,10 mg,10,tabletter,|,Ramipril 10 MG Oral Capsule,Ramipril,10,,,19082168
503096,1334456,19102170,Clinical Drug,|,"Ramipril ""Krka""",47,10 mg,10,tabletter,|,Ramipril 10 MG Oral Tablet,Ramipril,10,,,19082573
503096,1334456,1334496,Clinical Drug Comp,|,"Ramipril ""Krka""",47,10 mg,10,tabletter,|,Ramipril 10 MG,Ramipril,10,,,
503144,,,,|,Allocodan,157,300 mg,300,tabletter,|,,,,,,
503169,,,,|,Allocodan,42,300 mg,300,tabletter,|,,,,,,
503284,,,,|,Pinex,166,500 mg,500,filmovertrukne tabletter,|,,,,,,
503342,,,,|,Burinex Med Kaliumklorid,252,"0,5 mg + 573 mg",,overtrukne tabletter,|,,,,,,
503358,1307046,40167213,Clinical Drug,|,"Metoprololsuccinat ""Teva""",53,25 mg,25,depottabletter,|,Metoprolol Tartrate 25 MG Oral Tablet,Metoprolol,25,,,19082573
503358,1307046,40167211,Clinical Drug,|,"Metoprololsuccinat ""Teva""",53,25 mg,25,depottabletter,|,metoprolol succinate 25 MG Extended Release Oral Tablet,Metoprolol,25,,,19082079
