dosf_lt,dosf_lt_corrected,dosf_lt_en,frequency,concept_id,concept_name,lev_score
"lyofilisat og suspension til injektionsvÃ¦ske, suspension","lyofilisat og suspension til injektionsvæske, suspension",Lyophilisate and suspension for suspension for injection,1,45775490,granules for oral suspension,39
"lyofilisat og suspension til injektionsvÃ¦ske, suspension","lyofilisat og suspension til injektionsvæske, suspension",Lyophilisate and suspension for suspension for injection,1,19095914,intramuscular suspension,39
"lyofilisat og suspension til injektionsvÃ¦ske, suspension","lyofilisat og suspension til injektionsvæske, suspension",Lyophilisate and suspension for suspension for injection,1,19095915,intravenous suspension,39
"lyofilisat og suspension til injektionsvÃ¦ske, suspension","lyofilisat og suspension til injektionsvæske, suspension",Lyophilisate and suspension for suspension for injection,1,19059413,ophthalmic irrigation solution,39
"lyofilisat og suspension til injektionsvÃ¦ske, suspension","lyofilisat og suspension til injektionsvæske, suspension",Lyophilisate and suspension for suspension for injection,1,19082167,ophthalmic suspension,39
"lyofilisat og suspension til injektionsvÃ¦ske, suspension","lyofilisat og suspension til injektionsvæske, suspension",Lyophilisate and suspension for suspension for injection,1,45775489,granules for oral solution,40
"lyofilisat og suspension til injektionsvÃ¦ske, suspension","lyofilisat og suspension til injektionsvæske, suspension",Lyophilisate and suspension for suspension for injection,1,45775492,powder for oral suspension,40
"lyofilisat og suspension til injektionsvÃ¦ske, suspension","lyofilisat og suspension til injektionsvæske, suspension",Lyophilisate and suspension for suspension for injection,1,45775488,powder for nasal solution,41
"lyofilisat til injektionsvÃ¦ske, oplÃ¸sning","lyofilisat til injektionsvæske, opløsning",lyophilisate for solution for injection,1,19059413,ophthalmic irrigation solution,24
"lyofilisat til injektionsvÃ¦ske, oplÃ¸sning","lyofilisat til injektionsvæske, opløsning",lyophilisate for solution for injection,1,45775489,granules for oral solution,25
"lyofilisat til injektionsvÃ¦ske, oplÃ¸sning","lyofilisat til injektionsvæske, opløsning",lyophilisate for solution for injection,1,45775490,granules for oral suspension,26
"lyofilisat til injektionsvÃ¦ske, oplÃ¸sning","lyofilisat til injektionsvæske, opløsning",lyophilisate for solution for injection,1,19016586,irrigation solution,26
"lyofilisat til injektionsvÃ¦ske, oplÃ¸sning","lyofilisat til injektionsvæske, opløsning",lyophilisate for solution for injection,1,19129634,ophthalmic solution,26
"lyofilisat til injektionsvÃ¦ske, oplÃ¸sning","lyofilisat til injektionsvæske, opløsning",lyophilisate for solution for injection,1,45775491,powder for oral solution,26
"lyofilisat til injektionsvÃ¦ske, oplÃ¸sning","lyofilisat til injektionsvæske, opløsning",lyophilisate for solution for injection,1,19082228,topical solution,26
"lyofilisat til injektionsvÃ¦ske, oplÃ¸sning","lyofilisat til injektionsvæske, opløsning",lyophilisate for solution for injection,1,19082258,gas for inhalation,27
"lyofilisat til injektionsvÃ¦ske, oplÃ¸sning","lyofilisat til injektionsvæske, opløsning",lyophilisate for solution for injection,1,19082105,intraperitoneal solution,27
matrix til implantation,matrix til implantation,matrix for implantation,1,19082258,gas for inhalation,10
matrix til implantation,matrix til implantation,matrix for implantation,1,19124968,drug implant,14
matrix til implantation,matrix til implantation,matrix for implantation,1,19082195,otic solution,14
matrix til implantation,matrix til implantation,matrix for implantation,1,45775491,powder for oral solution,14
matrix til implantation,matrix til implantation,matrix for implantation,1,45775489,granules for oral solution,15
matrix til implantation,matrix til implantation,matrix for implantation,1,19082106,intravenous solution,15
matrix til implantation,matrix til implantation,matrix for implantation,1,19016586,irrigation solution,15
matrix til implantation,matrix til implantation,matrix for implantation,1,19082196,otic suspension,15
matrix til implantation,matrix til implantation,matrix for implantation,1,45775488,powder for nasal solution,15
mundhulepasta,mundhulepasta,oral cavity pasta,1,19095918,oral paste,8
mundhulepasta,mundhulepasta,oral cavity pasta,1,19082168,oral capsule,9
mundhulepasta,mundhulepasta,oral cavity pasta,1,19111148,oral crystals,9
mundhulepasta,mundhulepasta,oral cavity pasta,1,19082169,oral cream,10
mundhulepasta,mundhulepasta,oral cavity pasta,1,19095975,oral ointment,10
mundhulepasta,mundhulepasta,oral cavity pasta,1,19126316,oral strip,10
mundhulepasta,mundhulepasta,oral cavity pasta,1,19082573,oral tablet,10
mundhulepasta,mundhulepasta,oral cavity pasta,1,19095971,oral foam,11
mundhulepasta,mundhulepasta,oral cavity pasta,1,19095911,oral spray,11
olie,olie,oil,1,40228565,oil,0
olie,olie,oil,1,19112544,gel,2
olie,olie,oil,1,19082653,bar,3
olie,olie,oil,1,19082630,disk,3
olie,olie,oil,1,19082102,foam,3
olie,olie,oil,1,40228366,gas,3
olie,olie,oil,1,19111155,solid,3
olie,olie,oil,1,19011932,lotion,4
olie,olie,oil,1,19127776,pack,4
"oplÃ¸selige tabletter og pulver til oral oplÃ¸sning, kombinationspakning","opløselige tabletter og pulver til oral opløsning, kombinationspakning","soluble tablets and powder for oral solution, combination pack",1,45775491,powder for oral solution,38
"oplÃ¸selige tabletter og pulver til oral oplÃ¸sning, kombinationspakning","opløselige tabletter og pulver til oral opløsning, kombinationspakning","soluble tablets and powder for oral solution, combination pack",1,45775492,powder for oral suspension,40
"oplÃ¸selige tabletter og pulver til oral oplÃ¸sning, kombinationspakning","opløselige tabletter og pulver til oral opløsning, kombinationspakning","soluble tablets and powder for oral solution, combination pack",1,45775489,granules for oral solution,41
"oplÃ¸selige tabletter og pulver til oral oplÃ¸sning, kombinationspakning","opløselige tabletter og pulver til oral opløsning, kombinationspakning","soluble tablets and powder for oral solution, combination pack",1,45775488,powder for nasal solution,41
"oplÃ¸selige tabletter og pulver til oral oplÃ¸sning, kombinationspakning","opløselige tabletter og pulver til oral opløsning, kombinationspakning","soluble tablets and powder for oral solution, combination pack",1,45775490,granules for oral suspension,43
"oplÃ¸selige tabletter og pulver til oral oplÃ¸sning, kombinationspakning","opløselige tabletter og pulver til oral opløsning, kombinationspakning","soluble tablets and powder for oral solution, combination pack",1,19082110,mucous membrane topical solution,44
"oplÃ¸selige tabletter og pulver til oral oplÃ¸sning, kombinationspakning","opløselige tabletter og pulver til oral opløsning, kombinationspakning","soluble tablets and powder for oral solution, combination pack",1,19082105,intraperitoneal solution,45
"oplÃ¸selige tabletter og pulver til oral oplÃ¸sning, kombinationspakning","opløselige tabletter og pulver til oral opløsning, kombinationspakning","soluble tablets and powder for oral solution, combination pack",1,19059413,ophthalmic irrigation solution,45
"oplÃ¸selige tabletter og pulver til oral oplÃ¸sning, kombinationspakning","opløselige tabletter og pulver til oral opløsning, kombinationspakning","soluble tablets and powder for oral solution, combination pack",1,19135439,augmented topical lotion,46
oplÃ¸seligt pulver,opløseligt pulver,soluble powder,1,19095976,oral powder,5
oplÃ¸seligt pulver,opløseligt pulver,soluble powder,1,19082198,rectal powder,6
oplÃ¸seligt pulver,opløseligt pulver,soluble powder,1,19082286,topical powder,6
oplÃ¸seligt pulver,opløseligt pulver,soluble powder,1,19082230,vaginal powder,7
oplÃ¸seligt pulver,opløseligt pulver,soluble powder,1,19082259,inhalant powder,8
oplÃ¸seligt pulver,opløseligt pulver,soluble powder,1,19135790,powder,8
oplÃ¸seligt pulver,opløseligt pulver,soluble powder,1,19095918,oral paste,9
oplÃ¸seligt pulver,opløseligt pulver,soluble powder,1,19082652,oral pellet,9
oplÃ¸seligt pulver,opløseligt pulver,soluble powder,1,19111276,solution,9
oplÃ¸sning til lokal anvendelse (tÃ¸rstof),opløsning til lokal anvendelse (tørstof),solution for topical use (dry matter),1,19135438,augmented topical cream,24
oplÃ¸sning til lokal anvendelse (tÃ¸rstof),opløsning til lokal anvendelse (tørstof),solution for topical use (dry matter),1,19135440,augmented topical ointment,24
oplÃ¸sning til lokal anvendelse (tÃ¸rstof),opløsning til lokal anvendelse (tørstof),solution for topical use (dry matter),1,19135446,augmented topical gel,25
oplÃ¸sning til lokal anvendelse (tÃ¸rstof),opløsning til lokal anvendelse (tørstof),solution for topical use (dry matter),1,19135439,augmented topical lotion,25
oplÃ¸sning til lokal anvendelse (tÃ¸rstof),opløsning til lokal anvendelse (tørstof),solution for topical use (dry matter),1,45775491,powder for oral solution,25
oplÃ¸sning til lokal anvendelse (tÃ¸rstof),opløsning til lokal anvendelse (tørstof),solution for topical use (dry matter),1,45775489,granules for oral solution,26
oplÃ¸sning til lokal anvendelse (tÃ¸rstof),opløsning til lokal anvendelse (tørstof),solution for topical use (dry matter),1,45775488,powder for nasal solution,26
oplÃ¸sning til lokal anvendelse (tÃ¸rstof),opløsning til lokal anvendelse (tørstof),solution for topical use (dry matter),1,45775492,powder for oral suspension,26
oplÃ¸sning til lokal anvendelse (tÃ¸rstof),opløsning til lokal anvendelse (tørstof),solution for topical use (dry matter),1,19082286,topical powder,26
oral suspension i brev,oral suspension i brev,oral suspension in letter,1,19082191,oral suspension,10
oral suspension i brev,oral suspension i brev,oral suspension in letter,1,19095977,nasal suspension,13
oral suspension i brev,oral suspension i brev,oral suspension in letter,1,19082196,otic suspension,13
oral suspension i brev,oral suspension i brev,oral suspension in letter,1,19082221,rectal suspension,14
oral suspension i brev,oral suspension i brev,oral suspension in letter,1,46234410,topical suspension,14
oral suspension i brev,oral suspension i brev,oral suspension in letter,1,19095975,oral ointment,15
oral suspension i brev,oral suspension i brev,oral suspension in letter,1,19082652,oral pellet,15
oral suspension i brev,oral suspension i brev,oral suspension in letter,1,19001144,suspension,15
oral suspension i brev,oral suspension i brev,oral suspension in letter,1,19082170,oral solution,16
"orale drÃ¥ber, emulsion","orale dråber, emulsion","oral drops, emulsion",1,19082191,oral suspension,9
"orale drÃ¥ber, emulsion","orale dråber, emulsion","oral drops, emulsion",1,19082170,oral solution,10
"orale drÃ¥ber, emulsion","orale dråber, emulsion","oral drops, emulsion",1,19082168,oral capsule,11
"orale drÃ¥ber, emulsion","orale dråber, emulsion","oral drops, emulsion",1,19111148,oral crystals,11
"orale drÃ¥ber, emulsion","orale dråber, emulsion","oral drops, emulsion",1,19095977,nasal suspension,12
"orale drÃ¥ber, emulsion","orale dråber, emulsion","oral drops, emulsion",1,19082651,oral granules,12
"orale drÃ¥ber, emulsion","orale dråber, emulsion","oral drops, emulsion",1,19082652,oral pellet,12
"orale drÃ¥ber, emulsion","orale dråber, emulsion","oral drops, emulsion",1,19082196,otic suspension,12
"orale drÃ¥ber, emulsion","orale dråber, emulsion","oral drops, emulsion",1,19095976,oral powder,13
"oralt pulver, oplÃ¸seligt","oralt pulver, opløseligt","oral powder, soluble",1,19095976,oral powder,9
"oralt pulver, oplÃ¸seligt","oralt pulver, opløseligt","oral powder, soluble",1,19127579,dry powder inhaler,10
"oralt pulver, oplÃ¸seligt","oralt pulver, opløseligt","oral powder, soluble",1,19082168,oral capsule,11
"oralt pulver, oplÃ¸seligt","oralt pulver, opløseligt","oral powder, soluble",1,19082652,oral pellet,11
"oralt pulver, oplÃ¸seligt","oralt pulver, opløseligt","oral powder, soluble",1,19111148,oral crystals,12
"oralt pulver, oplÃ¸seligt","oralt pulver, opløseligt","oral powder, soluble",1,19082651,oral granules,12
"oralt pulver, oplÃ¸seligt","oralt pulver, opløseligt","oral powder, soluble",1,19082253,oral lozenge,12
"oralt pulver, oplÃ¸seligt","oralt pulver, opløseligt","oral powder, soluble",1,19095918,oral paste,12
"oralt pulver, oplÃ¸seligt","oralt pulver, opløseligt","oral powder, soluble",1,19082281,powder spray,12
organopbevaringsvÃ¦ske,organopbevaringsvæske,organ preservation fluid,1,19082170,oral solution,15
organopbevaringsvÃ¦ske,organopbevaringsvæske,organ preservation fluid,1,19127579,dry powder inhaler,16
organopbevaringsvÃ¦ske,organopbevaringsvæske,organ preservation fluid,1,19016586,irrigation solution,16
organopbevaringsvÃ¦ske,organopbevaringsvæske,organ preservation fluid,1,19111148,oral crystals,16
organopbevaringsvÃ¦ske,organopbevaringsvæske,organ preservation fluid,1,19082651,oral granules,16
organopbevaringsvÃ¦ske,organopbevaringsvæske,organ preservation fluid,1,19082191,oral suspension,16
organopbevaringsvÃ¦ske,organopbevaringsvæske,organ preservation fluid,1,19082165,nasal solution,17
organopbevaringsvÃ¦ske,organopbevaringsvæske,organ preservation fluid,1,19082169,oral cream,17
organopbevaringsvÃ¦ske,organopbevaringsvæske,organ preservation fluid,1,19082195,otic solution,17
pasta til rÃ¸ntgenundersÃ¸gelse,pasta til røntgenundersøgelse,pasta radiography,1,19011167,nasal spray,11
pasta til rÃ¸ntgenundersÃ¸gelse,pasta til røntgenundersøgelse,pasta radiography,1,19057400,bar soap,12
pasta til rÃ¸ntgenundersÃ¸gelse,pasta til røntgenundersøgelse,pasta radiography,1,46234468,cartridge,12
pasta til rÃ¸ntgenundersÃ¸gelse,pasta til røntgenundersøgelse,pasta radiography,1,19126919,nasal inhaler,12
pasta til rÃ¸ntgenundersÃ¸gelse,pasta til røntgenundersøgelse,pasta radiography,1,19095911,oral spray,12
pasta til rÃ¸ntgenundersÃ¸gelse,pasta til røntgenundersøgelse,pasta radiography,1,19082281,powder spray,12
pasta til rÃ¸ntgenundersÃ¸gelse,pasta til røntgenundersøgelse,pasta radiography,1,19082199,rectal spray,12
pasta til rÃ¸ntgenundersÃ¸gelse,pasta til røntgenundersøgelse,pasta radiography,1,19112649,vaginal spray,12
pasta til rÃ¸ntgenundersÃ¸gelse,pasta til røntgenundersøgelse,pasta radiography,1,19095912,topical spray,13
pasta/cement,pasta/cement,pasta / cement,1,19082164,nasal ointment,7
pasta/cement,pasta/cement,pasta / cement,1,19124967,cement,8
pasta/cement,pasta/cement,pasta / cement,1,19082161,nasal cream,8
pasta/cement,pasta/cement,pasta / cement,1,19082282,rectal ointment,8
pasta/cement,pasta/cement,pasta / cement,1,19082163,nasal gel,9
pasta/cement,pasta/cement,pasta / cement,1,19082162,nasal inhalant,9
pasta/cement,pasta/cement,pasta / cement,1,19082194,otic ointment,9
pasta/cement,pasta/cement,pasta / cement,1,19082197,rectal cream,9
pasta/cement,pasta/cement,pasta / cement,1,19082287,vaginal ointment,9
periodontalgel,periodontalgel,periodontalgel,1,19095917,rectal gel,8
periodontalgel,periodontalgel,periodontalgel,1,19010880,vaginal gel,8
periodontalgel,periodontalgel,periodontalgel,1,19095916,oral gel,9
periodontalgel,periodontalgel,periodontalgel,1,19095973,topical gel,9
periodontalgel,periodontalgel,periodontalgel,1,19095974,urethral gel,9
periodontalgel,periodontalgel,periodontalgel,1,19018195,inhalant,10
periodontalgel,periodontalgel,periodontalgel,1,19082163,nasal gel,10
periodontalgel,periodontalgel,periodontalgel,1,19082573,oral tablet,10
periodontalgel,periodontalgel,periodontalgel,1,19010962,vaginal tablet,10
peritonaeldialysevÃ¦ske,peritonaeldialysevæske,peritonaeldialysevæske,1,19082168,oral capsule,16
peritonaeldialysevÃ¦ske,peritonaeldialysevæske,peritonaeldialysevæske,1,19111148,oral crystals,16
peritonaeldialysevÃ¦ske,peritonaeldialysevæske,peritonaeldialysevæske,1,19082101,oral flakes,16
peritonaeldialysevÃ¦ske,peritonaeldialysevæske,peritonaeldialysevæske,1,19082253,oral lozenge,16
peritonaeldialysevÃ¦ske,peritonaeldialysevæske,peritonaeldialysevæske,1,19095918,oral paste,16
peritonaeldialysevÃ¦ske,peritonaeldialysevæske,peritonaeldialysevæske,1,19126920,prefilled syringe,16
peritonaeldialysevÃ¦ske,peritonaeldialysevæske,peritonaeldialysevæske,1,19082628,topical cake,16
peritonaeldialysevÃ¦ske,peritonaeldialysevæske,peritonaeldialysevæske,1,19010962,vaginal tablet,16
peritonaeldialysevÃ¦ske,peritonaeldialysevæske,peritonaeldialysevæske,1,19008697,medicated shampoo,17
"peritonealdialysevÃ¦ske, oplÃ¸sning","peritonealdialysevæske, opløsning",peritoneal dialysis solution,1,19095898,inhalant solution,14
"peritonealdialysevÃ¦ske, oplÃ¸sning","peritonealdialysevæske, opløsning",peritoneal dialysis solution,1,19082105,intraperitoneal solution,14
"peritonealdialysevÃ¦ske, oplÃ¸sning","peritonealdialysevæske, opløsning",peritoneal dialysis solution,1,19016586,irrigation solution,15
"peritonealdialysevÃ¦ske, oplÃ¸sning","peritonealdialysevæske, opløsning",peritoneal dialysis solution,1,19082165,nasal solution,15
"peritonealdialysevÃ¦ske, oplÃ¸sning","peritonealdialysevæske, opløsning",peritoneal dialysis solution,1,19129634,ophthalmic solution,15
"peritonealdialysevÃ¦ske, oplÃ¸sning","peritonealdialysevæske, opløsning",peritoneal dialysis solution,1,45775488,powder for nasal solution,15
"peritonealdialysevÃ¦ske, oplÃ¸sning","peritonealdialysevæske, opløsning",peritoneal dialysis solution,1,45775491,powder for oral solution,15
"peritonealdialysevÃ¦ske, oplÃ¸sning","peritonealdialysevæske, opløsning",peritoneal dialysis solution,1,19082283,rectal solution,15
"peritonealdialysevÃ¦ske, oplÃ¸sning","peritonealdialysevæske, opløsning",peritoneal dialysis solution,1,19082228,topical solution,15
"piller, overtrukne","piller, overtrukne","pills, coated",1,19082101,oral flakes,9
"piller, overtrukne","piller, overtrukne","pills, coated",1,19095971,oral foam,9
"piller, overtrukne","piller, overtrukne","pills, coated",1,19095918,oral paste,9
"piller, overtrukne","piller, overtrukne","pills, coated",1,19095976,oral powder,9
"piller, overtrukne","piller, overtrukne","pills, coated",1,19082251,oral wafer,9
"piller, overtrukne","piller, overtrukne","pills, coated",1,19102295,paste,9
"piller, overtrukne","piller, overtrukne","pills, coated",1,19082628,topical cake,9
"piller, overtrukne","piller, overtrukne","pills, coated",1,19057400,bar soap,10
"piller, overtrukne","piller, overtrukne","pills, coated",1,19111155,solid,10
"pour-on, suspension","pour-on, suspension","pour-on, suspension",1,19082191,oral suspension,6
"pour-on, suspension","pour-on, suspension","pour-on, suspension",1,19082196,otic suspension,7
"pour-on, suspension","pour-on, suspension","pour-on, suspension",1,46234410,topical suspension,7
"pour-on, suspension","pour-on, suspension","pour-on, suspension",1,19095977,nasal suspension,8
"pour-on, suspension","pour-on, suspension","pour-on, suspension",1,19082221,rectal suspension,8
"pour-on, suspension","pour-on, suspension","pour-on, suspension",1,19095915,intravenous suspension,9
"pour-on, suspension","pour-on, suspension","pour-on, suspension",1,19082167,ophthalmic suspension,9
"pour-on, suspension","pour-on, suspension","pour-on, suspension",1,19001144,suspension,9
"pour-on, suspension","pour-on, suspension","pour-on, suspension",1,19082104,injectable suspension,10
"pulver og oplÃ¸sning til injektionsvÃ¦ske, oplÃ¸sning","pulver og opløsning til injektionsvæske, opløsning",powder and solvent for solution for injection,1,45775488,powder for nasal solution,27
"pulver og oplÃ¸sning til injektionsvÃ¦ske, oplÃ¸sning","pulver og opløsning til injektionsvæske, opløsning",powder and solvent for solution for injection,1,45775491,powder for oral solution,27
"pulver og oplÃ¸sning til injektionsvÃ¦ske, oplÃ¸sning","pulver og opløsning til injektionsvæske, opløsning",powder and solvent for solution for injection,1,45775489,granules for oral solution,28
"pulver og oplÃ¸sning til injektionsvÃ¦ske, oplÃ¸sning","pulver og opløsning til injektionsvæske, opløsning",powder and solvent for solution for injection,1,45775492,powder for oral suspension,28
"pulver og oplÃ¸sning til injektionsvÃ¦ske, oplÃ¸sning","pulver og opløsning til injektionsvæske, opløsning",powder and solvent for solution for injection,1,45775490,granules for oral suspension,29
"pulver og oplÃ¸sning til injektionsvÃ¦ske, oplÃ¸sning","pulver og opløsning til injektionsvæske, opløsning",powder and solvent for solution for injection,1,19059413,ophthalmic irrigation solution,30
"pulver og oplÃ¸sning til injektionsvÃ¦ske, oplÃ¸sning","pulver og opløsning til injektionsvæske, opløsning",powder and solvent for solution for injection,1,19082106,intravenous solution,31
"pulver og oplÃ¸sning til injektionsvÃ¦ske, oplÃ¸sning","pulver og opløsning til injektionsvæske, opløsning",powder and solvent for solution for injection,1,19082192,orderable drug form,31
"pulver og oplÃ¸sning til injektionsvÃ¦ske, oplÃ¸sning","pulver og opløsning til injektionsvæske, opløsning",powder and solvent for solution for injection,1,19095913,intramuscular solution,32
"pulver og solvens til injektionsvÃ¦ske, dispergering","pulver og solvens til injektionsvæske, dispergering",powder and solvent for solution for injection dispersion,1,45775492,powder for oral suspension,35
"pulver og solvens til injektionsvÃ¦ske, dispergering","pulver og solvens til injektionsvæske, dispergering",powder and solvent for solution for injection dispersion,1,45775490,granules for oral suspension,36
"pulver og solvens til injektionsvÃ¦ske, dispergering","pulver og solvens til injektionsvæske, dispergering",powder and solvent for solution for injection dispersion,1,45775488,powder for nasal solution,38
"pulver og solvens til injektionsvÃ¦ske, dispergering","pulver og solvens til injektionsvæske, dispergering",powder and solvent for solution for injection dispersion,1,45775491,powder for oral solution,38
"pulver og solvens til injektionsvÃ¦ske, dispergering","pulver og solvens til injektionsvæske, dispergering",powder and solvent for solution for injection dispersion,1,45775489,granules for oral solution,39
"pulver og solvens til injektionsvÃ¦ske, dispergering","pulver og solvens til injektionsvæske, dispergering",powder and solvent for solution for injection dispersion,1,19082080,extended release suspension,40
"pulver og solvens til injektionsvÃ¦ske, dispergering","pulver og solvens til injektionsvæske, dispergering",powder and solvent for solution for injection dispersion,1,19059413,ophthalmic irrigation solution,40
"pulver og solvens til injektionsvÃ¦ske, dispergering","pulver og solvens til injektionsvæske, dispergering",powder and solvent for solution for injection dispersion,1,19095915,intravenous suspension,41
"pulver og solvens til injektionsvÃ¦ske, dispergering","pulver og solvens til injektionsvæske, dispergering",powder and solvent for solution for injection dispersion,1,19082191,oral suspension,42
pulver og solvens til oplÃ¸sning til intravesikal anvendelse,pulver og solvens til opløsning til intravesikal anvendelse,powder and solvent for solution for intravesical use,1,45775488,powder for nasal solution,34
pulver og solvens til oplÃ¸sning til intravesikal anvendelse,pulver og solvens til opløsning til intravesikal anvendelse,powder and solvent for solution for intravesical use,1,45775491,powder for oral solution,34
pulver og solvens til oplÃ¸sning til intravesikal anvendelse,pulver og solvens til opløsning til intravesikal anvendelse,powder and solvent for solution for intravesical use,1,45775492,powder for oral suspension,36
pulver og solvens til oplÃ¸sning til intravesikal anvendelse,pulver og solvens til opløsning til intravesikal anvendelse,powder and solvent for solution for intravesical use,1,19082255,delayed release oral capsule,37
pulver og solvens til oplÃ¸sning til intravesikal anvendelse,pulver og solvens til opløsning til intravesikal anvendelse,powder and solvent for solution for intravesical use,1,19082077,extended release oral capsule,37
pulver og solvens til oplÃ¸sning til intravesikal anvendelse,pulver og solvens til opløsning til intravesikal anvendelse,powder and solvent for solution for intravesical use,1,45775489,granules for oral solution,37
pulver og solvens til oplÃ¸sning til intravesikal anvendelse,pulver og solvens til opløsning til intravesikal anvendelse,powder and solvent for solution for intravesical use,1,45775490,granules for oral suspension,37
pulver og solvens til oplÃ¸sning til intravesikal anvendelse,pulver og solvens til opløsning til intravesikal anvendelse,powder and solvent for solution for intravesical use,1,44817840,effervescent oral tablet,38
pulver og solvens til oplÃ¸sning til intravesikal anvendelse,pulver og solvens til opløsning til intravesikal anvendelse,powder and solvent for solution for intravesical use,1,19082106,intravenous solution,38
pulver og solvens til oplÃ¸sning til nebulisator,pulver og solvens til opløsning til nebulisator,powder and solvent for nebuliser solution,1,45775488,powder for nasal solution,19
pulver og solvens til oplÃ¸sning til nebulisator,pulver og solvens til opløsning til nebulisator,powder and solvent for nebuliser solution,1,45775491,powder for oral solution,20
pulver og solvens til oplÃ¸sning til nebulisator,pulver og solvens til opløsning til nebulisator,powder and solvent for nebuliser solution,1,45775489,granules for oral solution,21
pulver og solvens til oplÃ¸sning til nebulisator,pulver og solvens til opløsning til nebulisator,powder and solvent for nebuliser solution,1,19082106,intravenous solution,24
pulver og solvens til oplÃ¸sning til nebulisator,pulver og solvens til opløsning til nebulisator,powder and solvent for nebuliser solution,1,45775492,powder for oral suspension,24
pulver og solvens til oplÃ¸sning til nebulisator,pulver og solvens til opløsning til nebulisator,powder and solvent for nebuliser solution,1,45775490,granules for oral suspension,25
pulver og solvens til oplÃ¸sning til nebulisator,pulver og solvens til opløsning til nebulisator,powder and solvent for nebuliser solution,1,19082105,intraperitoneal solution,25
pulver og solvens til oplÃ¸sning til nebulisator,pulver og solvens til opløsning til nebulisator,powder and solvent for nebuliser solution,1,19095913,intramuscular solution,26
pulver og solvens til oplÃ¸sning til nebulisator,pulver og solvens til opløsning til nebulisator,powder and solvent for nebuliser solution,1,19059413,ophthalmic irrigation solution,26
"pulver og solvens til tandkÃ¸dsgel, fyldt injektionssprÃ¸jte","pulver og solvens til tandkødsgel, fyldt injektionssprøjte",powder and solvent for tandkødsgel prefilled syringe,1,45775488,powder for nasal solution,35
"pulver og solvens til tandkÃ¸dsgel, fyldt injektionssprÃ¸jte","pulver og solvens til tandkødsgel, fyldt injektionssprøjte",powder and solvent for tandkødsgel prefilled syringe,1,45775492,powder for oral suspension,35
"pulver og solvens til tandkÃ¸dsgel, fyldt injektionssprÃ¸jte","pulver og solvens til tandkødsgel, fyldt injektionssprøjte",powder and solvent for tandkødsgel prefilled syringe,1,19126920,prefilled syringe,35
"pulver og solvens til tandkÃ¸dsgel, fyldt injektionssprÃ¸jte","pulver og solvens til tandkødsgel, fyldt injektionssprøjte",powder and solvent for tandkødsgel prefilled syringe,1,45775491,powder for oral solution,36
"pulver og solvens til tandkÃ¸dsgel, fyldt injektionssprÃ¸jte","pulver og solvens til tandkødsgel, fyldt injektionssprøjte",powder and solvent for tandkødsgel prefilled syringe,1,45775490,granules for oral suspension,37
"pulver og solvens til tandkÃ¸dsgel, fyldt injektionssprÃ¸jte","pulver og solvens til tandkødsgel, fyldt injektionssprøjte",powder and solvent for tandkødsgel prefilled syringe,1,19082255,delayed release oral capsule,38
"pulver og solvens til tandkÃ¸dsgel, fyldt injektionssprÃ¸jte","pulver og solvens til tandkødsgel, fyldt injektionssprøjte",powder and solvent for tandkødsgel prefilled syringe,1,44817840,effervescent oral tablet,38
"pulver og solvens til tandkÃ¸dsgel, fyldt injektionssprÃ¸jte","pulver og solvens til tandkødsgel, fyldt injektionssprøjte",powder and solvent for tandkødsgel prefilled syringe,1,45775489,granules for oral solution,38
"pulver og solvens til tandkÃ¸dsgel, fyldt injektionssprÃ¸jte","pulver og solvens til tandkødsgel, fyldt injektionssprøjte",powder and solvent for tandkødsgel prefilled syringe,1,19001949,delayed release oral tablet,39
"pulver og suspension til injektionsvÃ¦ske, suspension i fyldt injektionssprÃ¸jte","pulver og suspension til injektionsvæske, suspension i fyldt injektionssprøjte",powder and suspension for suspension for injection in pre-filled syringe,1,45775492,powder for oral suspension,52
"pulver og suspension til injektionsvÃ¦ske, suspension i fyldt injektionssprÃ¸jte","pulver og suspension til injektionsvæske, suspension i fyldt injektionssprøjte",powder and suspension for suspension for injection in pre-filled syringe,1,45775490,granules for oral suspension,54
"pulver og suspension til injektionsvÃ¦ske, suspension i fyldt injektionssprÃ¸jte","pulver og suspension til injektionsvæske, suspension i fyldt injektionssprøjte",powder and suspension for suspension for injection in pre-filled syringe,1,45775488,powder for nasal solution,54
"pulver og suspension til injektionsvÃ¦ske, suspension i fyldt injektionssprÃ¸jte","pulver og suspension til injektionsvæske, suspension i fyldt injektionssprøjte",powder and suspension for suspension for injection in pre-filled syringe,1,45775489,granules for oral solution,55
"pulver og suspension til injektionsvÃ¦ske, suspension i fyldt injektionssprÃ¸jte","pulver og suspension til injektionsvæske, suspension i fyldt injektionssprøjte",powder and suspension for suspension for injection in pre-filled syringe,1,45775491,powder for oral solution,55
"pulver og suspension til injektionsvÃ¦ske, suspension i fyldt injektionssprÃ¸jte","pulver og suspension til injektionsvæske, suspension i fyldt injektionssprøjte",powder and suspension for suspension for injection in pre-filled syringe,1,19126920,prefilled syringe,55
"pulver og suspension til injektionsvÃ¦ske, suspension i fyldt injektionssprÃ¸jte","pulver og suspension til injektionsvæske, suspension i fyldt injektionssprøjte",powder and suspension for suspension for injection in pre-filled syringe,1,19082080,extended release suspension,56
