Drugid,Navn,,Lægemiddelform,Styrketekst,AktiveSubstanser,MftIndehaver,ATC-kode,Godkendt procedure,Godkendt rolle,Registreringsdato,Er i Medicinpriser,,Sidst opdateret: 15-03-2016
28103034098,Porcilis Pesti Vet.,,"injektionsvæske, emulsion",,"Klassisk svinepest virus (CSFV), E2 subunit antigen",Intervet International B.V.,QI09AD04,Central,MOD,09-06-2000,Nej,,
28101766994,Porcilis Porcoli,,injektionsvæske (vaccine),,"Escherichia coli, antigen 987P (F6), Escherichia coli, antigen K88ab (F4ab), Escherichia coli, antigen K88ac (F4ac), Escherichia coli, antigen K99 (F5), Escherichia coli, labilt toksin (LT), toxoid",Intervet International B.V.,QI09AB02,Central,MOD,01-03-1996,Nej,,
28103226801,Porcilis Porcoli Diluvac Forte,,"injektionsvæske, suspension",,"Escherichia coli, antigen 987P (F6), Escherichia coli, antigen K88ab (F4ab), Escherichia coli, antigen K88ac (F4ac), Escherichia coli, antigen K99 (F5), Escherichia coli, labilt toksin (LT), toxoid",Intervet International B.V.,QI09AB02,Central,MOD,22-05-2002,Ja,,
28103764405,Porcilis PRRS Vet.,,"lyofilisat og solvens til injektionsvæske, suspension",,"Porcint reproduktivt og respiratorisk syndrom (PRRS) virus, stamme DV (levende, svækket)",Intervet International B.V.,QI09AD03,National,DKMA,07-07-2006,Ja,,
28100650074,Porcilis T-Brand Vet.,,"injektionsvæske, suspension",,"Clostridium perfringens type B, stamme 553, beta toxoid, Clostridium perfringens type C, stamme 578, beta toxoid, Clostridium perfringens type D, stamme 603, epsilon toxoid, Clostridium tetani,  toxoid, veterinær til heste",Intervet International B.V.,QI09AB12,National,DKMA,30-10-1978,Ja,,
28105547314,Portrazza,,"koncentrat til infusionsvæske, opløsning",800 mg,necitumumab,Eli Lilly Netherland B.V.,L01XC22,Central,MOD,15-02-2016,Nej,,
28103701504,"Posaconazole ""SP""",,oral suspension,40 mg/ml,POSACONAZOL,SP Europe,J02AC04,Central,MOD,25-10-2005,Nej,,
28104034306,Posatex,,"øredråber, suspension","8,5+0,9+0,9 mg/ml","Mometasonfuroat, Orbifloxacin, POSACONAZOL",S-P Veterinary,QS02CA91,Central,MOD,23-06-2008,Nej,,
28100021255,Postafen,,tabletter,25 mg,Meclozinhydrochlorid,UCB Nordic A/S,R06AE05,National,DKMA,25-03-1955,Ja,,
28104752910,Potactasol,,"pulver til koncentrat til infusionsvæske, opløsning",1 mg,TOPOTECANHYDROCHLORID,Actavis Group PTC ehf.,L01XX17,Central,MOD,06-01-2011,Nej,,
28104753010,Potactasol,,"pulver til koncentrat til infusionsvæske, opløsning",4 mg,TOPOTECANHYDROCHLORID,Actavis Group PTC ehf.,L01XX17,Central,MOD,06-01-2011,Nej,,
28104863311,Poulvac E.coli,,lyofilisat til suspension til sprayvaccination,,"Escherichia coli, serotype O78, stamme EC34195, Live aroA gen deleteret",Zoetis Belgium SA,QI01AE04,Central,MOD,15-06-2012,Ja,,
28105196512,Poulvac IB QX,,lyofilisat til suspension,,"Aviær infektiøs bronchitisvirus, stamme L1148 (levende, svækket)",Zoetis Finland Oy,QI01AD07,MRP,CMS,27-05-2013,Ja,,
28105219313,Poulvac Marek CVI + HVT,,"koncentrat og solvens til injektionsvæske, suspension",,"Kalkunherpesvirus, stamme FC 126 (levende, svækket), Kyllingeherpesvirus, stamme CVI-988 (levende)",Zoetis Finland Oy,QI01AD03,MRP,CMS,29-10-2013,Nej,,
28104079207,Poulvac Pabac IV Vet.,,"injektionsvæske, emulsion",,"Pasteurella multocida serotype 3, stamme P-1059 (inaktiveret), Pasteurella multocida serotype 4, stamme P1662 (inaktiveret), Pasteurella multocida serotype A:3,4, stamme PM-1 (inaktiveret), Pasteurella multocida, serotype 1, stamme X-73 (inaktiveret)",Zoetis Finland Oy,QI01AB02,MRP,CMS,29-06-2007,Nej,,
28103167000,Poulvac TRT Vet,,pulver til opløsning til ocunasal anvendelse,,"Kalkun rhinotracheitisvirus, stamme clone K (levende, svækket)",Zoetis Finland Oy,QI01AD01,MRP,CMS,28-03-2001,Nej,,
28104875311,Powdox,,pulver til anvendelse i drikkevand,500 mg/g,DOXYCYCLINHYCLAT,"Vetpharma Animal Health, S.L.",QJ01AA02,Decentral procedure,CMS,28-11-2012,Ja,,
28104551009,Pracetam Vet.,,opløsning til anvendelse i drikkevand,200 mg/ml,PARACETAMOL,Laboratoires SOGEVAL,QN02BE01,MRP,CMS,22-06-2010,Ja,,
28104256307,Pracetam Vet.,,pulver til anvendelse i drikkevand,20 %,PARACETAMOL,Laboratoires SOGEVAL,QN02BE01,Decentral procedure,CMS,22-06-2010,Ja,,
28103805805,Prac-tic,,"spot-on, opløsning","137,5 mg",Pyriprol,Novartis Sanidad Animal S.L.,QP53AX26,Central,MOD,18-12-2006,Ja,,
28103805905,Prac-tic,,"spot-on, opløsning",275 mg,Pyriprol,Novartis Sanidad Animal S.L.,QP53AX26,Central,MOD,18-12-2006,Ja,,
28103805705,Prac-tic,,"spot-on, opløsning","56,25 mg",Pyriprol,Novartis Sanidad Animal S.L.,QP53AX26,Central,MOD,18-12-2006,Ja,,
28103806005,Prac-tic,,"spot-on, opløsning",625 mg,Pyriprol,Novartis Sanidad Animal S.L.,QP53AX26,Central,MOD,18-12-2006,Ja,,
28104075907,Pradaxa,,"kapsler, hårde",110 mg,Dabigatranetexilatmesilat,Boehringer Ingelheim Int. GmbH,B01AE07,Central,RAP,18-03-2008,Ja,,
28104629310,Pradaxa,,"kapsler, hårde",150 mg,Dabigatranetexilatmesilat,Boehringer Ingelheim Int. GmbH,B01AE07,Central,RAP,01-08-2011,Ja,,
28104075807,Pradaxa,,"kapsler, hårde",75 mg,Dabigatranetexilatmesilat,Boehringer Ingelheim Int. GmbH,B01AE07,Central,RAP,18-03-2008,Ja,,
28105680115,Praluent,,"injektionsvæske, opløsning, fyldt injektionssprøjte",150 mg,alirocumab,Sanofi-Aventis groupe,C10A,Central,MOD,23-09-2015,Nej,,
28105680015,Praluent,,"injektionsvæske, opløsning, fyldt injektionssprøjte",75 mg,alirocumab,Sanofi-Aventis groupe,C10A,Central,MOD,23-09-2015,Nej,,
28105547014,Praluent,,"injektionsvæske, opløsning, fyldt pen",150 mg,alirocumab,Sanofi-Aventis groupe,C10A,Central,MOD,23-09-2015,Ja,,
28105679915,Praluent,,"injektionsvæske, opløsning, fyldt pen",75 mg,alirocumab,Sanofi-Aventis groupe,C10A,Central,MOD,23-09-2015,Ja,,
28105371514,"Pramipexol ""Aurobindo""",,tabletter,"0,088 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Aurobindo Pharma (Malta) Limited,N04BC05,MRP,CMS,02-07-2014,Ja,,
28105371614,"Pramipexol ""Aurobindo""",,tabletter,"0,18 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Aurobindo Pharma (Malta) Limited,N04BC05,MRP,CMS,02-07-2014,Ja,,
28105371714,"Pramipexol ""Aurobindo""",,tabletter,"0,35 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Aurobindo Pharma (Malta) Limited,N04BC05,MRP,CMS,02-07-2014,Ja,,
28105371814,"Pramipexol ""Aurobindo""",,tabletter,"0,7 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Aurobindo Pharma (Malta) Limited,N04BC05,MRP,CMS,02-07-2014,Ja,,
28104399608,"Pramipexol ""Bluefish""",,tabletter,"0,18 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Bluefish Pharmaceuticals AB,N04BC05,Decentral procedure,CMS,15-03-2010,Nej,,
28104399708,"Pramipexol ""Bluefish""",,tabletter,"0,35 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Bluefish Pharmaceuticals AB,N04BC05,Decentral procedure,CMS,15-03-2010,Nej,,
28104399808,"Pramipexol ""Bluefish""",,tabletter,"0,7 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Bluefish Pharmaceuticals AB,N04BC05,Decentral procedure,CMS,15-03-2010,Nej,,
28104814010,"Pramipexole ""Accord""",,tabletter,"0,088 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Accord Healthcare Limited,N04BC05,Central,PRAC-RAP,30-09-2011,Nej,,
28104814110,"Pramipexole ""Accord""",,tabletter,"0,18 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Accord Healthcare Limited,N04BC05,Central,PRAC-RAP,30-09-2011,Ja,,
28104814210,"Pramipexole ""Accord""",,tabletter,"0,35 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Accord Healthcare Limited,N04BC05,Central,PRAC-RAP,30-09-2011,Nej,,
28104814310,"Pramipexole ""Accord""",,tabletter,"0,7 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Accord Healthcare Limited,N04BC05,Central,PRAC-RAP,30-09-2011,Ja,,
28104814410,"Pramipexole ""Accord""",,tabletter,"1,1 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Accord Healthcare Limited,N04BC05,Central,PRAC-RAP,30-09-2011,Nej,,
28104310508,"Pramipexole ""Orion""",,tabletter,"0,088 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Orion Corporation,N04BC05,Decentral procedure,CMS,05-08-2009,Nej,,
28104310608,"Pramipexole ""Orion""",,tabletter,"0,18 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Orion Corporation,N04BC05,Decentral procedure,CMS,05-08-2009,Nej,,
28104310708,"Pramipexole ""Orion""",,tabletter,"0,35 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Orion Corporation,N04BC05,Decentral procedure,CMS,05-08-2009,Nej,,
28104310808,"Pramipexole ""Orion""",,tabletter,"0,7 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Orion Corporation,N04BC05,Decentral procedure,CMS,05-08-2009,Nej,,
28105297013,"Pramipexole ""Sandoz""",,depottabletter,"0,26 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Sandoz A/S,N04BC05,Decentral procedure,CMS,22-07-2014,Ja,,
28105297113,"Pramipexole ""Sandoz""",,depottabletter,"0,52 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Sandoz A/S,N04BC05,Decentral procedure,CMS,22-07-2014,Ja,,
28105297213,"Pramipexole ""Sandoz""",,depottabletter,"1,05 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Sandoz A/S,N04BC05,Decentral procedure,CMS,22-07-2014,Ja,,
28105297313,"Pramipexole ""Sandoz""",,depottabletter,"1,57 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Sandoz A/S,N04BC05,Decentral procedure,CMS,22-07-2014,Ja,,
28105297413,"Pramipexole ""Sandoz""",,depottabletter,"2,1 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Sandoz A/S,N04BC05,Decentral procedure,CMS,22-07-2014,Ja,,
28105297513,"Pramipexole ""Sandoz""",,depottabletter,"2,62 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Sandoz A/S,N04BC05,Decentral procedure,CMS,22-07-2014,Ja,,
28105297613,"Pramipexole ""Sandoz""",,depottabletter,"3,15 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Sandoz A/S,N04BC05,Decentral procedure,CMS,22-07-2014,Ja,,
28104224507,"Pramipexole ""Teva""",,tabletter,"0,088 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,TEVA Pharma B.V.,N04BC05,Central,PHV-RAP,18-12-2008,Ja,,
28104224607,"Pramipexole ""Teva""",,tabletter,"0,18 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,TEVA Pharma B.V.,N04BC05,Central,PHV-RAP,18-12-2008,Nej,,
28104224707,"Pramipexole ""Teva""",,tabletter,"0,35 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,TEVA Pharma B.V.,N04BC05,Central,PHV-RAP,18-12-2008,Nej,,
28104224807,"Pramipexole ""Teva""",,tabletter,"0,7 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Teva B.V.,N04BC05,Central,PHV-RAP,18-12-2008,Nej,,
28104500009,"Pramipexol ""Mylan""",,tabletter,"0,088 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Mylan AB,N04BC05,Decentral procedure,CMS,30-09-2010,Nej,,
28104500109,"Pramipexol ""Mylan""",,tabletter,"0,18 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Mylan AB,N04BC05,Decentral procedure,CMS,30-09-2010,Nej,,
28104500209,"Pramipexol ""Mylan""",,tabletter,"0,35 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Mylan AB,N04BC05,Decentral procedure,CMS,30-09-2010,Nej,,
28104500309,"Pramipexol ""Mylan""",,tabletter,"0,7 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Mylan AB,N04BC05,Decentral procedure,CMS,30-09-2010,Nej,,
28104436108,"Pramipexol ""neuraxpharm""",,tabletter,"0,088 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Neuraxpharm Arzneimittel GmbH,N04BC05,Decentral procedure,RMS,18-02-2010,Nej,,
28104436208,"Pramipexol ""neuraxpharm""",,tabletter,"0,18 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Neuraxpharm Arzneimittel GmbH,N04BC05,Decentral procedure,RMS,18-02-2010,Nej,,
28104436308,"Pramipexol ""neuraxpharm""",,tabletter,"0,35 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Neuraxpharm Arzneimittel GmbH,N04BC05,Decentral procedure,RMS,18-02-2010,Nej,,
28104436408,"Pramipexol ""neuraxpharm""",,tabletter,"0,7 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Neuraxpharm Arzneimittel GmbH,N04BC05,Decentral procedure,RMS,18-02-2010,Nej,,
28104436508,"Pramipexol ""neuraxpharm""",,tabletter,"1,1 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Neuraxpharm Arzneimittel GmbH,N04BC05,Decentral procedure,RMS,18-02-2010,Nej,,
28104255107,"Pramipexol ""Pharmathen""",,tabletter,"0,088 mg",PRAMIPEXOL,Pharmathen S.A.,N04BC05,Decentral procedure,RMS,10-07-2009,Nej,,
28104255207,"Pramipexol ""Pharmathen""",,tabletter,"0,18 mg",PRAMIPEXOL,Pharmathen S.A.,N04BC05,Decentral procedure,RMS,10-07-2009,Nej,,
28104255307,"Pramipexol ""Pharmathen""",,tabletter,"0,35 mg",PRAMIPEXOL,Pharmathen S.A.,N04BC05,Decentral procedure,RMS,10-07-2009,Nej,,
28104255407,"Pramipexol ""Pharmathen""",,tabletter,"0,7 mg",PRAMIPEXOL,Pharmathen S.A.,N04BC05,Decentral procedure,RMS,10-07-2009,Nej,,
28104254207,"Pramipexol ""Pharmathen International""",,tabletter,"0,088 mg",PRAMIPEXOL,Pharmathen International S.A.,N04BC05,Decentral procedure,RMS,10-07-2009,Nej,,
28104254307,"Pramipexol ""Pharmathen International""",,tabletter,"0,18 mg",PRAMIPEXOL,Pharmathen International S.A.,N04BC05,Decentral procedure,RMS,10-07-2009,Nej,,
28104254407,"Pramipexol ""Pharmathen International""",,tabletter,"0,35 mg",PRAMIPEXOL,Pharmathen International S.A.,N04BC05,Decentral procedure,RMS,10-07-2009,Nej,,
28104254507,"Pramipexol ""Pharmathen International""",,tabletter,"0,7 mg",PRAMIPEXOL,Pharmathen International S.A.,N04BC05,Decentral procedure,RMS,10-07-2009,Nej,,
28104254607,"Pramipexol ""Pharmathen International""",,tabletter,"1,1 mg",PRAMIPEXOL,Pharmathen International S.A.,N04BC05,Decentral procedure,RMS,10-07-2009,Nej,,
28104350908,"Pramipexol ""Sandoz""",,tabletter,"0,088 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Sandoz A/S,N04BC05,Decentral procedure,CMS,21-09-2009,Nej,,
28104351008,"Pramipexol ""Sandoz""",,tabletter,"0,18 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Sandoz A/S,N04BC05,Decentral procedure,CMS,21-09-2009,Nej,,
28104351108,"Pramipexol ""Sandoz""",,tabletter,"0,35 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Sandoz A/S,N04BC05,Decentral procedure,CMS,21-09-2009,Nej,,
28104351208,"Pramipexol ""Sandoz""",,tabletter,"0,7 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Sandoz A/S,N04BC05,Decentral procedure,CMS,21-09-2009,Nej,,
28104226807,"Pramipexol ""Stada""",,tabletter,"0,088 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Stada Arzneimittel AG,N04BC05,Decentral procedure,CMS,23-02-2009,Ja,,
28104226907,"Pramipexol ""Stada""",,tabletter,"0,18 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Stada Arzneimittel AG,N04BC05,Decentral procedure,CMS,23-02-2009,Ja,,
28104227007,"Pramipexol ""Stada""",,tabletter,"0,7 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Stada Arzneimittel AG,N04BC05,Decentral procedure,CMS,23-02-2009,Ja,,
28105343513,"Pramipexol ""Teva Pharma""",,depottabletter,"0,26 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Teva B.V.,N04BC05,Decentral procedure,CMS,13-01-2015,Nej,,
28105343613,"Pramipexol ""Teva Pharma""",,depottabletter,"0,52 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Teva B.V.,N04BC05,Decentral procedure,CMS,13-01-2015,Nej,,
28105343713,"Pramipexol ""Teva Pharma""",,depottabletter,"1,05 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Teva B.V.,N04BC05,Decentral procedure,CMS,13-01-2015,Nej,,
28105343813,"Pramipexol ""Teva Pharma""",,depottabletter,"1,57 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Teva B.V.,N04BC05,Decentral procedure,CMS,13-01-2015,Nej,,
28105343913,"Pramipexol ""Teva Pharma""",,depottabletter,"2,1 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Teva B.V.,N04BC05,Decentral procedure,CMS,13-01-2015,Nej,,
28105344013,"Pramipexol ""Teva Pharma""",,depottabletter,"2,62 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Teva B.V.,N04BC05,Decentral procedure,CMS,13-01-2015,Nej,,
28105344113,"Pramipexol ""Teva Pharma""",,depottabletter,"3,15 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Teva B.V.,N04BC05,Decentral procedure,CMS,13-01-2015,Nej,,
28104486609,Pramithon,,tabletter,"0,088 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Synthon BV,N04BC05,Decentral procedure,CMS,27-08-2010,Nej,,
28104486709,Pramithon,,tabletter,"0,18 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Synthon BV,N04BC05,Decentral procedure,CMS,27-08-2010,Nej,,
28104486809,Pramithon,,tabletter,"0,35 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Synthon BV,N04BC05,Decentral procedure,CMS,27-08-2010,Nej,,
28104486909,Pramithon,,tabletter,"0,7 mg",PRAMIPEXOLDIHYDROCHLORIDMONOHYDRAT,Synthon BV,N04BC05,Decentral procedure,CMS,27-08-2010,Nej,,
28103162600,Prandin,,tabletter,"0,5 mg",REPAGLINID,Novo Nordisk A/S,A10BX02,Central,MOD,29-01-2001,Nej,,
28103162700,Prandin,,tabletter,1 mg,REPAGLINID,Novo Nordisk A/S,A10BX02,Central,MOD,29-01-2001,Nej,,
28103162800,Prandin,,tabletter,2 mg,REPAGLINID,Novo Nordisk A/S,A10BX02,Central,MOD,29-01-2001,Nej,,
28104958211,Prascend,,tabletter,1 mg,Pergolidmesilat,Boehringer Ingelheim Vetm. GmbH,QN04BC02,MRP,CMS,06-07-2012,Ja,,
28104611809,Pravafenix,,"kapsler, hårde",40 mg+160 mg,"FENOFIBRAT, PRAVASTATINNATRIUM",Laboratoires SMB S.A.,C10BA03,Central,MOD,14-04-2011,Nej,,
28103738404,"Pravastatin ""Actavis""",,tabletter,10 mg,PRAVASTATINNATRIUM,Actavis Group PTC ehf.,C10AA03,MRP,CMS,31-03-2005,Nej,,
28103738504,"Pravastatin ""Actavis""",,tabletter,20 mg,PRAVASTATINNATRIUM,Actavis Group PTC ehf.,C10AA03,MRP,CMS,31-03-2005,Nej,,
28103738604,"Pravastatin ""Actavis""",,tabletter,40 mg,PRAVASTATINNATRIUM,Actavis Group PTC ehf.,C10AA03,MRP,CMS,31-03-2005,Nej,,
28103479803,"Pravastatin ""Hexal""",,tabletter,10 mg,PRAVASTATINNATRIUM,Hexal A/S,C10AA03,National,DKMA,10-10-2003,Nej,,
28103479903,"Pravastatin ""Hexal""",,tabletter,20 mg,PRAVASTATINNATRIUM,Hexal A/S,C10AA03,MRP,RMS,10-10-2003,Nej,,
28103480003,"Pravastatin ""Hexal""",,tabletter,40 mg,PRAVASTATINNATRIUM,Hexal A/S,C10AA03,MRP,RMS,10-10-2003,Nej,,
28103709604,"Pravastatinnatrium ""Teva""",,tabletter,20 mg,PRAVASTATINNATRIUM,Teva Denmark A/S,C10AA03,MRP,CMS,30-03-2005,Ja,,
28103709704,"Pravastatinnatrium ""Teva""",,tabletter,40 mg,PRAVASTATINNATRIUM,Teva Denmark A/S,C10AA03,MRP,CMS,30-03-2005,Ja,,
28103479503,"Pravastatin ""Sandoz""",,tabletter,10 mg,PRAVASTATINNATRIUM,Sandoz A/S,C10AA03,MRP,RMS,10-10-2003,Nej,,
28103479603,"Pravastatin ""Sandoz""",,tabletter,20 mg,PRAVASTATINNATRIUM,Sandoz A/S,C10AA03,MRP,RMS,10-10-2003,Ja,,
28104652810,"Pravastatin ""Sandoz""",,tabletter,30 mg,PRAVASTATINNATRIUM,Sandoz A/S,C10AA03,Decentral procedure,RMS,17-02-2011,Nej,,
28103479703,"Pravastatin ""Sandoz""",,tabletter,40 mg,PRAVASTATINNATRIUM,Sandoz A/S,C10AA03,MRP,RMS,10-10-2003,Ja,,
28103678904,"Pravastatin ""Stada""",,filmovertrukne tabletter,20 mg,PRAVASTATINNATRIUM,Stada Arzneimittel AG,C10AA03,MRP,CMS,30-09-2004,Ja,,
28103679004,"Pravastatin ""Stada""",,filmovertrukne tabletter,40 mg,PRAVASTATINNATRIUM,Stada Arzneimittel AG,C10AA03,MRP,CMS,30-09-2004,Ja,,
28105566415,Praxbind,,"injektions-/infusionsvæske, opløsning","2,5 g/ 50 ml",Idarucizumab,Boehringer Ingelheim Int. GmbH,V03AB37,Central,CO-RAP,20-11-2015,Ja,,
28105050512,Prazitel Forte Vet.,,tabletter,175+504+525 mg,"Febantel, PRAZIQUANTEL, Pyrantelembonat",Chanelle Pharmaceutical Man. Ltd,QP52AA51,MRP,CMS,21-09-2012,Nej,,
28104509509,Prazitel Plus,,tabletter,150+144+50 mg,"Febantel, PRAZIQUANTEL, Pyrantelembonat",Chanelle Pharmaceutical Man. Ltd,QP52AA51,MRP,CMS,25-11-2009,Ja,,
28101695894,Precosa,,"kapsler, hårde",250 mg,"Saccharomyces boulardii, frysetørret",Biocodex,A07FA02,National,DKMA,20-12-1995,Nej,,
28101695794,Precosa,,"pulver til oral suspension, enkeltdosisbeholder",250 mg,"Saccharomyces boulardii, frysetørret",Biocodex,A07FA02,National,DKMA,20-12-1995,Nej,,
28105429514,Prednicortone Vet.,,tabletter,20 mg,PREDNISOLON,Le Vet Beheer B.V.,QH02AB06,Decentral procedure,CMS,02-07-2015,Nej,,
28105429414,Prednicortone Vet.,,tabletter,5 mg,PREDNISOLON,Le Vet Beheer B.V.,QH02AB06,Decentral procedure,CMS,02-07-2015,Nej,,
28100744276,"Prednisolon ""DAK""",,tabletter,"2,5 mg",PREDNISOLON,Takeda Pharma A/S,H02AB06,National,DKMA,01-08-1977,Nej,,
28100838680,"Prednisolon ""DAK""",,tabletter,25 mg,PREDNISOLON,Takeda Pharma A/S,H02AB06,National,DKMA,19-05-1981,Ja,,
28100777276,"Prednisolon ""DAK""",,tabletter,5 mg,PREDNISOLON,Takeda Pharma A/S,H02AB06,National,DKMA,03-01-1978,Ja,,
28101848496,"Prednisolon ""DLF""",,tabletter,"2,5 mg",PREDNISOLON,Dansk Lægemiddelforsyning DLF,H02AB06,National,DKMA,08-04-1997,Ja,,
28101848696,"Prednisolon ""DLF""",,tabletter,25 mg,PREDNISOLON,Dansk Lægemiddelforsyning DLF,H02AB06,National,DKMA,08-04-1997,Ja,,
28101848596,"Prednisolon ""DLF""",,tabletter,5 mg,PREDNISOLON,Dansk Lægemiddelforsyning DLF,H02AB06,National,DKMA,08-04-1997,Ja,,
28100819278,"Prednison ""DAK""",,tabletter,25 mg,PREDNISON,Takeda Pharma A/S,H02AB07,National,DKMA,10-04-1979,Ja,,
28100744676,"Prednison ""DAK""",,tabletter,5 mg,PREDNISON,Takeda Pharma A/S,H02AB07,National,DKMA,01-08-1977,Ja,,
28104786710,Preflucel,,"injektionsvæske, suspension, fyldt injektionssprøjte",15 mikrogram,"Influenzavirus A/California/7/2009 (H1N1)v-lign. stamme,  inaktiverede split virioner, Influenzavirus A/Perth/16/2009 (H3N2) lignende stamme (A/Victoria/210/2009 NYMC X-187 reassortant), Influenzavirus B/Brisbane/60/2008, split virioner, inaktiveret",Baxter A/S,J07BB02,MRP,CMS,21-03-2011,Nej,,
28105512914,"Pregabalin ""Accord""",,"kapsler, hårde",100 mg,Pregabalin,Accord Healthcare Limited,N03AX16,Central,MOD,28-08-2015,Nej,,
28105513014,"Pregabalin ""Accord""",,"kapsler, hårde",150 mg,Pregabalin,Accord Healthcare Limited,N03AX16,Central,MOD,28-08-2015,Ja,,
28105513114,"Pregabalin ""Accord""",,"kapsler, hårde",200 mg,Pregabalin,Accord Healthcare Limited,N03AX16,Central,MOD,28-08-2015,Nej,,
28105513214,"Pregabalin ""Accord""",,"kapsler, hårde",225 mg,Pregabalin,Accord Healthcare Limited,N03AX16,Central,MOD,28-08-2015,Ja,,
28105512614,"Pregabalin ""Accord""",,"kapsler, hårde",25 mg,Pregabalin,Accord Healthcare Limited,N03AX16,Central,MOD,28-08-2015,Ja,,
28105513314,"Pregabalin ""Accord""",,"kapsler, hårde",300 mg,Pregabalin,Accord Healthcare Limited,N03AX16,Central,MOD,28-08-2015,Ja,,
28105512714,"Pregabalin ""Accord""",,"kapsler, hårde",50 mg,Pregabalin,Accord Healthcare Limited,N03AX16,Central,MOD,28-08-2015,Nej,,
28105512814,"Pregabalin ""Accord""",,"kapsler, hårde",75 mg,Pregabalin,Accord Healthcare Limited,N03AX16,Central,MOD,28-08-2015,Nej,,
28105443414,"Pregabalin ""Aristo""",,"kapsler, hårde",100 mg,Pregabalin,Aristo Pharma Iberia S.L.,N03AX16,Decentral procedure,RMS,25-09-2015,Nej,,
28105443514,"Pregabalin ""Aristo""",,"kapsler, hårde",150 mg,Pregabalin,Aristo Pharma Iberia S.L.,N03AX16,Decentral procedure,RMS,25-09-2015,Nej,,
28105443614,"Pregabalin ""Aristo""",,"kapsler, hårde",200 mg,Pregabalin,Aristo Pharma Iberia S.L.,N03AX16,Decentral procedure,RMS,25-09-2015,Nej,,
